Y,O,Z,J,X
i,28,29.957046615185224,27,71.316186995093
t,88,72.81092260618144,44,73.67787035334207
s,11,17.452187287135988,74,41.60858581251917
o,62,59.30893607946517,100,68.22709266173815
j,71,36.939081622185924,31,34.13542165771635
u,26,42.92072119817234,82,86.39239078305799
s,33,61.11367089698743,10,11.781405381566746
x,51,56.90102627265093,24,89.22257163481012
i,15,34.019973863184184,45,89.99951087277242
d,55,52.44930778032341,12,10.43479174665688
a,66,30.136218222111,48,74.34283759189397
e,3,90.60757405697886,1,30.536592441723485
p,30,62.78437580535232,79,60.434101391226434
r,64,93.29691524860296,41,49.39282702434632
x,98,82.66693492281581,9,90.09102366347881
z,74,63.07310999838586,78,45.81857389614468
e,42,64.17026458247607,78,66.83352976452707
e,55,47.48168250785431,25,73.82080087002453
d,87,6.364108948166248,71,43.1805124962266
v,9,96.45254365839764,86,93.76972320605293
z,88,59.619903456498356,51,91.52277274696125
d,58,14.997513701079413,28,7.383634368969916
j,79,42.1209159476816,60,27.91668801218673
n,95,70.99521847638943,89,30.19750222244254
p,92,8.29436746979173,27,92.27838613859774
b,6,59.73893578435165,54,68.20739610427829
h,36,27.02845773930733,67,58.39541524696968
o,13,5.471530741664099,23,9.43777031022135
i,30,7.263668015765279,96,76.89069729976958
z,49,23.813703587096203,56,93.2302053246746
t,60,30.478890725757413,18,69.76117062162878
j,14,29.821559483084524,21,35.140356455882916
e,47,92.71998547596971,32,68.36306749601205
c,62,92.5011905244222,86,84.06090863008266
f,16,26.54533956255697,14,77.19323909624565
z,67,27.90049717515659,24,65.93944000579337
l,13,80.77348845280642,58,49.783065750338274
i,45,56.53611751448645,38,2.284516870477482
n,18,39.01686803879091,65,77.69741745874948
s,45,71.7576236772525,29,91.02293554626463
s,6,31.414825489283594,51,73.18019829176106
t,98,72.77065771700279,69,89.84980025172018
n,73,3.5338991328236924,83,85.24395624342158
d,38,4.185753447313423,72,39.34818695649399
k,52,44.76323289199778,96,81.76690709936985
d,98,64.7179642956673,41,97.19596972731355
n,97,76.03981281788633,13,99.10989001898646
t,66,0.16791160812638095,4,59.972312636447754
s,98,66.91898828580949,38,7.528861290040156
l,24,41.28029905313015,71,87.80159821179763
q,95,1.046248006746453,100,32.406304537756036
f,17,49.18711589975048,60,45.4985597737401
x,1,13.923715544112836,46,38.710550250216556
l,5,85.05647315780129,18,84.98379971100171
h,21,12.586389787360709,52,56.20341783025922
n,29,13.042016774917563,99,27.291416930103896
d,0,83.69599128176529,29,33.652884466638746
t,5,84.72985395896822,30,61.78895514317517
b,25,6.362547570766985,17,47.19594832149069
o,71,51.40935919322922,63,91.81666700914266
f,81,40.637129047108424,93,73.08527549459133
o,72,21.438945886936246,50,42.10724583681843
t,4,22.425430688239135,33,18.106946561647607
j,62,92.39496317126878,63,58.45216861607865
q,60,7.667386005265486,56,25.52387526640868
w,100,69.43209717207577,99,30.40130326881969
i,68,65.1236296335507,31,70.61138996584955
u,11,70.87053597400242,73,5.8371229893131265
b,78,28.96629403737412,85,8.811270897807432
f,71,47.130120736876336,95,97.41941361851556
z,23,64.94960585770234,41,42.85317478074656
t,84,78.65260286040872,42,52.24186615921569
l,36,21.387429113890843,58,43.14790500824371
o,13,30.79768649326543,5,49.69579726020046
g,89,92.51429163214605,48,59.799860551511244
l,1,64.20135012886135,51,15.184063540638315
h,5,37.7401797161955,52,5.219569663780388
w,18,14.856915451132968,54,58.54355874707854
o,85,85.10209088981175,58,45.39700173610816
j,60,70.10560615037518,97,36.39780781009638
x,53,45.712605721042976,5,47.09049006562379
w,34,12.962695009032943,22,43.72846120021342
t,12,5.332491100069625,52,67.02225476504682
y,65,84.12367958490283,75,53.10129034533411
k,44,92.03531483076887,41,49.22018529526291
b,100,42.679316417251535,71,55.7897450430497
t,78,13.48569149481924,3,35.02544511601712
f,22,95.8981767478282,35,8.726796481817622
q,34,80.62848349025128,4,49.414328133526254
m,88,27.291302121421545,9,25.993141981595237
s,68,44.066807210699054,36,91.83321568922375
t,47,61.192235839941425,85,5.487631931346193
m,34,48.14861790435663,43,34.46288092743285
w,37,77.27856855665992,94,83.99642247232322
a,8,77.79390521363516,17,50.435658803427486
y,63,55.03595018593078,86,1.5161912311213555
f,15,54.4952441454076,86,62.49171140719518
p,75,89.32845030508294,9,73.04337322103979
p,22,37.32500078876523,31,59.863036867147756
l,98,17.94584363827666,93,2.746017943345236
r,26,32.853429820491606,88,72.8698842059202
x,8,4.394128212073878,57,79.01749913523986
r,59,17.663674275974273,47,36.99037333248114
n,58,40.09802101480351,50,19.09435178776311
b,41,46.50884784344941,3,9.656247111874706
y,7,75.3972429660749,21,39.87644281558196
c,53,67.15705680607746,13,60.72416682081765
i,87,10.142491425343259,26,91.19099729435789
y,73,41.1354068368583,61,30.739667078973177
k,93,80.81502852164519,12,91.69562090907888
u,63,68.00044643626984,5,87.38332813169359
j,50,58.721828318533085,34,97.29134788706779
t,100,2.3225579559041365,37,76.59536121620064
h,69,69.54858868836602,22,94.96217809886987
g,13,41.16713386770551,34,23.914101941505894
r,91,10.470828179757374,5,92.09894097610986
r,60,72.97304740428166,10,19.081848337859377
g,30,34.469823719534,61,77.72261599346916
k,18,90.49727701927101,42,62.68287179561685
i,71,43.889642389308584,63,27.63268925312481
e,17,84.44343811615634,50,34.5324222688068
d,75,4.944429614151469,49,71.10912496962929
r,47,83.93079028318877,53,45.1749346517954
z,82,88.14429156857348,81,71.07435431504618
n,93,45.83292120842371,16,35.12511351065901
v,79,44.463479579703915,22,12.559142502539554
p,100,24.205747878280825,68,84.96594666048762
u,39,6.394927762695712,64,70.8044759746363
v,95,82.7292355580747,14,31.307851449724488
v,83,76.4335897548709,48,10.096177930548178
c,7,33.504235840043584,66,28.073741054421664
b,50,24.673688145517925,75,95.82492520672096
t,87,38.35953456401127,23,94.97940190279768
v,48,98.9364791289869,67,23.710231130358117
g,33,99.27759355765441,24,98.3618319978249
p,87,34.782851924106836,78,33.72037543778269
k,53,28.9930319973414,95,98.1812392360082
c,67,6.1369330024910855,27,28.74562304381014
h,93,43.90517237567436,43,64.27874690931063
w,40,6.544530152238437,22,65.26891593781508
t,57,19.7113945415054,72,61.02945946819379
o,22,0.36578418637109866,52,10.188586616213769
y,44,98.60837465036035,39,77.37527642516243
s,87,28.108127515216975,71,66.91432501848958
m,35,55.32700125053404,70,43.84709081474804
m,11,82.21582201798631,85,38.81139933924662
u,47,37.623918744587456,84,75.34981997348538
o,50,52.05464015416683,65,3.4502185646305694
x,16,94.51476465276555,14,60.363831012750566
c,34,78.0938677453937,84,78.46589353239727
m,49,74.99641123795708,43,69.22425781010301
e,23,99.40533890604976,45,79.75832370842878
n,1,52.30655225473198,86,74.76832585490408
k,20,31.270725242552288,94,87.73645162987994
z,61,95.54187264731785,100,63.39814722256021
n,43,73.54310980115494,69,61.42014742733997
l,56,53.54642344487436,12,94.06060420376878
q,98,82.6422103375171,42,1.0632821822400218
i,67,94.16074472762118,10,72.57486222107809
s,4,98.48868417666665,14,97.95170660313691
q,59,7.820732530679086,54,22.890081719999568
c,84,54.986168615407784,36,29.977618741472366
c,70,49.97660741186157,19,91.85259325103418
f,68,26.783503676090003,52,92.02802039393671
p,35,59.713816481452454,51,15.28218558470622
h,78,36.80709883928988,28,87.24831480561535
b,18,35.43350446141249,53,46.93478394031556
l,77,80.17434879414137,38,6.4144303916925605
e,50,79.6675921632335,68,0.19464610683106454
q,39,51.57065027456961,85,79.97996227377361
c,26,74.59254122573525,9,17.752979874323515
r,50,44.548042417491004,64,15.792915231689397
l,83,92.74983467505045,77,74.42389821214717
p,61,3.238633825631232,66,86.94183298365209
o,82,14.132513383924728,40,4.45282993667403
y,17,70.99286212891634,50,87.90508354234707
a,17,42.871418791299064,52,0.9776294501424254
n,48,62.710744619369606,7,13.103674088441132
y,51,11.7252293526642,67,19.23245081663888
j,6,65.0117319264298,38,29.315421069707615
x,49,15.812195097659353,1,87.29262894953524
b,54,91.23186357610162,62,37.97852881521375
n,0,6.0947901681633105,34,39.74755462896312
z,4,5.489916185164734,99,68.04075162004725
r,55,71.23879196760886,69,48.78563924245493
r,5,49.89998559197235,96,19.8501668754418
z,44,19.81049979013899,3,78.11547354197639
g,0,86.24293538470815,72,97.38664032179148
p,50,70.44296592057337,20,67.75541607879752
k,61,63.83297431308229,19,45.37089581458061
r,92,29.603085112739656,32,29.28381824475682
a,76,66.4729099893938,15,26.280142744903635
g,78,80.88348669614182,5,6.950584737292431
l,53,50.850083827868616,4,7.084456271261108
j,37,61.59366789070033,35,30.32403224074629
s,46,94.53844590159606,35,95.38016379218736
k,80,25.876007557204638,80,22.323563069837505
c,80,12.762174503991853,48,18.962163820755094
g,18,2.8587839656345593,33,7.5565419438409
j,48,77.45856242274364,64,97.16126902704836
b,20,14.35862238228972,26,91.4790770640953
j,32,83.2760023662664,20,56.61744449992418
p,62,90.47910059057402,86,75.70931918821786
i,12,31.009305443825497,47,42.09270427280705
f,78,30.957238581163104,93,10.414580380472582
y,81,83.09803753176085,19,26.592674860930355
t,91,49.943501536649116,52,51.10356511805736
d,16,87.66711413375123,20,53.88527120920714
o,63,50.79791157462048,12,9.294988466170329
m,84,4.141404526060988,88,17.383548636320757
h,90,40.076739658537456,40,9.359073584319988
k,3,82.59755421561596,87,54.02206632758525
x,68,46.83325511989045,5,77.3357362474048
m,26,61.78640757320644,64,40.46449014835171
w,69,76.3905212699035,4,53.529252371760926
m,77,93.82869402663415,11,89.469134617558
r,71,91.01230835332883,40,78.36691413160001
c,26,1.0704320741549145,26,36.59513443910337
f,87,33.19964343409404,85,92.71401470079687
c,23,93.94610498151188,77,28.771758173377293
o,49,81.53123369251925,98,98.94784002789278
l,6,57.60953344548384,90,54.33778630575047
c,23,75.11541313257177,79,71.25589786981523
l,96,20.72873052360018,66,85.0362981259848
x,85,49.666395806386944,53,74.68635780754477
x,5,81.02786336573467,87,20.828820496637757
b,63,96.36547609980758,78,5.516614055922386
k,51,42.00441057412344,92,85.96453274400434
b,12,65.45463804188242,80,43.38733876248671
v,72,70.57121828966562,52,4.316025584197081
e,68,59.689015122077784,59,28.010680272749568
a,69,55.54161617613581,68,51.29617391456761
a,18,85.78143609933242,50,87.58690721759639
t,80,2.265467319458503,45,89.35206760171369
p,10,86.11209938012443,76,80.52559939194744
m,25,61.04467900458705,82,81.05277566160458
q,83,20.911796248873536,5,45.105978998514395
e,45,77.51836644681141,55,48.13504345383359
i,4,94.56473112832245,40,45.61520980894147
a,41,74.25431485213302,27,68.94739101502556
i,20,81.55096530110872,87,93.38301995820886
v,6,28.93418292972596,59,97.20069290405002
c,31,33.49941497096315,90,70.48801065178607
b,7,8.446017202717925,70,20.883083652775447
n,62,78.84794554636404,8,2.150286157355319
h,88,48.05458868088108,58,26.157037628849533
p,93,27.477901990075516,84,55.32478571142676
e,21,28.470635130303812,80,53.8038431391068
v,54,28.93674197876318,33,30.17433915167187
a,14,62.55380741156809,98,47.26067574650714
o,90,78.30838198558097,63,90.01576674771773
g,51,73.1420040696246,59,86.73363511732755
n,30,70.4497240534621,41,39.178606539322224
q,79,79.66651174879729,0,55.19113836493379
u,9,4.903949593909718,62,66.62627033059934
g,2,18.036357092862364,50,45.49091086424689
n,46,71.84714084593466,94,63.64047011398021
p,82,92.85239580851255,28,69.4549498116737
l,83,49.80829781571037,8,77.84613829525121
w,57,91.164869575896,7,10.418276800410542
q,94,84.27407675766466,46,33.099986680029225
f,79,17.380779614999597,61,35.33495766651382
m,20,20.772751975128966,36,34.55766572174491
n,37,75.04094471612812,13,93.98070615911926
e,47,36.17555678280876,34,61.59180476963986
n,17,82.623849717649,46,7.899361502149482
m,92,39.747666319414,42,20.49161123285279
t,20,87.97891966812493,8,17.647293742138746
v,28,4.108914097208693,99,86.18360089022894
n,19,74.35216420939898,43,17.214827599570313
q,68,47.921980540409436,97,2.2317162310320993
v,55,53.88784753783089,32,76.62073955066764
k,25,54.67785927660842,87,95.98664737012606
b,6,79.44564665771223,37,55.18022049852198
a,36,25.626757242530395,59,80.93105132051109
x,93,4.575727711727373,56,36.973487572442146
o,91,6.8549089954415,62,11.506962925405706
b,47,79.76404242405827,92,58.53260802864916
z,65,66.4239190549533,67,94.19398846406692
l,62,4.344855505826628,97,84.79704297006614
f,47,44.966017241985035,45,61.71171032486546
k,35,12.949835864922022,35,53.2919759623696
a,72,58.91119894205828,35,95.49311820895083
o,41,78.78881429589309,37,62.659436951667104
u,75,64.41807374842003,24,33.20338051317373
y,34,77.07705212829609,53,42.64773363916938
s,6,9.786557855713884,83,92.31403459218686
e,29,32.09188774428798,75,23.71290830307996
v,24,39.664849816251916,9,9.132353817492223
i,52,56.33228223929226,0,52.834981057268934
s,8,21.82325443176247,51,68.34004125013479
w,94,65.72838974385114,88,31.12156497319254
i,11,71.91637069041614,84,82.47526182460798
e,23,34.468298999793426,73,5.857537936185231
s,54,52.47454075908266,83,67.28379864825249
q,90,42.49725541349966,89,59.3793374155474
u,83,65.59363875659021,32,91.02567778990885
h,74,91.40869630798262,69,13.740843002722258
v,39,91.24314802009752,10,94.65541873097378
b,49,58.1215141378235,84,20.298431117139593
i,13,57.39430674414528,87,39.39764238502672
x,24,83.11479329486616,28,66.64620986531041
d,16,96.92552660388588,9,32.49192325333771
n,45,73.8016049735441,73,78.07842142838034
g,20,99.75885568288265,31,53.37145990829186
h,75,42.39560832298199,37,67.1663961779647
t,72,95.56257911026297,14,33.07897750693669
k,49,34.525462002097605,47,64.29685390519579
w,63,83.4611683413695,91,12.88436641660644
v,23,2.5057851469046044,77,91.07693409663499
t,34,99.39364839315331,15,5.267108263597908
v,76,96.16572158221682,96,66.17033719524854
a,8,44.514883149984094,14,81.89740047813555
x,22,22.87709357868146,9,63.34638874507716
d,72,59.92493934153171,3,49.12644638751905
c,60,37.73744407890377,39,74.47521326726054
i,82,74.93674522382283,78,32.37828290872614
q,29,73.93854135319043,16,83.17300676590645
o,93,31.71670896113097,88,52.58893362276105
h,27,6.467709267834598,55,14.236694408075312
g,87,36.78356440847982,18,68.69653015033035
h,33,40.722003077328075,50,58.59215328726246
w,1,94.11831673160107,35,30.175087166430746
d,61,55.86150740460655,6,43.162235288600904
f,68,22.160977542036132,93,7.198247809771329
f,90,18.099711452569945,5,92.40759883120656
n,38,19.993465663193543,2,59.69004976630584
u,0,54.022525774269994,11,15.56217806519653
e,44,68.53130082512612,27,12.362032365403252
e,4,65.60770650484241,17,55.195876928747126
g,19,78.51943655551025,19,29.554671302658353
v,63,3.1299097953192523,85,23.849672153729486
n,69,49.6831875545441,54,78.03578427208635
l,91,61.815783823650385,19,34.48671192987132
q,74,43.15627914665016,85,52.970360858512755
b,4,61.560883432637915,23,65.56661995296619
o,49,41.86372571212084,55,1.7338867596385699
r,0,29.086048963340083,37,5.972991054281929
m,72,93.07354905995558,26,51.71425237478977
n,82,82.11192300654511,95,10.370021337223767
m,38,13.736973416559717,3,54.993960448516475
i,1,85.27750886317892,87,27.7661009489946
i,89,60.853847360158454,50,30.261714781920055
s,40,60.13429146806419,73,44.93158319725211
e,53,57.76567737829698,68,82.01243306261101
s,27,55.80127248495832,25,77.91284074221892
y,50,63.0657612358825,8,90.14822702365392
u,53,83.06992015440396,38,52.78932460907263
g,96,11.709705345295973,48,48.35896775939329
d,30,89.01315527497938,53,92.66928732035879
u,15,67.81816263032906,21,23.81080976534178
u,12,28.576616587262738,17,87.36564874448509
x,39,8.072645306196202,39,95.31244444959023
s,83,24.26077038864315,3,76.01249285506904
y,45,60.795852363915635,47,14.903474012944695
j,88,44.86666886278685,14,7.365226786318713
r,27,79.29169375921238,32,88.1538842724924
t,60,10.441465474632627,73,81.91788426258148
a,90,32.58757302773466,28,55.30743333749295
r,91,63.259182927989514,84,55.668781781386976
t,81,97.7776197804339,38,86.58406595979532
v,42,67.37159617567114,14,30.741938686644843
q,6,65.19149400271779,98,61.539046186267996
u,51,29.58076401716684,96,50.589724397585115
r,26,25.640450320480202,11,13.604291510777033
q,19,32.61708082757796,0,64.33615663876395
j,3,20.798714540686515,92,8.406646410362972
y,18,33.24282938890709,30,67.56672453877849
s,37,90.1488609133639,18,88.09732656931315
y,88,70.89670069055732,72,12.498009591537496
j,31,11.710392460306673,49,64.91798650262268
i,34,11.245429510893201,74,42.37523188589295
d,21,49.765283319017705,84,1.1070096772515359
q,73,47.570496317509495,80,21.002090756998683
b,34,48.78853517240168,24,77.6370139776517
k,74,14.76140619238202,5,3.5200007879695794
m,97,73.21252045912871,31,48.04927969754548
d,73,44.30962970504927,100,97.96776394460038
s,28,67.50621337471084,21,41.45283754999078
g,30,45.27340537961003,13,67.88691975223435
m,92,80.20060725117648,11,5.055862920598342
b,40,97.26322688876363,61,11.058358044519423
c,4,31.84909661252253,33,25.55843784618895
t,94,27.05181205262469,2,68.57000704956847
x,45,13.489736277516629,45,0.7431745776443122
j,31,26.86867010963814,38,16.77132737639717
