V,Q,O,T,S
a,61,82.60684365431497,14,23.91609279848691
v,45,36.02714041703846,50,30.585225983181896
a,81,36.89151834324754,21,59.119182794309076
r,11,13.207148310922967,7,87.25601805576447
b,57,67.77709555606978,54,92.21503501799616
o,90,68.64636438207626,79,0.07861128011973362
b,55,67.77351531887986,87,47.40417030447198
f,44,0.35029688150823857,69,45.87421991813856
f,76,75.50980775789135,38,83.87672348755049
i,26,44.638398428104544,46,24.908022930276775
x,80,38.930182398198134,63,48.996647360557276
o,72,92.77015354614794,6,14.2861680545595
e,1,72.04546877530942,46,27.47763547389456
c,100,79.96495276071096,51,45.00788688612823
f,14,64.39822102287822,36,54.96940032434845
t,27,39.36831158767811,17,12.027316866540561
i,67,35.87759261644218,70,6.177807949009139
k,4,2.6328171410691215,27,84.96586703092946
f,49,55.72991444000315,51,14.899116714695115
t,93,73.90498656211467,34,5.585955988182201
n,45,24.503816609424,44,11.520832170413865
n,15,25.02526335124603,20,99.59015025659757
x,32,57.95004113109039,80,84.23849831157113
h,94,34.575817972017155,2,32.606280097680475
n,34,53.26775387849286,21,91.51437696261225
l,90,98.85890067127644,29,46.781623379564685
q,58,28.64613031831995,11,71.4570958753718
t,30,89.89123048849102,80,44.35550536973578
r,43,30.19759059604594,28,30.20498752168462
f,20,93.2971699910754,17,85.6179573274144
c,24,33.9038601223517,88,14.666197121370683
r,100,68.79406302113365,87,39.655142082617964
o,44,33.675000784802414,63,60.31066976087739
b,57,89.6864096316566,98,31.246980681946035
u,57,33.07267668979487,85,18.853491151078995
k,79,96.15437355998353,1,14.504764831268934
f,54,30.3273882337901,13,18.218068853408752
b,14,77.77731527977419,55,22.271462034390332
u,97,93.4337639162382,85,75.78938506896448
s,85,62.297728093935575,55,14.293508459247784
p,62,92.00459785462927,53,86.11642460791413
z,50,17.643269658252958,90,87.23735824746943
x,32,33.402394789866996,87,17.652188942133428
i,45,63.32393064410123,42,88.88120815723718
w,25,37.207817552501574,99,31.738100139797776
o,99,14.122753789979491,11,82.6694333878108
s,55,99.20717488796053,41,67.460416275356
z,53,29.011911294946337,87,91.07745536515957
b,2,34.48026181823237,40,96.4988345171355
a,59,27.766827311051422,37,26.945365705707015
r,42,51.83550430928226,10,17.605009468227586
o,70,21.952338793097358,0,18.544352096453775
i,57,17.980327149738518,68,16.998574382084787
e,15,64.5121432265544,14,53.11044452728208
l,16,12.329527649855054,10,19.731481739213553
h,26,21.185127918143852,52,38.54147899530334
f,2,13.078707140110224,80,66.82282589058775
x,11,79.39303317014634,58,48.35997253631529
f,51,57.89546016732018,36,81.84346940086863
k,33,57.472935172419625,82,21.690033136362185
i,42,12.104362900453946,14,65.21474295361314
a,43,35.67054191017799,38,42.62128538796661
o,33,25.187895928868322,61,65.86759176794823
k,68,35.31118869647858,20,9.182243282759405
j,95,25.708551125050715,13,4.478085848341562
i,36,10.682371395432455,56,44.51475525616597
u,12,48.33194505457913,97,19.835558487011006
s,22,18.89918183351099,89,11.694092512700871
l,27,13.56594276680364,35,92.84329553111232
w,42,77.41452880029568,74,64.2431980456307
z,18,57.09512138980335,52,57.48540799983141
b,62,20.429491380959096,68,10.995575078855035
s,100,23.294993680274523,56,20.810948634503113
z,43,66.20971812911934,16,84.70782016420301
n,69,82.46952523952751,0,57.74696844561149
e,67,99.6684934022335,88,93.99584438663945
t,5,73.0993699595136,41,41.61265093092855
i,72,24.424437943366193,75,41.803914621970115
r,87,0.10483683350447359,26,99.25958695344862
q,65,49.51780381564658,44,32.04414905033458
s,76,28.872722361223822,58,36.819501494806254
k,26,55.083250655386564,50,20.230454585207227
y,99,38.88186425706218,27,68.09638954101716
t,18,32.620075392994174,41,25.74182871317976
i,19,26.22109666833031,50,89.99428621613224
z,10,41.093924472397006,67,87.5630904082418
q,17,94.08118334606723,62,83.10080521857728
h,26,25.96468193298992,75,93.00202836436623
b,14,24.81199335262094,30,19.835041212590674
p,77,68.94359590112687,44,58.75479774248789
c,54,64.29024324833034,73,52.178608030129794
b,30,26.625220541881955,7,60.578431327846985
j,0,6.463032402565516,51,11.32704198911435
t,89,1.774201573965506,17,71.23797528844665
z,81,92.31175954129222,9,29.81409061973803
p,42,56.23805787896313,10,77.26291351126319
l,14,39.35106478921069,20,31.394238627294612
r,78,5.745129994911046,93,73.19615245494879
d,76,82.80766486891126,60,51.88697057589737
p,15,74.99760086198486,100,26.53120341268843
w,100,40.62785559776876,47,49.77865189739534
n,74,14.650510080076351,22,98.28721608653538
l,65,3.3972088690741753,7,91.13134876627733
q,86,12.610404134556108,48,64.0448108088422
c,38,50.308857992998504,65,86.19070503090343
b,57,62.18199161417902,28,66.02213111888975
b,25,46.25734205625619,34,15.272343817261536
i,66,53.743819776419635,95,28.210589029860135
o,54,81.25356850220973,36,48.80650011322528
m,73,18.233228966932135,13,71.24244811026591
k,14,71.80924605302856,1,84.18367335443814
u,75,66.94104700695796,51,69.0540980478298
o,40,62.52663340367124,16,46.583029594162205
f,2,67.6481235714287,4,87.30244536037681
w,37,65.52723942964941,55,71.94307781750989
p,93,1.050393587208398,53,16.68203359031869
r,23,35.245994926556214,77,70.59258956366543
e,25,88.57292809999122,80,75.79970039496759
j,79,59.856310259478896,47,40.62405193461676
s,7,91.97157118388617,14,59.2921204112534
b,58,83.97125831723218,58,34.91914510645869
z,37,99.65890588488419,41,15.307262080639838
d,88,7.8296869515381395,98,56.482827605501704
o,34,66.53182907956263,90,73.61142249856435
j,94,56.593920508263984,5,97.31215862654136
x,37,5.928191575461894,35,75.62832468205801
y,73,43.55616325480827,0,2.678747545783522
c,31,9.634764801323358,75,66.45288121315673
y,66,6.621876491100531,99,59.2627176062648
f,75,19.190702073028575,24,17.173890202958187
i,4,41.31304480453299,45,44.39187635701295
e,69,11.85478095750816,33,76.59029268747007
c,33,38.50344743864329,94,43.46029953104299
u,28,14.305904044203299,92,80.09412798939711
y,15,3.52641493826793,15,41.9827028825409
r,26,88.41059951000604,22,2.703152721393909
o,43,7.612644953879832,48,63.43118308879661
q,90,72.10151820822634,22,81.70062845514721
a,95,21.57705340504141,0,67.79593805127787
s,48,87.33857886371604,27,61.96307611158599
w,37,93.86070693650316,20,3.15652704178514
x,72,60.21760119861924,26,67.47980121734444
z,82,39.38377089666658,37,86.16139814280076
o,14,86.73943457177404,80,73.48848068504348
x,95,21.097977190988683,7,10.581544999450564
u,30,26.35658334609232,33,17.519744659768875
h,21,99.06151976979513,45,77.02457237292022
d,54,33.1531123428782,27,58.00704063802683
l,5,35.43269055647795,45,65.53501305772484
k,64,65.6813797151601,92,76.74299158895528
s,63,36.62205547799552,46,79.21880098964529
k,25,47.778267790726034,29,98.55079343435624
a,83,66.29295434785392,72,48.632824222783135
v,78,80.7451137444551,1,24.51413578591042
y,62,93.37092312847005,4,88.56979587690397
z,98,48.730133443573855,57,48.31472282271786
u,32,75.64347127123801,97,69.71571026889453
v,49,78.24791332018111,87,23.093559627688652
c,51,67.73551288122819,93,85.32678855057108
y,2,44.00281011452986,42,30.293634945004875
v,1,90.53260730460265,47,76.33636121575637
k,30,27.797061470663397,52,57.55993284775616
w,99,75.23321235563436,63,66.4885448560233
a,14,59.13707829646767,96,62.15009275982333
t,33,24.125591868325447,46,42.87521433963115
q,24,39.270141307582605,84,29.107783086186057
t,81,92.9029590303328,85,12.939715659520367
z,56,75.3207966844885,98,54.79554285185239
n,46,97.59772675271428,88,5.248754934964972
i,19,72.54193725087715,60,20.985392959513582
s,99,32.49662388901521,6,2.4072008815015256
a,63,78.84627842169841,68,72.54056136163368
d,32,88.8980349707177,53,53.39008139085042
g,7,68.13705627715588,66,21.3526632829899
y,52,31.188150982716813,16,65.99343558981741
a,18,51.18811314535947,74,33.49221888071696
n,63,17.720262898494187,73,94.06940859576625
j,88,68.68996783590896,83,44.40052620940654
u,33,98.43378199519537,14,47.825269450796746
g,52,35.22154535864549,56,56.14016131482571
w,24,4.806276699962986,12,50.31349294852473
k,14,37.114394316331534,78,29.912898794761777
w,44,40.27177680195604,17,56.438782826966474
u,75,39.37681735446754,97,53.462773215227664
o,74,72.36088150742196,86,5.216833884685689
b,8,31.55325300112778,26,24.892208262486104
d,23,56.239440611027824,56,12.07674021002375
o,78,34.680644786237416,50,36.106665657607216
p,13,74.8339351100498,6,22.383200993920237
n,98,23.17430561740087,66,54.221701334216895
v,56,53.45049508518894,54,59.88839364272401
v,88,69.41100804486568,39,15.759257195734078
l,39,53.30422122367071,17,24.05668637661812
i,17,78.65211225031528,32,60.133889382562366
g,14,59.345351856471126,94,3.3872578677491716
i,42,21.999563263737166,43,74.65155822840093
d,22,28.86853820724521,37,1.7108575546577964
t,59,54.01651139302183,67,35.91663235747672
h,75,77.08113034838402,56,40.082216653965965
a,44,37.82631327573086,13,15.79830449959594
m,17,66.04757275890435,16,94.91597683994819
n,63,9.509931425584629,67,48.94294435920541
e,7,74.45564009461664,72,56.117596081387155
e,13,39.021633808159464,83,11.308393894878943
d,52,60.51257349892559,44,55.330409496627475
j,72,58.84688989269387,27,77.39287548817305
f,82,80.59933418839033,71,64.44270225111669
q,86,6.648228264745559,78,66.67674835526034
o,20,6.79092682151995,15,47.80521888029373
r,62,89.26829450233225,64,56.686272090277065
s,39,53.05435225807314,60,23.45886403423868
x,100,61.42268650767091,98,67.05739206738643
y,34,49.65311525765125,60,55.12426071187883
l,37,24.120501005405902,15,0.8733065517336547
c,73,59.843331909992784,11,46.34291782142802
l,61,85.36716294081143,14,56.45455226005814
g,22,59.11700898276771,24,14.59665256070678
k,33,0.41130614383559916,53,54.219596483901356
p,50,19.075770188454,74,55.082811768475636
u,54,88.76330806833808,1,62.40625406853512
n,7,65.86661046161642,15,28.985019877499806
i,4,12.860513797713025,15,21.637832153435465
d,47,18.457779205312274,41,14.851235527698615
r,88,27.084077909174486,45,18.71547149268684
a,46,22.455475528095892,25,47.223153681192485
x,94,72.84021362021217,96,8.642710611612092
q,96,65.47034146559592,49,29.489978742870694
u,33,23.1262585989506,66,37.82104726198878
a,21,16.552621713034267,91,84.26391031517123
p,68,76.3463904806458,31,86.96492925186146
f,81,83.63645565000934,63,3.224836010634957
l,85,73.72562072381795,25,23.0902838231533
a,17,57.088411059216234,54,38.248385304035025
y,94,75.77386084022287,60,39.67357598335906
s,51,5.668631159497595,30,55.839403055983205
i,11,63.03076037177422,17,97.04837056164274
k,2,33.366197281763945,30,10.23764990342234
i,62,49.6875214332343,38,40.51954366074354
g,86,63.52222668084689,84,78.08972258822159
a,84,67.1593161459349,8,52.27807859150613
p,81,25.368386401588815,61,1.4992382931722337
a,78,48.5174069392179,82,81.79872969816307
v,70,63.2719414502221,74,49.90086935455798
s,0,76.30230061662428,85,72.51927363068518
h,90,96.8680743599744,23,88.95881456887038
q,70,79.93648823905447,69,0.48520858367152586
k,67,51.91832099526135,52,41.61028288954096
n,87,92.49049166707984,14,69.91745388562295
n,1,25.001319606335503,1,95.70553651732882
t,83,20.33007403819711,99,88.99386499901473
h,44,42.70629860181677,37,10.176099409632
d,78,68.88530962384954,52,34.498447605447524
a,86,12.118813335335066,36,41.910021276238886
w,14,54.121789711890045,84,82.20305293613589
d,22,87.16512993947538,49,67.13979708237072
s,31,48.74879441993023,98,56.77397616440791
o,47,84.77218903045397,14,84.19825485771389
q,2,32.22411351049194,87,90.341387974238
u,12,59.088565966158754,97,83.17551042282668
l,94,57.8183808948722,74,43.48023502772207
x,73,32.47387549191751,18,16.517337625694307
i,96,78.33678477200313,58,82.06141518288368
v,25,76.74585173787,31,77.7844731362627
j,43,96.71826735999184,2,1.2191400429516719
a,63,82.74384787998756,96,10.633104421278826
z,10,72.873229267792,5,64.96609044038233
c,85,38.48205591612114,51,69.24142135955154
j,6,39.16766393493699,56,53.69586298263983
c,52,63.01352007169937,7,8.294411295771265
d,4,88.84085021028157,33,7.572246498950152
i,18,85.14230125937341,69,17.851095396885984
q,50,23.501020562950515,26,38.08803301134762
l,0,24.87507257050727,84,50.16854483667724
p,5,86.01175074151926,6,6.266309326866248
e,88,84.99875277568654,37,88.13368984914175
f,22,15.421097833955189,42,76.49617446236095
z,22,32.23132534033976,30,49.21853425815891
r,91,43.97532116631284,78,15.366297192188426
z,35,71.09155318501385,3,59.650323205107135
x,84,1.7660086061633717,76,96.75556418200189
d,21,8.633515193258512,7,22.17104667024471
u,32,95.62984787612791,31,26.30846729254107
m,69,92.60828197008505,46,95.3771367292814
z,44,41.37563663259076,0,55.879894852934974
g,13,14.399168774021497,5,79.18261006795117
j,45,74.26849906070863,58,59.62146700353118
p,18,31.2042028658055,55,21.67569298889328
c,67,61.94043972926663,62,54.1863059797816
g,74,89.69222168262735,11,74.01131511544054
t,78,9.998377348441345,62,60.50560246965369
r,91,28.88994395750675,85,91.88014216971384
a,43,86.92052230008449,24,2.8238966092808515
w,22,86.4328408968342,5,83.99913133271026
h,61,16.07233207848996,58,56.26256138566836
n,46,84.46860851033702,9,43.631546535436904
z,15,77.3726287756633,70,74.26396290563963
r,60,58.1275072269406,87,6.384218467298563
q,89,8.984358373603406,84,12.140166897491579
q,7,68.98046534135646,99,74.54864588400525
p,61,0.17362278814523346,91,89.0852558684761
z,36,48.42482545147623,19,73.04620687369089
b,15,74.80605250122572,97,60.7207606088483
b,71,8.751307305220202,93,24.637118868903475
d,42,59.470659913135016,38,10.167253423810664
x,9,28.18920983823571,27,47.46432435328377
h,82,23.32616038082579,41,61.557314655449424
z,75,80.34362082167715,88,73.66083759371395
l,40,21.06418966841869,81,66.7323723676663
m,16,11.244246859927742,20,43.58423748531892
x,75,95.08562343410512,21,50.6063400838086
b,90,68.66531699298629,25,92.25192700272515
c,50,55.0502479888588,96,14.485251871332949
q,62,16.9618395069422,0,94.54028523346409
h,19,93.36083550796317,32,36.041511411756474
n,0,36.86924342045936,37,4.797315995031881
m,62,6.058797567832485,75,51.46757236368049
y,84,46.98793480001623,67,82.63460634643909
s,21,86.08237130473574,19,17.555546632757935
g,38,2.5692505662749165,49,61.87958865476878
k,65,28.86720245818738,75,1.5184827444549964
y,79,74.32741440194577,25,69.91722580134916
w,55,47.656283988810046,84,13.069063874553299
b,90,99.00940119912998,35,23.801218411497327
e,42,6.507561258954375,49,26.90075414403561
c,55,43.68355926018243,3,43.30987937983177
c,54,89.84482672083188,69,26.18212494524973
v,42,96.45830018291453,58,49.87338513554377
u,24,48.82245580874177,17,46.816281576599025
f,0,88.9433155852588,59,44.09778387492861
b,39,46.126772239503644,20,92.22771313246201
d,55,76.66049118859394,36,40.859223081550944
q,84,6.5153897507038145,41,84.93101914117935
n,30,14.191848409617869,62,1.5429593982089873
i,85,22.978657008353466,48,49.00193090689918
v,68,55.81528834635614,19,36.56691809239989
j,78,65.13215138558789,18,73.48050413469069
v,89,18.120702330280025,67,70.51612546559133
q,83,74.46261297122221,76,19.68582929033289
u,2,56.733220657639464,79,65.4432689681373
e,69,13.212726383479223,46,73.79344387423436
h,81,39.89433124911399,24,91.23118211445791
z,44,63.482280063091125,100,10.265838670507765
r,35,31.69778648159913,33,68.94746040400274
t,32,42.961826597838105,36,15.522025465511591
b,12,46.40177968877388,89,60.98821861222411
m,90,82.93145395472014,87,57.723084768315594
r,52,48.78571526278886,98,30.280490454268794
n,12,73.81824357589616,64,8.143194599380198
g,95,43.463466977249965,81,4.39627487676737
c,92,98.13331137802462,25,55.45256158975276
t,95,87.49010913735434,90,49.95694997204912
g,93,25.154674023402023,19,9.024136064033216
k,48,0.11804992143208404,29,80.15406411635007
u,4,59.399370233956205,18,68.4917425293326
z,84,13.535853611954373,36,20.456499098905123
j,19,30.434453746281175,48,82.69628738102308
c,3,63.62250532400486,22,75.09274477720751
f,19,62.02014401780907,10,83.75648343454445
e,16,85.69852324821689,100,92.66082798964979
j,6,28.055219127659292,58,78.86399713705543
f,95,37.912953503773984,67,29.88484100976563
k,49,35.04977029651477,94,27.514812337748427
w,91,90.92375243990409,56,29.44968364863847
a,9,26.195445076696867,47,78.41811291717524
u,44,53.84823095797472,56,93.52958755427075
l,96,77.25118613769175,19,26.826694825092257
i,6,29.133145564309636,11,59.87706326690093
h,89,94.94391101288252,49,4.509191083103481
z,67,18.268769146496698,98,82.4510558324462
l,56,22.57332013836524,90,96.23709652485219
c,92,59.03648659517747,43,34.501634879097644
f,10,55.44129500221372,80,3.5152864486633906
n,95,60.32247368527476,31,29.16668580828665
l,29,18.332469927599114,17,39.7308294367811
i,8,6.688878156238809,93,60.68236024794126
c,27,55.59440603850423,54,83.70046253789148
g,86,7.136685702004176,44,6.710027087004622
p,90,23.03765188288106,73,57.30042857109257
f,64,80.92525910626848,66,41.88169335166604
g,8,79.42764387885657,16,94.04607692361485
e,47,28.84611878140053,62,80.2836871720942
g,80,72.88542180818644,16,79.17771224323583
f,39,46.37677656038489,53,22.26755236402318
p,88,6.158045820198543,41,86.26560802258368
t,11,94.71085205845304,96,98.85465426918282
d,99,18.322811600082435,100,0.701183401461547
