Z,X,C,O,G
p,28,73.15655372492839,1,59.75787405327219
j,67,39.39959706754461,27,84.32684632365148
o,44,27.226198769628418,17,15.032913602392561
p,7,96.99563973118674,56,62.63587708341819
l,83,21.430092077013953,34,61.29868354784658
o,69,42.56143901313282,33,55.51513985845534
g,90,34.15175337060779,68,61.26358057232436
a,87,61.91761122888329,64,69.88501299254585
u,99,34.303263097031,20,33.49414374660338
u,32,93.52427325074942,26,19.526652643243015
q,32,56.83058848451965,36,77.30295674024926
n,70,11.16069679082946,11,88.79456444453304
e,48,95.0450196887472,56,13.53329021460713
p,62,97.83174907759732,28,77.64424743719175
j,96,22.447186792324313,0,87.20765091733355
k,58,83.3167612528698,2,42.789226596855265
k,75,73.09416437668693,71,43.38534951079199
h,11,91.86974102268327,18,0.3627679398759187
k,6,44.62558110356964,30,16.672851561005608
s,88,54.685169489487194,24,60.887402380704735
d,4,57.999882076208806,17,94.26896865050593
q,43,70.71634230736242,34,67.3715260428598
r,85,57.96672279406727,46,57.320600717895445
r,61,44.115835193567456,83,11.360994332812957
m,8,96.86325681621032,61,93.80157616485167
o,1,44.05007512739311,73,3.331885754402275
c,66,6.930215124654171,87,50.6984881197514
g,30,81.10607957712273,100,77.3605834296188
h,69,60.014335268428745,41,58.653059184626656
a,97,39.719199087146094,76,96.18769943852352
o,15,86.73994156130176,2,51.46311906078326
x,93,84.18354547153965,8,29.611918501365743
a,75,68.31159953334618,19,48.70158439656477
s,26,88.73577130771785,22,43.96020711819547
q,31,67.67996908287058,69,68.1968060464386
f,77,57.33415599330354,93,16.63888237042519
h,8,66.75885066957312,56,61.279695466204565
o,76,35.96770088150386,34,66.23469406813138
d,96,41.78698345677725,2,68.77819522377628
a,8,98.06140720638888,65,93.35256757959588
r,1,95.36107376276985,7,50.70189999741581
y,37,38.78629131537213,27,39.63559321797065
g,70,17.092435240639283,11,70.35357120947134
y,24,62.13526052996824,8,61.244110707917955
k,44,94.8690402263368,33,19.874912020181657
v,80,2.8246574116724488,28,82.23129270872495
l,44,0.4675590465482382,96,21.206609328955505
o,58,48.58602064981032,89,61.465524117353866
i,60,98.68030311324306,98,8.537403864299009
x,8,21.83648381359492,62,84.3151121054389
n,4,22.72080618391412,49,8.845134749462314
f,12,13.617079530838083,59,71.922962632644
k,88,92.04915428127545,80,39.6465190466593
a,70,18.34979027155902,96,9.316582600753664
m,42,60.04262189313296,85,35.18762259648035
z,64,57.01698991810058,38,26.28604476575337
m,98,52.23882154643513,45,82.42416640896057
d,35,65.13228283534221,57,43.189242235211644
n,38,14.505980230450799,16,34.667347374043366
m,54,65.89116367007078,34,72.25035294075143
s,48,61.804721359913586,19,96.08070325008464
a,30,64.4864206680677,43,45.78667080057757
o,60,45.667478671851,56,48.192932053235296
w,8,27.58132664512505,78,66.53830427579119
b,40,46.8082916598844,14,23.3751302667488
j,63,46.81970899207957,42,49.6632483819305
o,55,14.432128720425874,9,63.79947557708714
a,81,63.04067006573786,11,71.87554488523011
m,34,57.30194444909783,13,70.79317877908466
h,74,45.762128507261345,38,80.09404651960381
h,29,27.191624795862,58,19.829653782732017
e,59,74.3531885858956,21,25.5595093385386
r,7,20.308523889971198,6,61.382800810322266
e,12,17.650131262120293,46,49.28890051044335
d,92,92.39523322813307,49,65.19929576165342
a,58,50.63765167689518,25,72.3722622879374
e,5,13.068447498810198,77,75.13149355039032
y,83,59.84193236909036,36,15.442271982135459
y,45,21.574040210101597,17,32.84255844701312
p,87,9.651298519311302,100,98.41032311987047
s,25,50.2150378171318,76,43.41745017542596
l,84,0.47040306175052393,84,15.970266676690914
h,81,94.69728147208349,13,61.069812707248516
e,67,31.29158863566037,61,6.70860283676642
r,78,24.378141617382564,70,31.730710358793935
q,74,68.89293952290902,92,51.41666474700967
t,37,49.95398260487619,75,54.84495424565606
w,53,95.85855762953264,48,72.43420662534392
e,33,18.625663158392125,40,96.65749004127412
z,72,67.81240716862631,37,96.69923920082044
i,58,23.96216285194751,18,98.83899451099406
y,0,17.008425261114045,29,66.41458742875743
c,61,50.26014830723945,52,11.473512040461964
p,34,65.24689574937342,84,42.15261598253147
u,78,41.959934004553425,42,67.94520565152031
u,23,79.09472587622798,25,85.0334645833637
o,88,9.835767697962206,11,72.42478019120372
w,7,81.18210206387987,31,7.837451053916434
v,85,19.099703854969942,64,95.14108748736244
t,89,99.1557212709348,59,24.36932051354226
f,83,21.226608475151277,22,58.47010841691663
g,18,65.20805477773851,94,50.51339487655739
n,68,88.62998726294829,38,2.1978157925537922
t,83,71.12826212329563,63,58.51074936238033
u,30,35.879410082950116,74,36.85413060725031
c,44,73.93397389469943,86,0.7026266378025614
x,41,5.151727432825293,86,42.76412563946068
m,23,78.634309913843,71,34.781346719642535
a,34,75.30002240815483,78,90.91386664278487
s,6,11.2321032587133,9,12.546543866202564
s,43,30.636844154690813,78,1.5043672593646473
d,79,81.86985741020423,49,27.543730550363676
c,86,28.119193310351232,63,33.275967766316825
y,30,12.203742816132868,2,58.08422396808606
b,76,43.49273785264093,53,71.53521531664047
c,69,88.35450232050664,89,94.79133809310586
h,16,9.676839682076022,46,51.60033325609732
w,90,16.196958536725802,30,22.421169914924555
y,76,24.346212632015085,11,77.25203583424782
t,36,71.31000983601416,100,26.441736648536295
l,39,70.44369859924416,34,68.17977788670085
s,5,87.41911823623751,60,14.38136623465267
y,80,44.13860293966503,3,44.20028347998338
r,33,46.864038974472365,6,84.19782322965389
h,64,80.98467504862894,82,57.527621246674556
u,7,63.2080510684509,58,68.45354189649701
s,76,61.87634979988225,13,60.60864003847457
v,96,39.072611898759014,64,45.498033990905775
g,69,95.53784361749832,31,61.521533223204806
r,51,48.67584972994435,35,3.866129928554929
v,33,9.998931546763512,91,28.702883697465875
o,75,79.74941437453015,32,32.49719636520071
y,69,9.693237380263241,70,28.89768973902298
c,59,8.704262513343586,79,15.302667715577734
q,78,77.01749113782655,69,93.00339666102799
d,86,96.98463668881652,74,31.29711578195732
p,64,50.675386386185096,73,99.26965874865007
n,11,1.938921554162154,80,19.780357642603008
d,91,79.31714102864734,73,31.221796044824078
s,81,84.31446337159252,24,33.24217132436744
j,10,14.762788894838197,53,47.036858306307
j,46,44.33493834725558,83,20.160918606639942
r,59,78.07776541147584,18,16.324534437444484
d,87,82.6919339732661,68,69.3343853946253
m,63,85.467827389002,76,45.291501362095474
z,56,26.138259340168535,75,58.33827192723584
m,31,4.992383098842823,42,64.08116942268181
r,79,24.313070073777354,84,92.02314511728746
g,10,52.92090205460609,65,28.794540599221897
e,59,85.36239898384997,0,26.450473481839033
n,98,1.72483733031229,16,29.220398568125773
p,70,16.640263311410376,78,14.980219459439581
b,34,29.69234185438152,38,79.52148182958773
n,54,92.23096242372215,15,64.80242579017455
e,5,85.00677679358463,26,32.83840003616746
w,78,12.173931015807128,71,69.98239429263839
u,8,28.767293352441015,22,36.30568992553669
m,99,67.78645715691137,19,34.669355702413995
q,58,42.602873488368644,15,82.63715094073119
y,96,44.338701706399554,24,74.05198790730648
t,49,68.9339550897057,5,42.84315772728588
h,60,94.59205236018622,27,45.69098045096545
i,57,42.48976995264838,18,10.08501167765614
i,75,93.78699154805679,1,83.34439494302039
d,71,61.720780698785774,65,94.18575946300561
j,83,64.58668984956354,18,27.602318569439667
b,37,92.95464623863182,24,26.61173645810471
d,26,57.03394589273596,87,21.62922802658259
e,72,71.11691544721435,74,95.33589691432944
w,49,40.21798925818093,13,86.26884728874593
v,81,68.84743285137577,2,58.1142711575373
h,65,97.21246960321035,28,53.93679792999031
r,92,28.125152399215025,98,82.32391980615155
l,31,88.33527893923623,91,75.46819154871473
u,44,38.478177717124304,1,95.78596304153854
j,87,60.97766510906914,49,35.269309653323255
x,2,4.010903862001203,16,36.30900911846122
w,25,24.27432865078619,98,97.229590487235
o,60,21.816793028684867,7,13.630341104894473
q,44,17.582054181016115,64,45.21995410375161
u,27,67.37421623766498,16,73.6281533820539
o,81,81.12506019385263,8,75.32871141175752
a,70,98.54798268690168,44,75.40378383290242
f,10,74.98013325313715,60,73.57334423934698
p,23,9.854252005805975,78,24.73355090337035
g,87,99.44108985714566,92,96.94811839695686
y,8,62.48466786870357,13,22.032300982643516
o,62,33.060273350946865,61,21.760892966368196
s,86,39.33838177426391,18,30.593738297452422
i,42,89.98552762580228,87,30.274447592533594
t,0,86.06715221855615,81,46.80349693878265
o,32,2.1561778332019,62,36.338161556069
b,39,88.07602359718342,72,39.47049195770547
h,63,26.00163773986678,13,91.9208146346709
i,53,24.204261469260867,47,71.56855030568762
y,3,18.19260762095277,69,46.65779086904816
w,97,87.54366900517083,82,70.72795380695868
n,63,82.56703983455044,42,46.37435217051908
w,1,57.695528542344945,0,60.23059118331919
p,52,11.040148710403141,14,37.638618825841206
f,59,37.07243787509999,0,96.54782036736923
k,79,9.022475075250902,51,72.0259743533713
v,49,27.26477568467567,13,31.352701217337053
o,78,60.40803420689541,62,3.442839253004837
p,71,53.41538461966445,82,54.07064194953737
w,32,97.75972580076258,54,27.5067409768206
l,71,91.51079736002976,30,84.2296304694511
p,68,87.72840461020873,70,62.22214548883181
f,80,89.88631760826313,76,27.908935280887427
x,38,98.6802906045694,29,26.443904021056376
y,10,15.281727593253624,54,32.70111617541643
h,23,68.46187384899578,32,9.728337586613522
s,85,21.040044401661984,5,21.543850453129533
v,53,80.13789315697906,19,20.26584519296287
b,70,71.55251142939171,40,62.046778923405434
y,29,11.774886990092526,87,26.75901197212208
q,21,8.97374903266951,30,71.78211352310169
t,66,21.158571421626306,6,13.750993796982558
n,1,99.81043319010533,83,61.14095340526015
z,72,78.50227135572287,100,70.05470935500988
e,96,37.72212014822652,100,77.68708150999937
j,96,71.32442230381388,73,59.15627726845203
y,50,22.695654955043686,35,75.50334048874281
v,32,23.49367129922063,27,49.66646091356742
r,21,33.188354316843096,71,34.631810612986314
m,48,80.6689631615647,87,71.80670895375233
f,18,67.71590473040742,79,25.12966042548721
c,13,5.192563079361956,74,59.759952705205556
c,21,31.827157213753555,31,19.580588298063773
o,15,31.335812576344544,17,19.29824519830714
i,88,89.65586680772063,21,2.1326903742163505
q,86,28.8426655288057,39,61.46821661663316
r,39,40.99759710652137,30,20.334893633207905
r,30,64.38102820448978,17,11.090356190374461
l,76,42.59641370206732,97,19.47417413601166
d,16,48.91802931406435,94,29.180061455071847
y,9,18.637801178526235,98,71.98875126539687
n,53,6.702360318319056,1,67.65430550170997
u,55,42.10760681307464,68,89.41779014434653
d,30,36.37954765314972,82,38.985035359548725
i,14,69.72481688742931,72,21.627003297511127
u,72,56.54012341483696,23,47.6804623808437
g,76,13.03750427698761,86,45.68950081908927
b,82,80.2677286243203,16,22.061657836085104
j,33,19.06729863033402,22,15.644195505927506
x,47,24.700445497194757,26,10.201585658295741
w,3,87.35848230494436,26,76.44367046331364
b,90,47.124543982756364,69,36.08811742704978
d,58,56.234907796446585,24,36.558095743805964
b,96,20.199054142915873,80,97.65635950465936
k,89,62.544004680087326,26,6.422182681985877
r,80,96.40262166990729,89,68.58607856706797
h,52,99.40387683717496,31,78.33057555239081
y,29,20.222074107182465,68,83.48132737693834
e,64,10.643500303727194,1,96.49280602496029
o,49,19.200614990438,79,33.802037587354214
m,55,24.360549090214146,63,58.342916754573594
q,22,98.70942636709673,19,67.85952397165168
m,97,33.15785400902126,46,82.62910829196807
c,96,28.23300485349628,46,52.152956934129904
b,61,25.102418948792437,90,91.18833952782298
o,23,24.682240939396603,93,77.47299133005
t,82,78.40088018525597,89,14.00286975561168
q,50,88.1661138898252,51,86.99478547246056
b,89,34.482039897095454,54,48.17907509982514
c,92,99.36079593840678,29,55.00547429629633
b,61,61.003358524930775,22,43.80890451532087
i,19,85.588495566243,87,3.3536671294039255
e,73,34.32041627294922,54,35.06439870169555
w,30,54.64947413214385,86,18.478379237194588
q,63,29.814550178570332,3,93.0424093236876
z,91,14.513674186335768,10,16.061551962097887
b,73,47.231359913015915,75,67.55901845840454
c,49,67.26444183543988,85,69.29544112045706
y,55,81.8922241423759,23,57.87513415348252
a,73,50.91350522250544,43,70.82350601890879
g,28,88.62555558023922,61,56.36521328469705
f,5,29.505589285245225,99,24.234539807224785
w,1,4.003126965405945,52,77.13591635534259
b,42,40.2213500265327,0,86.28748312461016
i,100,59.42453449309228,65,80.6678110029343
d,10,9.971119318042787,10,69.43566391215482
i,38,30.875045649436395,64,82.48178184313832
z,10,33.77010303031428,5,53.38267183909505
h,60,8.350539498946475,46,26.33248027876188
i,11,28.99668348432477,25,65.47231947260849
e,38,24.92708863833908,44,57.28477241359784
c,5,94.90778207288206,54,90.17746562361374
n,30,48.44832920037737,41,50.47278891905893
n,66,75.64006519003212,70,9.81407847172524
k,40,36.730552662974624,62,18.725537445887497
o,31,37.710510752060166,71,41.04660403254715
k,96,35.283345835134924,100,23.76997004719875
c,57,89.48189372516563,78,57.88609460108949
b,66,15.53456338514999,45,90.21161013464963
g,33,48.12010494027511,24,0.7735787362436852
b,14,54.91409675538302,15,6.980453134759335
m,88,94.36586563385997,97,39.84066455557978
a,8,5.804087854222684,19,24.74411601034936
y,30,94.43097209470521,80,53.33178097674385
y,96,68.01849644061289,37,40.01011339980506
u,10,72.99055372702225,57,30.853989920941938
g,86,91.2059547840822,2,15.397026772984301
z,62,98.99092061021155,88,1.2581995699185056
q,100,49.545830928316306,89,55.588027310524964
a,26,34.42417546768483,38,86.16911635236845
u,60,19.441679445325168,5,63.404461352779784
a,17,0.9930260069793251,4,91.11174219290645
q,14,6.923390745337876,74,39.35366259033244
f,3,64.6764972659901,47,61.80256230420505
w,73,63.72313276002587,8,9.05757246945913
t,34,52.8961126137463,62,45.75175463447925
y,90,80.01853884538794,95,6.236287678260766
y,20,22.946353291601586,87,88.3608411973607
t,54,40.64741045076362,73,87.9145418236871
p,30,93.5567780299551,3,71.63919546125456
p,27,2.9054619575503704,57,93.47879376701967
v,61,28.815466554824987,67,75.95333921718328
v,58,64.9227160314502,44,42.66230217563213
k,23,98.36224597894201,89,68.17281881929429
z,36,23.40529735988771,47,77.30917010039882
g,69,34.387518158626975,61,67.63708402855039
r,49,68.8758691485688,92,17.654177363524205
a,80,40.383189625451735,94,6.057482711734707
i,6,3.2551515531485276,13,19.212399197234507
u,97,8.223446068256479,15,76.9921372435388
p,62,9.562064728686737,65,27.066455778935016
l,67,53.213398460534734,83,5.97071567233145
r,50,64.14487880272658,14,2.7963029549216922
n,41,33.3596279863172,36,6.238041539678074
i,79,87.31989008091367,69,87.53843815617203
m,36,41.52490520467419,4,53.34711396421279
q,80,75.98708850034882,11,57.915576299032026
l,87,44.26003244251069,1,48.729508960951776
q,48,54.13585449411419,69,47.77908216803425
o,97,65.83766124055167,56,61.62208309387488
v,13,21.445960728757683,77,25.66509880420402
r,54,17.912308657105413,69,73.07469024332866
z,92,71.57521993243864,81,73.72056430143373
y,84,17.068226416598808,54,61.462143801006775
n,77,99.36451779929986,87,50.79652581082402
r,84,2.187575492314886,62,61.202537715142014
p,64,0.6583832773951692,69,67.11946560807097
x,78,80.4615977044549,46,48.561262571902766
m,15,23.294608005455665,33,57.79025148748379
h,80,44.61100505844976,67,57.538299866647215
p,45,33.80120033407423,42,98.462990879385
h,62,80.01889479627788,9,94.93139136737493
r,88,85.59975780540181,96,22.080195510122746
b,49,35.40323304580909,93,55.46722037463776
i,55,85.27843793518325,98,74.8634610795718
p,98,37.25025486465782,48,1.6975989608343678
v,51,36.61245518556283,58,83.25638464252889
z,94,71.20196514133875,57,74.5359697470114
u,4,21.48598706914192,57,58.293571014384014
b,74,67.3237047163748,19,64.50176498244299
k,76,78.96505697051862,30,81.42703012544705
d,0,70.71084959631207,55,87.14562986834709
m,81,17.653198379732558,96,54.9837634629875
k,64,50.20492935359305,91,28.07699507876874
j,81,52.665947509633035,35,53.002414763397944
u,3,29.738028692125663,9,79.38331865146615
z,62,27.613171168727447,95,19.113207388969734
t,91,87.17748201365151,37,4.632640922607778
t,11,68.4178158298177,28,84.17878258454066
u,38,17.217637672650042,78,25.007537086878827
p,18,63.070483386202014,59,9.99836578133484
q,5,36.68926035300058,13,13.650549849152839
c,23,32.62396873911469,16,9.582019047597768
z,76,86.78948349100794,47,21.2284323005098
t,65,40.601521433038954,46,62.699914817575966
o,82,8.827349829425767,91,3.3036406794952233
f,60,20.33143562830154,28,90.35773593314963
b,22,41.52125879249555,87,58.62790762910136
j,59,66.75653082829734,62,88.42952775193407
i,87,99.78817207018092,34,0.8416446674929245
d,95,53.18628885166204,62,41.883177858844164
h,86,41.659730521374314,11,20.025613381303174
b,28,36.48841727011756,84,55.932541706707376
y,27,98.4503792998732,35,99.65650009910628
i,59,64.06808223779012,26,32.90559114392454
q,89,2.5685197635911483,100,40.65175300634542
j,37,9.897695371297555,81,63.43989523807958
i,75,66.06012829706148,24,43.843817312582004
m,56,39.59909587175503,9,15.356676547602987
