C,L,J,Z,T
i,55,67.56392056382929,17,98.00241916478545
t,38,25.886696268657328,55,76.55823967211545
u,92,9.046920661007562,46,49.82638857521814
w,79,42.22045126334867,75,84.51707962549177
d,3,73.82212157431186,47,41.587977219817574
d,38,9.098196762829103,73,0.5566869166263588
u,43,25.468575219986622,92,87.21269030669013
g,53,15.410140947117146,87,27.201319805023193
k,63,3.132427283558281,36,70.35795098437862
n,29,61.1432663214534,29,75.39412736208425
y,46,50.770381134329945,84,65.1412492221665
b,95,85.83569907555481,43,32.42560887364863
u,46,62.68115534288226,66,80.70077534683571
m,62,52.57899419888618,31,28.24121998850424
p,97,61.039178779586415,71,51.08989831762174
t,62,99.72827786926811,20,90.56194675816099
q,85,25.626125796304787,51,19.745846980124693
m,78,56.06436879846958,61,61.69302545431611
b,2,38.96894067284175,88,56.1131458595024
v,56,35.98761197767176,55,69.49148546878702
a,87,11.775309567466174,42,86.34678079060909
i,31,23.397036022689978,60,73.11530519733768
o,2,86.81434386608609,1,1.5164861410910557
i,7,94.57915003088495,72,67.96049732382068
u,38,39.17628103177467,43,48.71323789401054
h,33,90.76114650527612,80,38.53457728031417
y,37,96.95264078833486,97,54.04927366397258
f,73,96.5948114940038,84,60.605296029514086
h,9,58.3204377447198,33,1.3158430421198797
u,28,50.73151752955207,40,43.63526038632509
q,61,85.6294672087111,13,60.4107131885432
s,70,49.5936596387871,99,67.57763788097351
o,62,85.28827310518162,64,8.586153487652448
q,89,10.447013099788393,6,12.286033938489215
w,83,38.51807036586732,36,26.82854311772347
s,15,90.54744228993081,10,47.60141393797367
f,93,16.18124753608984,53,86.50166520944516
y,25,28.556546358257062,68,3.6010777985227893
d,55,72.06975336046064,91,31.106640217385696
p,90,28.44581543422332,37,66.50631685699722
a,42,25.456359007122153,89,86.8111532681366
j,84,32.885881824373364,45,98.27804228245603
s,51,23.17032431689039,90,15.182201716190258
x,26,54.40178689817121,0,58.780594133703254
u,95,19.454186804692007,32,52.71473340921552
l,39,96.988561712928,18,80.31213399630542
r,46,51.013587404562266,17,92.32229041913357
q,22,32.327383858719884,68,48.582005426448184
h,32,45.136923877799575,83,98.31788969392758
h,4,6.053517656006024,100,52.03842187423015
r,84,20.656750061291874,100,99.67903971182257
y,51,0.43691698479778607,43,17.543583330388568
k,93,16.919022169963327,57,77.55979388783231
o,33,0.5172401900839896,36,12.629330201070799
i,66,11.992129362787162,93,24.830504852742628
v,69,26.466674186074247,40,16.070916062855055
f,88,68.07662986608491,89,65.18704565819243
r,96,61.29463739785663,9,27.61889603469323
u,2,70.7470891259524,89,17.43577809159601
v,95,78.02544143243,4,7.292334341255624
u,36,26.397442026481542,92,14.646263825883377
h,84,95.5003749166185,53,36.32924918040907
p,65,77.50495543183666,3,84.93322754079803
q,55,5.548196932952177,57,18.836251914328837
c,96,31.776385438974973,76,60.72628644381673
a,53,44.77368964264116,76,20.470232790480203
b,52,85.04397053071861,70,53.637485895375825
d,55,9.146372248427149,99,21.906126796868264
e,37,63.47322557942867,34,31.351176220279008
y,68,37.49656357206123,36,86.87247070158247
r,81,9.817770087478017,95,92.54574519856456
f,34,91.4694612165171,96,26.746103924942442
t,67,4.164028285370813,62,50.20810441827016
i,65,43.061234047697226,77,16.02481264049548
j,44,13.958225799416502,86,71.81678530109717
y,61,16.799494848203555,27,68.96806964584685
o,89,77.72519255751973,80,17.228707573304504
l,81,33.047971735806684,96,13.627098267144088
j,75,10.262970625455981,56,17.979346741217896
e,52,96.33076813997944,1,19.067251221110237
h,81,80.18121566688475,11,48.06877461476815
s,87,37.622303012001346,46,81.85697649050935
h,21,58.0081736917858,96,6.646432493661925
t,89,21.3909995784079,98,24.657777740864194
x,27,85.71365370852328,57,41.03659211675884
r,97,48.04277929076396,21,81.80404663188689
c,70,96.01768817913975,93,91.88980165928311
n,63,24.681527429005946,100,3.1128485433877806
u,45,37.6097384373877,5,80.70454691146706
w,7,0.7788538896922659,66,54.21846760165144
c,72,10.546548097862797,53,74.83625682347969
p,4,63.055995620634455,58,62.57019003102906
z,70,25.853955135794106,76,40.94688555124829
v,54,52.84787823651945,8,50.7790056317991
t,28,32.07681281473462,84,56.79160531849379
x,86,91.22567132902401,53,75.05253124276307
y,2,40.84120045721886,37,99.4916129467662
r,40,19.022122158599498,40,24.109041099802575
p,67,36.0787948544287,91,67.48806813194179
a,59,16.751938058888417,7,1.4360394935027276
k,49,96.24080811877705,29,30.436166737469538
b,12,49.985099685719014,82,93.61114679682339
j,56,67.43951514144175,93,92.14599506025917
b,77,35.722133375926035,52,74.88471653231406
e,68,42.183593120576155,52,26.803343309939407
q,88,34.13742331633984,90,93.68459486900679
d,41,50.78233314373771,100,19.972879089383632
q,98,48.96192918809853,68,67.83631251940146
w,65,69.12748781841815,55,2.433827820620482
f,31,35.479184152021695,90,66.85643794247373
q,57,86.83804008784982,64,83.20007323091698
y,23,61.30656466758625,45,27.585404075749164
b,63,37.5920708716566,23,65.28093292050875
d,84,3.7620621321391323,10,72.30819225368124
c,71,10.898972357748072,4,72.99906587675378
l,82,59.86374475516894,81,30.10316713627963
b,61,4.021466173413479,40,46.15061519301818
y,72,68.10574825047114,57,47.45731750099645
s,62,53.932358139099236,1,98.6468328723625
l,94,6.741487597858398,65,28.450404401510244
f,14,62.275323784395155,59,38.89337328113244
z,61,44.12120715742298,1,72.81047184304332
j,45,5.761946843112664,24,46.04420118344649
l,94,66.37377380990974,5,33.48904974964624
o,50,11.053222887152558,44,52.92612597988759
i,76,28.052386663698314,72,75.50824348184896
j,8,71.80194159323887,51,1.4258644378056462
y,77,0.5857757622765414,96,21.169122046714772
t,40,37.72414361472918,36,36.77814229931571
b,71,98.67001877452105,61,55.24157915094666
c,17,40.73887938916479,28,99.95080681759411
t,2,72.12864081168816,44,36.632158631410874
w,48,72.55679953760739,39,32.08729034482415
h,77,75.1211206083169,96,66.88862827411796
c,51,2.0659032678624123,72,52.287853115668845
z,57,35.58158705760268,41,81.55923440160188
a,2,57.21521644637511,44,97.63265820975512
p,16,34.94556997417929,55,74.39156932942998
s,86,57.22640163252617,37,26.107224635507663
g,27,66.37715786082745,89,4.809872575472762
r,53,22.807483587682718,39,60.648608967706444
o,62,83.6412707933494,37,95.43104754683077
w,45,30.408723699583305,100,25.669095913461593
t,50,7.425366325971661,62,33.2582707306104
r,11,96.48346970787841,94,22.847426157712004
c,46,75.09218397467191,16,61.67063610346142
x,29,26.503113135302957,67,98.85820919769331
q,50,20.76659310735248,64,77.55577667966854
q,83,30.327294889513635,93,42.111034522244616
c,14,16.0025829077011,38,27.163894561633384
e,63,61.89767819645223,12,55.845482982370186
q,18,70.82036206737578,7,18.564909886602777
a,64,22.695414637673284,7,61.942692933962206
u,21,47.687989504405024,8,89.54918179951648
m,49,14.785220561477985,71,74.55415121201283
b,47,33.63920062805911,50,16.186768348991475
r,6,96.40627200310304,40,21.817405572724468
k,51,45.79792612576799,81,64.59689271460891
f,26,45.711043807587394,57,42.93927601006874
q,79,86.5595057427776,59,67.87730035179634
i,88,60.38737271590977,72,18.377826928259033
t,48,38.831598710065265,96,35.26891982636212
b,80,24.89444726189748,62,50.21597545854637
p,21,27.009258779165258,23,43.395273436789594
u,100,51.982864276375636,37,69.22802540955519
r,80,11.840757188335738,18,51.375379828260726
z,17,76.81735695262833,30,95.64213108544305
j,52,21.219813016174072,36,35.98674043121076
e,81,51.26719816921923,100,40.65429825281925
p,69,64.33500373146614,35,39.93934533157315
y,38,20.626962242642556,9,15.124224955683408
n,87,88.23852960471443,13,27.224337160327938
c,70,54.101998384787244,71,59.557226553901145
f,20,86.95886254223757,89,7.180918601913433
d,78,43.75946846979608,28,3.259598657725149
z,19,63.92550254612278,52,1.3601851812388488
s,32,48.62455117717895,71,1.2187201806083126
r,9,50.873651060026305,60,54.35718237270129
k,51,75.26092002055029,79,86.69808406408377
s,19,20.55230237893695,24,6.211595724584196
z,12,65.95158808539264,61,56.462547136346984
c,2,66.35995610086731,43,22.541768341782287
n,6,69.2273994158954,23,87.37565623259125
h,9,16.609624210049844,87,42.80075402351952
e,20,43.69392478714872,76,33.820891285179
g,59,41.66513956350124,15,74.68185765103094
o,34,47.796115907770634,11,67.7969374064861
i,52,8.063759244751568,48,33.34313649953199
a,38,86.1519182607441,51,59.30301688810976
s,50,41.042943646307194,63,26.113398190458103
a,53,5.024753213034572,39,5.328547426420571
q,64,15.211532024807084,61,66.07855200751898
s,28,5.695554012794524,45,88.9009291402917
c,74,31.90135535359794,41,8.616753436223112
p,1,18.745235527435,70,47.47752711116113
z,74,76.19296082275035,10,28.67610361272288
k,76,71.08185419529242,83,46.66257675249389
z,58,69.3970069192592,60,17.62056001258624
w,95,86.92259947445801,64,7.353806519828032
c,84,49.28039285891048,53,17.847007185934405
y,53,49.87475821206404,32,50.34996706418317
m,85,36.39951491729156,83,76.91282116982315
d,32,10.180508375344655,52,23.317025816365433
s,94,81.22661122429561,2,61.13030959560659
n,83,93.02800184794879,77,25.10096807765374
a,77,39.071173626644594,81,61.00778882178417
q,17,20.779946764021652,32,35.84634079145962
r,75,87.63521288069013,39,48.581726545297755
w,22,60.48971835202984,55,82.5170579500392
c,67,45.56936231561457,40,98.04605663424117
t,62,54.41248466645987,90,0.6141543875991085
m,95,12.761710149069172,48,57.949344731615014
p,95,54.91898201566284,72,71.11262712757195
w,24,49.084841873319405,8,36.71968001464775
q,20,91.88658777232959,11,95.43764262359782
x,1,58.24878450237282,72,65.71485227414858
r,5,40.13350154412939,32,52.22861390621875
n,15,69.30255574005423,1,51.56831601267261
u,90,55.65032984446346,89,31.000670943570785
u,53,96.0905519340012,49,71.1092467216826
n,22,32.64367400130561,97,95.81689469790473
v,88,48.93296840057783,85,6.803228902675773
c,63,91.82550347136308,21,68.14465410422892
s,17,87.50817796704114,99,86.51877668200268
r,42,5.165894454574116,49,8.258560618919496
u,94,94.90098321108664,48,2.6308171376769107
t,48,93.76245910223837,99,25.679256497819857
b,48,1.9736658572807264,48,11.81189392372033
q,89,80.49315828558102,0,28.750608731472216
b,39,47.80763722330074,69,14.59974307615608
v,75,74.59129350832366,84,73.74087434266802
a,76,62.19265717835023,41,74.18803056851439
f,82,99.64431602953297,18,34.9750042108372
q,80,23.67880360512715,63,3.900880698409148
p,47,12.6012790927573,75,98.08948460529031
t,37,45.87518520818518,36,13.35017438684093
f,92,97.67958746771652,84,77.33299956821078
u,17,42.94482217244931,87,7.56454402356429
j,48,41.68130141887156,49,77.73845916572047
z,24,1.6530807309864115,71,54.666124988420314
m,46,9.884206538482198,58,81.9374804454702
j,36,25.421166978112243,81,39.97393605718944
f,99,81.64504922552031,12,68.95120432138778
e,80,64.76332658142063,97,37.27527704426908
c,62,33.95452857171779,4,99.93153949459948
r,52,40.467529837563276,52,38.280900898392936
x,5,66.89841526846446,69,23.54243983087804
u,71,46.000792015347734,81,73.82776387090504
h,100,71.02292322844303,19,86.36581890294856
g,68,26.08534704207579,23,89.58219530607192
s,53,13.044831088460707,10,76.9678890375346
f,21,88.45376729107979,85,22.973841962621876
n,37,73.27102692579533,19,52.061568262862856
p,50,3.9822152896870078,30,28.9876814584228
b,78,52.24879418355396,78,47.70685460766922
k,59,17.077206244783493,42,46.27679651635965
x,25,19.22574292001994,83,37.01381741121275
a,51,66.29931375687637,15,84.2069164632757
i,22,61.460093660234975,20,30.728248489628662
w,62,85.2687365225937,68,15.836244323355464
p,26,55.98815706685202,75,54.85663266438462
s,84,15.5205234304713,91,53.59747359408764
h,97,79.61348723871596,73,56.46585792323966
h,13,4.898212946023661,37,22.105791740249792
x,49,98.41210059567932,32,44.72301778250406
r,100,14.337907299382668,50,22.79048806450352
v,86,15.649519959386126,4,1.3999330320828118
k,64,41.75319379233143,80,37.67552975418275
n,24,17.905298624845244,32,13.853948364155578
s,38,17.788530606503873,97,10.63074936765508
z,93,55.31484905459967,19,83.31746204030212
e,31,19.530080078190682,58,87.61987867385818
x,57,16.677518680457627,3,2.0853483881422163
p,53,4.386778587906082,30,90.53122122464012
p,27,10.351374253947377,17,83.54868917638409
l,57,27.45960536646731,13,84.1936951303881
u,49,73.47567551629506,10,58.87667246666833
s,60,8.199122501903688,18,5.05122522776259
w,13,32.613112622327414,48,4.304612014504228
e,80,67.63046389419092,35,27.478223361702536
z,21,99.46922321546656,72,86.18639126488962
i,10,96.83499262805978,39,20.295157623359927
x,99,19.887621736334637,69,50.532265448881965
u,41,41.44181829979291,78,27.289693210972253
e,89,6.162354498005174,60,21.21774330603019
a,51,7.281652601263344,94,37.66295748654864
m,17,35.053625284061994,73,44.99471721615489
r,60,83.99396388234656,23,42.91614130692464
f,17,23.282487509820125,14,14.668692258643423
b,55,17.393052546789544,65,30.182969617610343
z,71,73.44804236314583,64,21.359399975312698
y,6,63.71156856281752,17,15.507235192253255
w,56,87.2399252184047,43,44.7243533551288
f,56,27.51283824958365,48,1.5571538347595615
d,91,28.197343729715985,79,80.9864769967763
y,91,97.7155670912082,41,97.08118250379098
b,3,88.31463770014865,27,88.0569987508754
r,45,76.1810625057476,42,10.524811605056538
d,19,67.16705266616144,7,1.9624461195597798
d,77,72.54296344596133,10,24.312229171373424
u,81,44.03140789577562,31,96.12784053191568
u,75,65.72086844329606,58,20.56829336631263
j,70,80.637553537676,49,58.27349220845366
a,37,34.27641186861613,50,86.94523693130398
y,7,48.214871590961636,20,75.46705610711186
x,42,75.71139046023805,62,14.618826132365504
k,40,63.13140285911945,15,6.660242801086202
r,5,54.501020556414645,74,92.80268962138396
o,79,92.11116263113401,69,26.60836373902845
l,46,74.96210774457558,90,7.158330675046287
o,3,13.887475685913387,37,93.51611783348687
z,83,44.67306767341608,34,51.84615333898604
k,12,14.162922258245947,73,13.075111916392867
m,48,35.86381718756775,74,64.58730043400111
z,54,70.71315033089192,98,39.27894270286173
d,6,62.21986386010943,27,6.320171200005142
i,75,5.700901799349034,76,30.489899108672102
u,11,20.984839510504273,2,76.16921252947141
l,59,67.82106939419309,7,40.72501005943029
h,40,47.18182275152416,29,79.39109189293619
j,60,47.096501888339645,45,81.10187451725164
n,1,98.71371648453466,71,30.87061952360851
q,39,67.37223336401452,6,15.219965236731737
o,39,52.82545590605407,36,42.831253790296756
t,30,94.13441383232694,95,24.515635365599884
l,52,40.82439751414613,11,43.94457868679195
e,55,32.509294359987926,66,19.04164027757844
r,67,33.12027194270458,55,75.40988787471777
d,18,37.57334923740678,1,39.822273536382944
c,56,88.43440361988223,70,78.49276751857973
s,46,27.082326475751383,91,12.059236615208713
z,26,41.914489730074024,24,45.45874588398431
i,92,96.30865455055822,13,7.228230725474583
s,0,1.2489189637870712,59,60.61993376126612
c,83,8.244473472719626,73,15.134340644235378
k,83,94.53999945525374,70,93.64131539250621
f,18,29.072992463185688,5,77.16661030141715
l,0,38.09233522475258,80,45.53355177161003
v,38,54.428200423365844,82,31.45923730726117
r,36,60.174766149886274,55,96.76305526047514
s,82,21.890227019163955,11,24.573218583069945
s,80,59.76465175804905,98,48.38937700824722
s,30,15.262466851508904,90,65.25888780052335
x,0,49.76870204069297,51,72.58046734083294
v,13,75.47612203904075,7,35.4240922698645
a,29,47.21548896242101,32,13.625288841642302
i,11,57.91893974207506,26,64.04764910391589
v,22,95.78703017942938,57,80.0016362325517
c,50,81.44265277362581,46,93.50077241317149
o,50,28.51927145808233,78,29.53642730590881
g,49,1.9389799503081728,89,74.27594469486779
y,23,38.71719090341915,93,33.99464533223501
s,86,47.295247656102,84,6.92337185061993
i,98,71.12092641146513,46,66.94071966972606
o,42,20.675967971317654,60,47.07452615992243
t,9,37.97487109248016,49,53.75861712942661
p,24,68.50782699291877,49,94.4566020799695
s,92,11.93702716307068,86,23.783879473291826
d,83,5.256687811216565,28,88.02051231388306
h,97,71.3699957070611,51,16.599299642293396
t,21,13.26424541213983,97,34.90566861249433
a,1,12.018997953937383,44,12.932085273016758
m,16,14.262771732900525,18,81.60460559650015
x,55,73.99386135907324,83,78.05870716737631
m,100,67.05188742241955,54,16.777448164881037
y,88,88.40665497306273,7,67.17118392983012
e,97,24.315694266231112,89,63.30011062394091
h,21,41.90724687380788,49,77.10026953628129
p,72,68.26042275604853,76,60.320924560779055
l,24,52.364790663569714,19,17.74338044467232
q,17,48.65809925057532,62,61.37130192777269
w,86,78.63836400335052,38,80.6649679537951
g,71,38.22503312111879,29,4.184909600561237
k,94,56.945557231929456,97,72.13643104168563
i,55,42.349972173527426,30,92.23693486636265
n,60,28.119693898616994,12,30.06054420291425
o,84,62.31726468675202,73,97.76333464424502
z,94,34.308341841587534,95,50.03145564984401
k,64,41.624600405534096,45,61.204859554584466
p,74,14.518373513046024,12,73.16636201854779
z,23,14.342557878703632,52,92.42041248207437
t,67,39.16637032085969,72,45.26645514269097
i,33,25.90119664176892,29,54.03063802593907
y,28,36.8973676476916,80,34.00412737311682
a,10,96.87352239322578,29,93.77903528737727
