U,O,S,G,P
u,3,84.4889985295531,92,48.633727778828415
o,91,20.51058116167471,5,63.90255671425452
q,77,19.19549256026929,50,33.77096419878025
j,18,31.182539147752763,91,38.06307128195914
s,44,18.735589897688175,90,18.90510706045473
l,30,68.38372690158849,48,63.31985996900571
z,48,0.34994873697244966,64,42.18213709024896
b,92,51.960330903432585,59,81.7734421121943
j,65,58.37361289752817,68,31.566101952795634
b,50,95.33936036265567,51,61.672736147332245
f,60,15.452520635731549,16,61.48468149431998
r,68,29.94786367745941,49,14.597024122752767
w,52,39.66362529060685,25,18.465436325172224
g,75,69.00672990685693,69,92.35549276309152
n,14,61.47340958082614,17,4.905454726101565
h,40,37.60144559995179,71,53.13176718958326
e,82,73.98444662861708,16,22.831627069890782
i,83,5.672156860356936,18,63.38185937944044
h,27,49.04306388705051,5,19.849303203648084
i,7,29.440998115845083,61,95.37264621097557
g,59,89.52721396433235,64,58.11505235953439
n,38,38.38274323339217,55,76.32434970225637
c,88,75.23281519940798,76,5.50573449610231
e,31,37.453334347964116,43,19.41118716613014
v,61,14.988919835302351,8,99.52964441054979
u,0,7.294595307550655,10,6.184499614076455
n,60,24.396871825571953,74,29.694079616993875
m,47,38.02914705769241,16,30.136248958449453
o,63,57.68741883590057,46,10.113703680592323
y,14,83.58457239833571,63,81.86452355264639
v,68,57.87787143250518,99,72.31854886021156
f,97,9.456289263003036,22,22.99165050130202
u,92,65.31735370355571,63,38.86787762337512
l,80,67.34360424879414,45,40.71971954407271
n,90,71.78351611303314,22,64.3104593448223
x,7,76.94834971658875,30,81.21425810198687
x,78,32.95230261451444,93,80.64106706413511
l,48,75.53057567633672,11,20.254170966242434
k,9,98.0403736704809,56,25.62157206769268
j,11,0.08283388274323844,35,94.52131586698947
a,8,54.33718699254221,55,15.104234770262416
f,86,66.20300783316098,62,86.61444999388046
b,6,13.315929565879191,25,11.405340377318929
f,11,7.652779840902369,31,22.162946994395284
z,33,75.89360034782963,39,14.535360893935433
q,28,74.05717323372127,83,38.09706124919964
c,46,98.43548201459583,93,0.37771001242550284
i,6,63.02672782490958,50,53.52381566976155
p,77,65.99635720015422,31,30.215547260840193
r,14,90.72194351852048,55,11.915621179399484
r,12,67.2142077025853,26,55.39342641420665
h,40,32.9053684759387,34,44.362100742298985
x,11,9.486722384979629,52,30.003566825376183
t,86,13.959805317163443,26,31.6659868250563
y,41,61.24359991259618,5,51.453984349739365
s,22,19.081969274297062,41,63.55912018916895
z,67,46.99017026793,39,74.7368142403006
v,68,22.846448156167586,86,92.11619982106578
y,51,48.05071732395233,22,30.27870552338654
t,95,52.227722378074525,27,11.477689528815361
x,0,37.68846987179002,20,18.748295133935155
s,9,83.98747630216953,14,41.41358554785288
s,75,96.16501021904232,80,21.94205918902744
c,95,44.786647740927336,93,64.2157068141549
p,86,80.52905986712139,84,65.6044495427648
b,52,29.26435356320801,73,14.11065587296737
m,46,57.155061825168886,26,70.61799776975232
l,62,41.10178197881924,39,28.681651722733047
t,83,6.798983088575761,70,24.31552123804378
f,54,10.288210653665775,89,56.6742546054143
c,80,21.220897580730245,28,37.19496932611064
j,85,84.47413082369928,35,42.05405556298506
y,100,3.900520224038828,7,52.99033796580497
y,65,96.26642134062534,35,95.23439716941647
b,13,74.67479146431545,0,75.36652038506392
s,57,26.977050753691877,72,30.191311865796344
v,51,54.37194774451045,91,58.1938169118568
q,72,17.1926881988546,64,25.42832356695026
g,66,66.9645798387846,70,81.54573556393197
f,58,56.802706770891675,22,67.74495379558982
w,98,27.990481794605714,26,71.60537128010802
r,22,75.56946261882055,6,14.086136037123131
x,97,64.0443652655762,17,83.42848716564974
r,56,53.18021570273679,72,22.89668737581152
h,97,5.313938473051527,15,62.563732907093495
e,51,78.01024139228635,87,32.29377199864096
e,61,43.73651934334802,42,82.25512144142661
m,38,63.762816095039774,8,54.5263127787861
h,60,7.053857830698629,12,71.97200237627615
s,70,82.75233371921901,11,23.658275422563403
o,72,39.26865213511115,10,9.933781364433436
d,90,56.90518207945594,59,84.7065881934957
b,21,58.503099735724895,67,99.94891228179478
p,80,12.001233556499235,4,77.89342337749187
d,40,41.673684467155155,5,73.77639544911865
s,84,42.73237711265917,40,4.613566675759828
g,36,38.65687921383483,30,64.4494258923629
p,73,98.84083801815325,95,35.681307618830004
f,23,11.184342518144142,23,11.25242868088866
l,16,87.13908216831354,98,38.556618208209805
u,5,1.1654844959650523,45,44.49400767744432
q,81,27.917266491865178,41,59.70554605250638
g,36,37.51569744529063,55,24.137939708738433
p,17,18.716728328716346,10,68.26541848637656
b,56,40.405064859237115,16,50.07578729734357
b,4,99.29570209073242,47,82.53294716513922
h,47,67.684010670715,25,28.92258464612206
s,55,21.84117026074306,54,80.88415079200874
t,28,70.20250598462036,45,59.54182017313774
l,88,89.53121592563106,3,9.823750107330987
p,90,43.264689333624595,89,40.35648681031662
r,82,87.53660903249207,27,3.6889935332895085
c,48,1.361230069064101,2,14.809034684108614
s,58,2.6012450395809905,49,75.13470953375932
s,96,51.673591063623,96,5.941806440012842
m,25,84.08757759004008,43,30.02717739130646
m,42,9.532803906787946,38,32.666862880853685
s,43,35.78415340248645,84,47.930608074352556
w,54,86.95557026495572,22,53.248212955213326
b,15,64.77680636239795,100,53.3739039556946
m,19,40.543461954818774,79,78.56006236444503
o,91,97.52049628385386,8,29.510391682073422
r,19,26.660214896575162,66,77.68560752255506
y,30,95.84359200346213,92,18.138352243344503
f,20,7.435455101926891,42,89.0522242756687
h,27,19.71694816851588,92,90.14712401606461
r,44,49.58717116503555,12,46.66643352679556
v,23,86.9389634776693,73,21.333762329963346
p,0,8.807592490708881,34,77.01173885775151
q,31,8.764710909931594,1,1.1977454807020615
g,10,47.8890656583056,2,98.30692178501938
a,79,24.46688080868994,37,51.7376096865653
m,5,7.639374325175686,49,23.929566449731222
a,71,35.64311593994689,1,78.5442137249224
m,18,1.711033323732769,59,60.534600984655704
i,70,18.73324368724969,99,72.65125761463818
e,64,30.07800083471367,69,52.31574106949769
f,80,65.18190051593686,87,81.22207789428919
e,38,47.56149215801846,33,44.28357074904008
s,80,4.517167317069804,96,32.219937697352584
r,35,1.5403899322316894,8,68.50619646631634
z,25,66.46784511602907,1,93.96960143046522
i,13,30.61169733906748,34,18.418671042929603
f,13,98.53194724691107,2,22.543644883751636
b,46,41.08700279631663,60,50.06106462519328
l,12,37.24004857152219,42,99.06447685756132
e,43,20.433488199248938,63,21.30530211641024
a,62,20.188185828973605,82,95.37183401710598
c,67,98.56802629896377,74,35.162532339828076
k,69,77.26030592368409,15,83.14894127295219
y,11,38.71740951598468,81,24.797310613890655
v,87,31.125199682653047,5,70.34730353268684
b,46,86.63361240021744,67,86.49539628604147
a,61,74.56926683952594,16,83.46691278666731
i,12,97.63968465605728,84,57.35285945927296
s,74,6.082034228354017,40,52.70231947046105
l,48,91.03227197408773,22,70.30685094704265
p,98,90.29160984429004,40,17.68057629218065
x,45,28.810176251304366,36,27.796812475513853
w,90,78.75646358260983,55,40.08081786731046
z,55,14.718780710841928,100,70.64513707481646
y,25,27.387466699225826,55,44.985352498943676
r,53,68.23703050638382,96,92.93389897599448
v,78,15.329782716942598,18,5.274208350543197
m,73,14.679835437740806,84,56.27859694314413
y,62,50.34697686049425,74,84.44443804453797
h,16,19.35160752144872,26,56.15715679260585
x,10,94.95972969241996,100,55.67399017259093
w,89,92.35929745069032,57,32.806021895171654
w,32,19.342161141533175,29,35.11876206248701
q,46,4.231921023260932,78,36.50435063275709
c,33,88.45579870575197,9,69.26583145880639
e,100,73.43417263923723,51,58.052580583342774
x,93,58.4771503965891,86,13.400350945503114
z,94,54.31127873355417,88,70.2353773353633
k,30,10.54723907283568,4,64.36728792775737
g,95,3.0324994147414963,81,1.5800845817566356
m,35,48.55787370129878,64,83.25246879595943
j,46,86.88400644588948,46,48.7737613106627
s,12,20.269134651756037,65,12.844404390653864
b,50,96.67796049255392,16,95.06566971217704
s,69,96.44743514627268,76,72.79058858442797
e,18,20.562679201619538,97,20.831622500247914
n,24,92.68531649432083,79,0.17412686772810826
u,36,64.30796680925336,94,99.5614566084186
m,63,3.2126210456993376,54,68.68159775243473
q,12,23.162966227096472,44,72.88591036530647
l,45,7.175751955274268,3,64.29741025218911
x,32,88.95585217518736,1,62.09193631077493
t,95,67.840213976159,76,67.83535620038198
z,39,37.60274411672747,24,78.48511615715962
z,92,32.37401382711186,58,27.389061323315
n,88,4.476193845258458,94,33.205925778997894
u,64,78.0096932249983,32,81.89253234922812
x,94,80.07104666900598,48,60.002118656044814
y,80,42.89865994612791,80,89.35779420199317
x,6,60.635475882356445,46,37.890456793361125
m,72,25.844420113002066,79,51.37302898624421
r,56,93.08833152760889,67,86.82453242388054
f,13,45.64072123418169,69,97.68972913513325
s,41,16.008829409329827,36,12.598769786470976
j,2,91.86869260562452,37,65.4969143445916
k,27,22.050280872528816,11,78.95717816167097
o,98,77.70303948273853,89,8.198037789365298
a,62,82.55246195663125,58,21.41699685876606
n,91,48.72677662545275,6,29.0486460830076
c,81,75.62673827315216,11,29.629895818156882
p,31,58.64370133811545,38,43.011421010154216
l,25,37.15603042609158,54,22.15603768289659
z,5,63.82237227292313,33,97.9774625103401
t,86,81.54732303590335,60,56.03429101474836
d,15,61.85098407054179,88,79.71775667744794
z,78,87.0452311326508,31,85.58980679434754
g,31,83.35023727010294,67,1.4629268990403954
m,19,48.509920670238024,20,25.507789955520032
u,48,14.025142992938022,62,64.22381555394277
p,0,86.75448847285094,18,8.716909682165252
d,29,45.95123193169476,44,27.91727074014615
z,57,59.42336783859836,38,14.743602344163298
b,7,10.35331017046268,64,40.36444105548122
c,50,43.47428080713108,44,78.12517622026608
u,14,90.88598747360292,48,86.53650686362117
q,11,27.322902480689628,9,19.3594547951735
d,16,0.056436784940405715,81,31.991072543376507
b,38,87.18962971472745,55,88.12804890700033
h,81,26.308489306127548,42,21.700381472470742
q,42,68.99204448281337,94,69.70037528930284
v,53,52.72262996690562,47,3.6504482658750614
p,95,23.051343785930577,95,31.514214912106176
d,75,93.67659945698674,95,67.82326986299474
g,1,53.11409814965394,87,76.22716750622031
i,69,14.520077539218468,19,6.122339302165914
k,89,0.7740148429670524,56,39.99045094335257
w,57,19.93086932595717,18,57.35510701126492
d,99,53.61585836370292,63,61.260050061542934
k,66,43.714119122047755,81,83.19481844523146
g,53,48.389204071304434,29,96.36891371119715
c,55,37.14033864191202,70,47.90850939006014
q,65,58.02345869173424,2,67.22450914783792
v,86,50.88846976635851,10,23.042235622616957
g,46,94.40522734829827,80,3.1553458162327352
o,4,1.8090647082373956,5,86.64658446939755
i,84,66.39640454381491,6,96.4058390971237
t,99,95.61880260033077,40,47.638173920888406
i,43,18.426179214684566,25,85.86138358666949
j,27,97.70582290220436,67,15.493679064018796
e,65,33.76078213894753,44,81.40682602120172
q,63,14.552671385613468,4,26.16340531495477
z,12,92.27487625489158,41,73.63540109627583
n,18,35.09396825717549,46,41.403961692438074
o,18,42.95622557002422,89,69.35586488861884
i,91,44.99327305074564,43,69.24914311166971
i,30,63.333786893605534,29,87.47347971985863
y,92,86.69945576056385,77,58.51598278578458
h,35,74.65884645000811,1,83.04366526000526
z,27,86.60628452755513,73,48.18279578203083
j,92,60.7370218531326,94,0.7571993312754488
k,29,52.38612268856496,67,58.79302662341148
h,71,94.67038481775532,60,83.76341565874338
p,78,39.796385567347194,58,36.37068835618415
m,51,96.43691063495349,50,85.58887122642909
z,13,96.38821978641269,26,59.98549176008012
z,51,32.23019018909018,47,32.66628121421549
x,38,89.68859707055395,75,96.3479310544466
p,42,90.62862663755743,64,38.103126414599146
h,97,26.06955695964063,51,34.26474611875161
l,27,31.797723898521248,44,71.83895855266884
i,64,28.23220090430637,30,54.00764829280291
j,47,27.300424995884665,49,3.510860216203715
p,51,80.21647701591793,15,62.79821515974604
p,1,13.516968918242123,0,42.21768372360507
e,92,88.31745737360146,22,9.817279972191894
f,42,22.531039393969856,15,64.27324069904148
a,85,11.956526065285555,54,74.18259986642495
r,59,41.44988518536559,30,75.00580075724805
r,21,15.36970698758704,42,89.2607117110996
t,98,26.74422065226262,93,22.211037371089283
g,2,62.819833828383544,79,80.64718408820868
j,30,61.55864152321331,72,8.569487685886612
i,17,84.28939749185463,26,41.073793903295744
w,78,55.278428395848735,67,10.366804925596773
j,5,78.42876416747997,32,78.55338813969453
u,20,65.80830431960361,71,85.0694126984407
n,54,75.66751947342374,35,72.50026757552513
o,16,97.50064344060759,54,42.81191898127753
r,31,58.97667660835608,81,97.76532923927857
t,24,10.990716492990105,9,80.91649875873124
s,81,82.81471799098331,87,18.253302548292172
h,96,61.31565546751527,82,47.88400747992855
s,96,39.25718181875205,40,81.70515774141357
p,72,92.02627991252048,32,52.720921723838586
o,28,36.64444007805812,94,70.42890084239072
h,47,26.921504031598243,19,40.248540750560565
h,90,34.62097974195334,98,22.86565387050118
z,31,70.88998958190709,87,92.14943280439431
k,98,81.6428361742435,11,56.13370903734728
c,70,89.28555309385023,60,22.03140448720181
l,65,10.3174178299144,90,85.6943416078967
z,75,45.32422884445593,77,48.20210723927936
j,28,31.871219106885196,99,22.852920990783478
x,35,73.08977587864479,57,78.95517338631556
u,16,27.561270811551562,47,71.84356189940797
t,38,7.315873134028772,42,9.69110043463024
h,0,34.12362077665922,6,59.28577115513322
m,38,4.143385505076058,70,30.4404169649634
v,0,0.955781363346464,84,49.466799665591786
k,7,24.17468110695219,45,42.32702667867142
h,68,22.332392866167883,21,25.46577633501782
m,31,57.11801580386763,19,84.19068584459256
g,30,94.14225956290761,3,36.01154101444914
w,12,60.361555562304794,73,37.156053224810925
z,56,10.141185490302151,54,1.4598896936787176
j,15,9.519438994039087,27,77.15525164902716
x,84,9.492490795011243,61,50.37358910280193
q,33,58.345132055699366,19,73.33289158256258
b,97,56.099311712282194,85,70.48358009440555
m,30,10.872245293352279,78,65.84910566454852
a,75,23.836660652312013,50,67.52499347281585
j,11,18.726166470856086,34,90.62711811182724
h,60,14.43179734595461,84,92.59017281712907
h,96,50.81833737564941,2,35.20699913738291
b,70,76.74451247275597,96,27.188547099349346
a,73,57.01653534348562,60,44.988716232949855
v,75,52.97062279285595,89,38.809961262224405
e,98,69.18704829093242,25,76.7025335587134
w,29,24.548574413723077,53,47.6285326219701
n,8,16.67627453518101,71,97.94329257223525
b,93,72.85863307703575,53,21.327800670213637
b,95,72.9246815266381,20,42.24753372193382
w,65,93.60432673144228,69,18.422902789137762
o,24,17.13680350476272,95,86.67910784671487
s,24,59.94698892534055,25,43.624824326699226
j,42,50.863644171591595,24,25.677473235395453
k,28,15.63506373229233,80,58.72502869853472
r,74,57.26044635167236,74,35.99753663502451
s,69,44.60317513294508,76,23.32971223728313
y,100,55.34449449830119,41,38.11336359915081
j,88,61.545382281346015,99,60.4896474380935
w,38,11.32227005919384,15,56.430270474798206
m,71,48.62118505224971,45,58.255293523470755
o,35,93.78340865953598,77,19.704672638783737
r,77,13.182006916439637,75,15.71431770117907
m,33,87.87860052343271,22,66.75577533129936
t,55,78.88195607957196,42,90.35397324618782
o,82,50.03051221500788,41,27.46296725045516
h,54,9.588136006299974,94,89.55870132652177
g,10,7.38551328384216,25,82.9700016712262
k,17,20.692347919140776,7,18.478583185090457
m,31,66.8676739455526,78,46.716754500517766
r,5,13.223234355382218,66,21.000244583955475
g,59,97.45914066359788,69,69.32660920060339
s,22,12.090061993400225,35,11.072041205414552
l,96,57.7594832594372,21,36.73666331658575
s,20,78.06889779015316,32,29.748509223988616
m,67,1.286360561461175,21,9.385339876162913
d,86,70.932963215743,53,6.965188304499536
l,25,32.00421335337762,4,46.98193542058554
e,25,51.648519272857655,37,76.10276244239677
a,100,14.259290463303554,94,6.890143794998204
g,11,92.94141884856323,22,52.116602933442536
x,57,52.806681633852584,55,94.53383384731056
i,0,45.59426995868272,4,20.48271605971991
o,23,49.963445237899904,28,37.69480048954684
f,17,63.38442997506964,32,94.74285679653217
g,76,37.23740991328742,24,63.09642719339975
e,61,25.789127924629916,47,30.770908899921167
h,1,38.77364196573111,49,75.631493947202
u,46,2.1785182600267405,20,52.0707119746993
z,100,90.58642405356919,35,74.81458281370419
o,36,89.94152655871397,1,49.327504384783
a,99,89.26071907852777,84,39.63869642710337
c,88,46.171370988603336,32,45.10886185098049
h,51,97.91095595513153,80,47.91976308158304
o,22,27.293813280776813,56,23.5504371211263
j,47,74.79004001368942,91,79.45098453287389
e,24,88.04854195270141,65,2.4096132329406106
d,7,2.40803797103627,54,90.45237272043131
w,30,0.5583904422204689,35,90.71903842977251
j,5,67.48173564208597,65,0.04442666588393429
h,55,61.44156626087851,5,80.56751851687324
e,23,12.248493606182254,86,36.43519879410783
z,91,52.01142418892272,87,23.434659299584382
e,26,60.709950757042044,31,52.816426873431986
c,100,32.92861902204917,83,21.83508587211508
z,96,53.69192247712429,92,67.1660773672879
