J,V,H,I,A
y,72,77.37330917114576,52,71.08948184953569
o,32,18.981710765146342,17,24.640627340026565
o,34,16.59736814684526,88,97.57150248210912
d,40,20.38872578105667,18,0.680410035957657
l,34,72.00240963840253,11,53.67636797275902
h,10,3.8338345700502097,82,67.69235203267843
l,34,3.1972759074425094,7,63.441096815400876
r,24,28.025776050216557,9,56.49494118193624
t,40,70.04445571141501,84,36.619494934483356
r,0,59.02646218973581,11,13.19321438484703
c,86,1.7255935237273201,0,9.135419962308578
t,88,96.22760847982391,95,31.471641149420005
h,22,60.44422643979799,9,61.69931144279068
i,86,25.60529513530779,23,39.893787673961825
n,98,87.37557615787954,23,64.61861592254652
z,98,26.999518307738878,30,4.150741055699991
n,86,2.6523508352715663,65,18.14825766824827
b,75,81.74395403182147,40,52.216841302211805
h,54,52.14956514673727,26,76.92509065645943
q,71,87.67889654978347,15,70.45348483602726
e,94,39.72109430828038,30,11.176204200966588
i,80,32.690192911863114,5,21.452007562165765
i,94,98.62773264632864,75,71.45526641954345
x,73,5.381440538866866,9,71.68484162174947
t,44,4.211716509902552,61,0.7508040528896198
u,81,75.78345364822174,46,80.3209637542492
h,9,68.51478886075031,6,79.15064395879311
g,74,82.0416730597919,15,63.81417904185641
u,96,23.973787748467622,11,62.8630867360274
l,8,37.28702019878772,33,6.7448537143033445
z,84,54.38255318278509,91,2.8910968491303035
s,30,35.25068553884451,48,29.078802302132267
t,64,89.80931990688293,21,96.12827007283869
k,27,38.351305848691894,20,49.14609246760239
i,34,13.874934540230798,32,8.331080872650176
n,94,52.16154682851028,99,77.68220729573186
e,38,27.396852444326434,6,34.6546367793935
g,30,21.515958288352987,93,22.74802741073245
p,85,0.6846176686047256,84,40.27337885045896
f,95,7.769962318764378,27,80.3010964310613
f,83,16.392346271656,87,99.79844500892287
o,14,41.52901969907249,79,94.55298199036336
v,39,90.33508810821503,5,81.9570922750455
v,24,88.8806666488071,89,75.47868525791407
u,60,49.98965927883382,52,37.41054903504529
q,13,51.52793208726192,72,91.48738630883136
r,58,73.05846463241042,45,25.41754111700021
k,22,73.39402393133668,30,66.84072950559303
h,41,15.737876874541278,39,25.560460949582943
i,47,91.36026013808359,26,89.5571596363159
g,13,91.77259348440583,90,96.58952553606987
b,77,37.82381211197359,30,69.63197015659699
q,57,45.326521282751585,0,85.39715564391881
h,10,75.6213051065654,88,17.319205176387552
c,8,47.001803250567995,53,69.54296717899948
s,17,55.84384031534988,1,24.18293284005214
g,56,89.19440852205813,34,99.99055221749335
s,69,5.49153090893385,22,98.65751797111636
i,5,88.50828143214977,24,22.22923618015743
q,30,43.00019366646111,99,77.57344582609741
v,22,71.72406325779943,63,52.332099704778734
z,61,58.33858143040065,52,86.9822427271489
v,21,7.7632731993415245,42,81.13682082068475
n,43,81.24030830140606,59,4.165662891448285
o,60,51.24640808319906,1,83.18607252321483
f,47,9.760111639042057,72,20.221081013340125
g,63,84.87948116089692,52,20.251708924881594
a,27,96.52403222924573,72,14.099589615243413
n,3,79.39777020435763,92,76.07235015871613
z,73,28.14502977018407,60,75.60754305430503
m,64,10.989489207861435,85,84.68028633826219
l,99,18.220930869414996,46,14.206478600499405
p,21,86.27395835059191,68,93.60402109323725
m,83,39.16524951045462,3,18.03370487721091
j,64,97.29029647679091,27,87.10284461660733
y,49,31.001605456226688,94,7.629024149426533
d,16,58.067824213934,0,11.939138926928095
l,52,57.898314800113006,34,55.61414840415498
t,75,80.80347132295915,84,32.890380985536495
u,38,11.508784743160339,28,3.2349185362974486
f,26,74.39194933932353,16,44.83355904819809
i,70,94.25353297836577,9,58.06143172504852
f,19,36.89526768593298,25,60.6398707537938
m,68,56.607665595924885,12,51.63350483718582
p,93,40.13181588882927,84,39.57273914525755
a,11,65.11123883189045,39,25.88894427680244
r,81,91.29185438372235,46,43.42271836408068
x,84,12.879903289455141,80,0.6212493524204499
k,35,46.95114916343219,63,35.15233777408305
i,43,73.07409781387187,39,39.125486060820315
o,69,99.9433059118066,88,31.958950691440723
f,51,93.77996035201367,68,93.31521390308387
z,2,65.74481622833093,98,52.69527805891854
n,68,68.38092654075574,88,0.07899600375116389
u,76,62.749931112155444,26,9.610321135511535
c,8,24.58631147378082,53,41.42392598172802
m,12,8.371897302973363,84,25.58250336163257
k,85,54.158317671475345,7,79.19859323589161
v,25,51.37019759845114,18,77.62828707901666
j,0,31.566346096352316,31,36.05919972350654
j,48,17.072511483180463,94,95.3112668479254
x,35,35.941198707201806,53,95.3770566047792
n,71,20.78300673104676,46,16.567235821646044
g,91,50.111047050563364,31,86.23225298380008
b,44,83.78456382483067,55,8.257865412857711
s,95,81.34008498157179,27,89.77666343745516
r,62,3.1775740039322486,85,95.94929151183192
g,21,44.28660501666294,96,40.58826616517369
g,81,84.35301078999895,32,43.18637258314626
h,80,91.75388971026503,12,24.051841853534086
f,70,82.90803760122193,81,10.93896281071477
f,13,78.75587682457045,51,92.62184462070017
k,98,72.23790466188926,52,41.219119541829244
y,39,93.19982107485073,49,2.470180334827854
c,11,78.55935491219498,95,84.45455317424158
h,16,55.46324319110577,76,83.0597810021098
o,10,37.24019797734762,68,56.37328191952571
b,52,64.67400134150327,26,91.81873395094026
e,82,73.68833822076296,100,87.2741461918271
v,60,60.319516955925224,83,47.22118727954061
q,67,16.95811343952296,96,18.804741343044963
f,44,49.814026633372976,14,35.94196458883786
i,15,58.77818418990613,47,21.656462057353842
x,74,79.97012558619838,89,37.50949837991298
a,30,40.806568403212005,0,46.889098399657335
z,37,71.30570280273446,0,25.723051550441756
a,13,77.20328527468457,8,33.677428970241984
l,62,88.67903248413889,6,41.5037864075408
e,40,20.128092679762442,100,32.948002115563646
d,73,9.58242010059781,8,52.85808782896865
s,75,63.04846573612182,22,61.35013126657375
x,45,26.884368769121224,58,87.74154887574119
f,58,63.923004965099835,42,26.233443574665372
f,65,78.6507884869012,55,12.903258135144945
m,69,19.942845115695818,25,94.65999271521251
q,14,35.2830846448393,8,25.312389526419487
u,10,59.687285668861776,17,22.423263319797837
g,90,16.523376617599972,38,71.85682959484782
i,28,35.426024707453266,89,51.996049607398916
d,5,22.15056825456918,80,16.310929143941333
p,15,22.52740118794354,70,58.017352670466224
l,16,55.141326474964245,29,91.92649648192808
y,66,99.41195232980303,26,48.74747711714518
o,18,69.27074538100014,10,61.70595754737908
v,79,65.11584596203414,65,22.24220377467513
v,16,41.94205877769568,4,17.2572616591097
l,15,31.82111050348282,24,25.220666887730403
f,51,42.96219998194779,72,48.18325704118179
r,82,78.47280822996034,74,17.09493039903719
n,93,29.66745571938563,97,7.745883239210727
l,40,78.67142393464161,7,45.19578817233676
b,64,16.896512533419173,83,53.86213561692749
l,98,58.65803561237929,37,23.56354052809284
p,72,53.26215228485178,23,71.66354167824277
z,68,6.233089104027345,78,78.08615159671459
v,51,59.30623385387217,51,63.250889630652665
m,16,12.230915452913804,89,44.463059779772905
r,24,35.655389555144914,42,83.55085972019945
x,92,67.9012888036713,36,88.35189342225944
m,69,42.94129907063314,43,2.8443803286815506
d,85,53.531924313664426,22,45.07769135690701
j,19,78.22313148537715,54,40.55579623518327
q,52,25.981117787176654,75,10.58705503546532
o,10,86.28291957876722,66,77.90868087615821
v,15,50.415674789738354,2,43.563927916452116
j,38,50.4511702972887,82,72.58662873556075
i,66,54.11073203832194,9,4.7541110550133325
f,57,30.719124138641853,4,71.47029469432043
x,43,97.6034214098377,96,31.106190641889143
c,49,95.61413344780453,51,85.69924493285689
u,6,89.74544311982811,82,25.609483760445084
e,72,58.87811755567617,20,20.363950547542274
i,68,15.619358412382189,95,0.14471600622285585
y,35,70.4420101531244,36,90.14125827480115
a,90,16.947791835485038,83,74.03388788850468
l,41,96.43371403552898,90,26.67853554669203
y,20,8.27800875248631,24,44.09633432598752
f,69,92.54606256041845,13,0.1811559535896179
u,100,5.495295863216166,0,48.21840147908261
b,99,44.13447761550798,1,8.10458437021645
t,48,20.5574422268489,25,86.66918800105954
n,70,78.34389718166392,22,67.06116374925574
b,47,45.54722076129699,94,13.960860646897888
i,30,74.82482404267833,96,78.54955949253225
v,25,80.03856208185579,88,61.64087687991545
q,37,62.3069133822948,40,33.936613184109454
u,32,15.86584709883313,99,64.46140157078288
d,57,61.10434519405784,34,44.45947103123095
h,55,95.80495030110214,17,68.44162788727974
f,16,88.76043527546359,14,10.013986959650033
g,100,19.23388051286453,29,91.79326418931217
p,94,44.82638999863655,93,65.75861178001703
y,34,72.19248140921178,56,1.6760447340952611
s,60,31.80174507135094,77,27.552507685183937
l,5,37.31722049711025,91,1.3870728932741772
l,43,68.72953806540703,50,41.506412560116914
j,44,37.74973290375638,51,40.35251841823615
e,45,24.27630531492495,23,84.43481194960354
c,64,0.11966320410776721,42,10.968684421849373
s,93,29.663563050104536,49,9.690133093613584
p,95,32.01881587146735,37,82.65455028706874
q,84,31.626136216405776,53,70.68733697124566
c,19,84.7959480754908,64,40.79086280728706
b,9,44.68269333658864,6,40.86183556005801
d,65,67.30496864676454,52,6.807994387170313
j,66,64.50350312446591,96,31.175776670176568
h,36,51.798578013170705,75,74.56294980712087
i,47,85.2993259274317,10,49.607454794094316
u,25,53.35018364705141,1,32.06245077270834
p,42,80.22046259320337,80,35.35861014032912
o,1,47.974145283506054,71,47.33673163717989
y,8,51.19807488365957,27,8.486963137247505
x,94,46.171032535617705,73,24.050889177033994
m,6,47.41419383997343,6,84.81400985876249
w,16,3.6576488045763966,8,60.67703094619053
v,51,83.05753748066024,18,63.05310468580683
n,19,31.199812560291118,50,52.98580485292768
s,87,18.563623417063745,35,4.928820205161166
a,16,17.8516799997707,74,41.33414000064954
g,62,83.2287165843422,35,2.2715709896775738
z,46,42.19103305433255,35,79.21363415036907
t,46,67.60167544330191,87,90.33204402787433
y,69,37.333596745940646,86,75.3582216605799
q,97,9.617327578004586,83,4.852639229792111
n,40,86.3624155505499,16,58.334829894223006
y,61,86.05945285472926,7,25.36331326924216
o,89,24.183528528248633,20,32.09906334185393
e,15,71.12939107260223,44,37.88373459341503
j,70,73.02755559017301,41,77.56849725432787
j,9,96.1328859231465,4,74.62813582090196
r,79,76.77713072866898,20,29.860280214952695
v,52,84.01857679289579,88,99.44562682947074
t,92,23.18644879253604,13,2.6024302802115096
h,16,67.08553681591121,54,76.01023462247663
r,8,99.9354983208166,64,81.50018829261808
h,94,38.95308655358966,30,56.19298593887522
c,13,23.65404577189797,71,53.11524964779254
y,0,70.69828575141615,0,32.70452340199251
k,54,57.388575109896045,90,32.1102045571584
x,40,20.72135980283113,47,60.378880952814164
h,44,75.10155465204643,19,76.1008560457778
r,62,10.175275002442262,26,64.71686743233042
h,14,14.841314345327895,85,25.089960926396525
f,51,79.729394307094,73,45.7691581649328
w,42,31.130518870141323,75,95.01115284537383
z,63,64.51950051127864,73,50.267931900106596
q,10,81.37766244684566,60,35.77077125301463
c,87,33.335455084836,21,38.58737634918201
n,2,89.12137871089095,43,49.493681683623905
z,75,50.201129778165544,88,39.139438872260804
o,12,40.60024922412232,4,50.53512870623085
d,67,8.882879506608731,70,9.045895857818609
x,93,74.44334383853189,95,88.87255922256901
n,57,71.27172898798771,57,98.35892679718378
s,54,75.12847400530976,46,72.77721518460706
w,67,82.47705091640842,100,66.10481071702601
e,50,43.21124061924324,61,62.143449479805
v,39,96.74149461978188,32,0.9058643467377059
j,10,7.208141640362841,65,38.6208157921899
e,28,8.660245595322703,11,53.83001328901557
o,99,28.414984835795277,72,61.8501108624561
n,63,9.475771778219888,8,32.87678911008124
d,32,64.22052695131197,3,11.243491793723448
f,85,44.06088275308087,49,30.387586112345744
k,7,34.91748644179865,42,53.78399455003885
l,47,69.83506665451722,100,74.01173979535241
i,14,91.46766754768487,99,26.470621407262673
a,77,4.094459158183328,70,41.042734504901816
f,27,73.2376871381569,58,8.010070511101308
n,98,66.4363154237593,47,59.7674860020367
u,82,74.32136996660542,31,71.86648322255532
l,21,33.33669268954383,89,71.64109481274288
r,77,8.610088368540314,51,34.3063239963675
n,61,76.11682338378125,23,89.36439896623264
r,73,9.722445189062512,33,67.22897946848344
a,83,31.938817554995104,42,63.02245363390695
j,96,40.922563960274374,53,38.572056255187256
y,44,68.56223770017729,33,46.78543253171872
h,24,38.031704312010426,74,79.15593871224583
m,63,5.0323014998438165,32,22.791442489242453
h,62,70.95894616134319,48,89.88652780932533
a,32,13.642629341224733,2,65.75994592059243
i,61,19.397871621861075,9,3.8862412524373724
k,60,59.384813128768755,67,20.332677458469817
b,62,22.199957893614318,71,78.05891408838502
b,92,49.63362277068997,57,44.391849445096874
d,3,39.33545914274653,93,74.70708616855585
s,63,83.99540525741887,99,26.10533731762158
x,40,52.61182403534455,38,72.02602176293166
o,79,16.68824743402141,81,92.67214059952235
m,25,50.783323318152604,97,0.4754562021884179
s,0,72.60944385151443,62,85.48923523965182
q,31,22.656681872599616,55,13.192009839046959
u,38,63.95935104545401,33,50.126011737859145
s,38,36.68086316098738,6,50.85794761259884
v,54,17.239172855262908,7,98.10629134485528
q,19,76.14109220398198,35,89.04563211549367
a,97,5.164044430812565,45,10.24619933712987
d,68,96.86652087219628,55,73.59063245720014
a,85,76.96152599564321,14,15.244333368541408
y,42,88.9301630902181,87,28.04852345279285
h,87,63.776801687799434,6,67.26648265477289
z,24,43.28984824211483,7,79.21917792712983
t,45,42.98471298156573,64,61.61573714495358
x,76,23.902938794022678,37,79.62376810366426
h,31,97.25412827893155,60,54.53331724128717
f,96,10.321604605742484,6,7.895724756819389
n,38,22.481822899376326,49,45.07922797246336
a,0,71.4649893037508,28,93.29702134087437
r,71,18.134043198010573,99,19.06026540771132
k,1,60.89769573994257,36,73.96849084597027
l,98,39.77637176185962,4,2.4959428352468893
k,90,59.608423525494246,88,86.05685357437342
u,28,75.31640879579271,84,31.922177895278136
o,77,18.09909018265229,25,83.63266174149909
k,5,81.245028998458,75,67.73085970645913
x,94,63.452841778531955,61,97.55414494351359
e,57,5.636592688703102,25,8.60474259324211
k,47,25.084628874840597,15,10.138890557698021
z,70,18.569373269342783,100,90.44441386174493
m,41,88.94405832172804,93,92.9379567355061
c,80,9.942279453509496,11,2.7119137722839137
w,8,49.951060552366144,0,74.17849577847808
p,23,28.416100477509907,66,32.68252035983825
k,65,86.52685539560908,32,82.96642690144755
p,50,81.1515814647029,2,77.28000431563473
r,60,92.42574491427129,25,36.137324320529075
e,68,20.00365955775144,20,25.797769824721563
q,16,56.672498856547385,93,31.314154073985236
b,81,52.78440889221005,83,25.956992804672076
y,1,25.187492980589976,83,9.522844131860065
e,80,49.69481799196208,58,6.024876376761035
c,62,75.2925356980377,86,35.510165647993574
q,87,84.77482465098082,73,77.28120962953221
k,68,95.42627456851318,95,29.228908232529193
j,10,98.90776281463101,74,44.24545677228657
e,40,31.045617608344045,61,76.68572742140456
v,23,85.00377381895672,55,68.87625047431555
w,54,3.5427651109920855,68,31.56792956368133
v,42,89.03028376512782,96,74.01018713406036
p,100,50.85265292478138,55,79.43330770485095
k,84,70.04504028087604,27,78.13322372455775
t,52,10.021474853732714,2,65.38398433253482
c,52,34.71289145945102,47,28.326407995629243
w,84,86.66423045143165,72,97.80612386434062
s,9,13.521350956622202,43,77.48635915951033
x,6,40.39882254969424,57,21.569806429891603
x,68,11.778161317416714,37,4.175176469233188
e,47,12.678234168892821,42,97.96171105579144
z,100,60.50172012834025,95,40.70019268442478
c,15,63.4766364020918,98,53.35140185931279
a,97,8.232247309987661,63,91.38379870197898
l,65,37.50207927074406,2,55.3524740591701
k,79,39.541909625728124,11,6.148378762580375
q,89,77.66486765597274,60,4.921617520720201
g,39,31.12544603554226,58,49.79057823433142
g,83,30.181228733318257,33,57.77101990486282
a,24,62.23855022108143,92,59.2238384738088
o,6,36.77918152040067,45,73.03316639630543
k,1,35.55917574828562,57,70.11218223585975
a,75,89.08038299209319,97,15.077647718466435
b,100,39.26592163061441,39,86.32020054802429
r,97,29.632374823414366,53,39.79129579953767
q,70,4.263587791396706,11,10.130113861249034
h,97,77.5082065114326,3,84.35825968573715
r,94,46.831252938207534,71,82.18279659134211
p,42,83.3997013945814,37,92.45773746322803
b,44,50.97804759708167,90,58.635320477000704
q,47,47.02112983345329,58,50.51949189001391
f,10,2.1201514663339083,0,0.9962302129151501
x,74,47.08519409676316,14,90.1563409767681
t,77,57.19359595283863,30,27.037365490856104
f,4,42.354760495180074,59,23.61768080063421
i,52,76.57446947326056,17,23.48298924738941
i,15,39.491125116207925,54,73.11675333512738
w,100,94.55223555895896,24,35.017397449925824
a,90,82.04141392593193,100,18.54181006898308
w,72,78.23154394851232,93,28.907038794668296
z,93,10.05879857540859,68,52.59302929017055
y,72,2.942016686000948,27,18.1374133495538
n,44,14.294912421181438,65,25.55198038287393
v,20,72.96736367010054,36,41.15556739139238
q,88,84.09057592040152,62,86.9021382353129
g,8,35.7159115303127,38,19.399594846590652
