F,B,Z,S,O
y,84,4.8802339045386445,75,79.84230007268367
h,84,1.6077375703754448,27,10.57905819844861
i,53,81.72885814464325,53,54.84697805549802
d,48,91.13014619823001,12,7.586054439264678
y,31,47.1730583481882,41,49.9038516269513
m,68,16.066511983302124,21,95.5339621053652
f,33,6.788379897948371,26,86.41782119661659
i,86,80.06488976347835,32,54.822481836928496
n,96,16.38981218947041,44,77.6017354851106
k,43,39.89433279520425,93,48.75157801240212
x,85,73.72588702329463,0,23.58746327512552
g,44,86.9860366300968,98,79.79118684797277
p,97,94.57338230093178,22,43.90692167767821
o,58,79.81098918784765,67,18.64591421133055
n,66,37.06274962151345,57,47.965170057974625
c,16,59.31948789407833,7,99.41384626228455
b,2,44.89284102449113,46,85.82424147883896
m,34,20.41825299985993,50,44.99546046787544
r,63,22.91459101343133,10,30.002527605611075
q,20,53.21580294589714,81,74.97359521198364
b,0,23.338946244193572,15,49.1302084931205
j,19,67.80494035013467,20,86.1706675460497
g,3,20.896500204888525,89,66.08143299358811
r,89,97.74648453429276,25,7.198995484890047
b,22,38.57475549677315,67,83.99711724027496
t,86,76.82463634630871,23,67.34128929157036
d,93,3.520517250051236,6,34.47025189771462
q,40,23.20256976091407,76,24.244436388635926
x,22,13.54078928853566,61,42.916947939508155
k,7,90.29673059132813,70,20.803496356690122
f,41,66.20479719965459,49,82.58212923847454
u,56,29.619859434321405,74,30.536652095085326
c,45,25.634949435228695,35,75.40665900839504
y,97,87.18020868659877,66,18.060440114454458
q,60,66.40765497919551,27,6.803973848253397
v,42,2.0957749978335216,35,56.228718247131695
e,32,54.1170530481184,80,90.42737348762086
w,21,8.648885175540144,79,54.336647392351864
z,97,20.848509388548532,20,53.23975762694963
g,95,39.9977290810174,92,43.563658715417496
e,32,36.97809448056682,2,30.080074010433556
m,29,31.835301067108933,15,86.57459957770081
i,52,55.49114374580184,13,30.350025250134717
g,28,55.39016150971678,27,58.027665745986845
l,31,79.94112092591644,5,53.871553206035806
a,17,57.01810178833959,79,36.771345557565795
v,93,23.445235337294257,81,62.418635063102734
k,20,85.93515685860245,67,27.93281289246807
n,16,76.01896185902143,63,19.615660833524394
m,81,5.108897830455284,53,16.680358961145046
u,47,81.62206312386758,84,33.86177499054504
b,24,34.252272210867304,31,98.28053187721129
c,92,21.363561790176988,3,21.99598194114888
g,64,22.340891834784426,3,60.98275360525057
m,72,65.58109684781462,44,42.97408657790031
v,88,20.502297338115504,24,38.86941688985923
a,86,1.6100272006608685,54,78.24843661343543
g,54,95.35021905448701,49,25.783740623023853
o,15,71.48087500226265,49,53.72736011088435
f,83,52.92891006377507,15,76.49553743478242
d,38,91.80828098077394,7,55.23024293665062
u,6,38.437731438012825,64,50.877534844966874
s,39,73.06093603983392,34,39.81272572375041
q,21,62.8003710336409,75,28.455622004145432
m,72,69.35354753405437,99,66.6139811970034
d,20,36.09913370137843,96,60.408657022770875
q,59,24.248016110460348,24,98.8663735171782
e,83,74.83799971732972,72,68.77383731574068
u,11,57.47697263766405,16,15.097996016879955
n,50,3.6674507599450012,92,75.12592643082678
l,69,82.18247699934277,6,70.70767086571144
e,97,72.71775363591668,78,82.10348025783289
j,36,65.71139815170514,54,37.88147131031147
p,38,72.3894843602675,33,18.607202128827673
l,20,39.15490654639354,37,25.978278383666755
f,34,89.74161465902945,68,7.824442740192172
i,96,94.85713805945666,82,64.53494280084826
n,42,81.39414867083832,86,90.86242104694466
s,87,87.89402596649339,79,26.8126319908793
s,33,52.283007440211435,26,84.37796839961166
z,11,48.25620026351996,45,25.564926872303495
i,20,5.927153362514492,50,77.35983405992481
z,88,65.47961755827657,99,24.412079020635602
w,24,60.60428380811664,81,79.9080452978728
w,44,13.405565879839287,58,0.8185574622036063
u,100,66.2796001567446,77,89.2327203093269
y,90,56.237092584405325,89,91.90614292354759
e,21,49.0121041896645,88,96.2601963190015
j,6,92.65103952867662,19,63.51654215113073
i,53,35.88974490255953,11,25.137338499253303
o,19,50.97044398527376,46,34.74756082058506
e,87,6.00161507531114,99,0.7775587681248752
d,70,9.36915300258111,72,31.20839794313184
z,67,20.43800374156699,46,0.8369639140401453
h,97,52.838089544276755,71,91.25838782117248
u,93,49.60183140723879,2,4.190134020198943
g,15,40.927571359489065,22,35.705711230024015
x,48,98.5068207848449,9,49.96412789486821
f,71,84.54158840910128,38,30.430534904113806
f,55,26.308594415036346,49,54.8469577455443
x,47,23.48317524655109,20,1.6836624826837787
p,79,52.52424442910303,0,18.883380081087818
e,72,53.78443149879873,58,78.36270993780406
w,47,88.54254776976849,21,54.84883617307103
q,81,94.31856618154221,82,81.71081511018662
a,89,27.323295857934205,1,61.76704067047068
e,9,97.81323289954196,68,31.128938682239138
e,41,83.04678856084224,81,38.814690332214354
t,61,88.37149606162342,51,81.80312907288597
r,73,38.25992335785665,90,58.70951847495076
x,32,19.89674554810029,33,69.0747008770731
o,0,1.7827672812753437,96,74.47044185934215
j,91,57.194992008974545,58,52.864202063910426
c,87,13.966524176178064,23,49.712829629108946
k,75,6.457673291280408,84,16.19174592423055
f,85,44.92515568123348,67,29.2625239778479
l,73,85.1726365913096,24,39.88033598736597
j,33,57.19412554580029,25,88.75189705472096
d,91,17.095263289776174,82,70.52860431010221
n,3,17.520545216251172,76,88.20176606398155
s,1,81.54283636174463,88,43.33120885992391
f,48,43.74169922930322,53,6.687954080371961
m,36,94.34502624988514,54,31.86444057017166
l,31,32.527502363024084,61,96.11679602366384
n,30,56.27479823496403,24,3.9786947453156696
m,6,73.88832567694604,61,20.500481787227855
l,86,17.02564335795741,32,2.06954919743374
u,63,27.633041394941525,48,84.15355046960964
t,44,27.907007358161195,27,3.8100657283750783
f,42,74.81281779823027,48,29.735480476235043
l,43,99.66226200032888,1,20.11022676851565
o,84,59.479909955904,76,96.43845745445321
s,65,60.85182684765164,68,51.79955695731834
k,53,1.305230460455331,90,39.7020130221888
n,3,39.180099808761746,80,48.66381849877995
v,4,96.19862055662237,21,45.52744053153788
y,24,14.988702085280048,92,39.46102737727273
r,84,2.4642045402660795,56,19.542063367443742
s,76,42.42944332993013,99,61.99956057800844
z,65,15.40382904481098,37,48.63159552134729
i,61,55.61043356422212,21,58.17221142573111
a,18,90.29763851065572,97,0.472527254574584
j,75,30.35008895610305,28,94.87385322541762
o,96,95.49143573686447,37,63.83478931554989
h,10,65.15525346660502,84,91.41591512821394
p,17,73.22779377649915,8,6.383203645128798
a,57,81.15326579572053,36,15.073017584583548
k,18,49.27834516243976,1,26.78458351530092
c,37,81.86539944119401,30,53.17068251599872
l,12,17.16191142026984,51,93.99921681523577
t,62,75.86238809854639,92,58.66434148921592
n,19,64.93476702781878,7,28.197734903849934
r,54,82.62851920309842,48,9.057361411930609
b,61,24.614330991314514,3,79.32223371515047
z,94,44.3520071608628,85,90.68168424884223
s,13,51.92030665605487,15,21.457786610229
h,3,46.4945822373053,37,80.21918827329591
n,64,70.23121496098449,46,13.049933431212324
m,8,58.67583542431872,63,47.811566807553
d,100,55.587895292218604,21,55.40000915592507
h,81,28.992781946113986,1,36.235848652766336
o,90,63.81273748914783,48,65.19171723677032
a,70,75.43965357204495,43,23.374281182625335
j,86,14.425005220232167,12,86.62133360273533
p,48,27.121463573872205,24,25.14766767211111
q,99,82.12559292993939,32,8.318548673797899
d,29,46.84210341979882,15,50.21103746144696
f,32,8.740532292896807,1,83.23889282375168
p,61,52.458342186141934,34,46.18583414001405
t,68,44.417134743854305,29,94.19645647228577
t,68,78.21000350768813,56,29.66051372822436
i,18,84.82578323199397,40,17.528028625979363
c,47,66.58839906593386,0,34.96604734541885
l,68,29.974633688723053,0,47.72310161624207
n,20,58.32615045152851,98,75.6334570266405
s,32,59.58974830235005,78,97.4562044051804
s,36,61.907451721829645,32,89.26697734924396
p,33,53.867033940640255,18,7.040782576849969
w,23,92.17818616216148,83,30.912878524798792
n,55,52.83059924493192,13,92.44519319519652
m,75,62.314357211426994,63,58.382260041216746
a,77,9.310641493435135,48,53.37296042132742
k,79,89.70135308328298,44,99.48260973634
x,74,38.771966779476216,68,91.17011056209839
p,45,71.81112968623985,10,5.811916257122551
y,21,3.966287913845401,20,56.417502546771544
n,83,46.58340053541985,75,67.38246195435494
r,43,27.256159405358925,33,76.68193453527657
k,14,90.99730105799654,57,8.330014870742165
s,55,31.15655160219486,58,2.060644690192459
t,66,75.20600373187088,99,82.79023536345062
u,86,75.15842691184473,94,41.55539038354107
g,21,80.89870075331777,93,24.955201611921407
m,69,12.121153918225557,16,74.63865650803969
j,54,7.073570203515467,50,12.054831781201948
k,8,42.341466740336806,39,22.039506753911365
f,1,38.560157436207945,37,97.45695100706232
l,93,78.32069609147831,55,36.07328475922712
s,39,27.701328100556964,26,44.84082117718481
z,12,33.465266810755935,59,59.31680918268689
s,80,11.307209385987305,33,17.86880623286631
y,45,72.95415005899038,68,21.365063397160778
b,52,68.1441426551466,97,1.9760952900731321
f,49,17.011213189806508,59,94.87886161195692
f,45,45.64067372315998,44,13.234196155964572
j,20,75.46696151416474,31,10.595700377624661
p,66,46.14561770715868,77,4.802374713378965
s,39,91.71781214099235,68,68.32926386542127
y,48,11.335707936929806,53,81.96328468146503
z,82,82.7445511093195,95,14.456944261141535
t,31,43.23184200246226,98,80.04695131187935
k,56,9.053081742139945,66,21.756519532012387
w,86,53.45298113156369,78,80.39460521577799
i,32,13.296764910740643,33,41.93522456617453
i,18,78.76247892223104,0,38.53451871406342
l,58,59.33021363957464,17,54.226162008044774
p,10,75.58802094939675,46,15.185353576534444
v,33,47.13586914948431,70,41.82095682282703
k,40,40.14693746925692,3,98.23920572289687
t,74,77.44351006603387,65,75.9094651056953
k,51,71.41779818365306,46,62.91399141656599
c,4,96.62418337766229,60,13.67415552226332
h,71,3.4746070997907497,46,9.373276715874857
r,98,48.050490089765354,47,43.91874481802541
b,45,67.64018088344864,4,96.46019424018746
s,51,62.21829726685386,26,76.2294788694686
g,46,29.020435561794933,53,71.75496111229381
v,39,12.676459951646935,22,82.51995552457107
c,32,66.88794603405611,27,5.821704878883393
e,88,97.12323094066203,100,34.29821250009133
c,79,59.129276866714996,42,86.82040740029609
u,9,27.557294108634622,64,10.85408798288836
f,38,20.638882336571506,44,83.92040395501716
x,73,91.22117306231647,16,33.978064603479
v,34,77.9645914682543,57,92.23591294471605
x,85,54.34038873028497,43,53.14436860694167
q,10,33.713556732770265,99,80.79794723431813
q,26,15.86041668167385,92,10.842451792400132
s,52,69.34106431874929,20,54.165697783351206
y,11,6.428942047935782,75,94.54172163887175
x,36,67.80959990799768,62,20.999733805481526
d,55,7.601436445259358,77,11.924127574194987
s,74,75.20747545897713,17,88.92507658912638
p,39,26.077339412747147,28,30.359536355517193
j,2,72.37297710292034,29,32.23494451639948
q,2,58.803420025563646,56,47.33802638339424
a,86,33.69050701123141,93,65.82146591337916
b,95,45.67362494436187,48,81.11604470355391
f,18,43.588873810846394,87,58.58687807388123
e,24,89.35977297013767,2,38.03326080700947
d,40,26.57526030592371,33,52.876735666258234
l,32,18.29668674870254,69,65.25253223944134
v,7,3.626912465147214,12,95.96489229685417
s,95,64.122555091178,30,25.44340971971668
a,75,1.4066908527568978,71,34.93508315916563
g,50,11.862461656773494,39,53.52183952361798
a,7,55.52693897955344,97,77.25010709701934
t,90,58.80544428836656,77,52.50778102953375
p,96,26.636828925829516,86,68.1460222773535
r,9,56.19928135260993,36,68.62948817538104
e,73,43.13814461802663,9,32.68700986586425
d,37,37.88006500604251,79,50.55224809783115
a,12,99.84775107156177,24,18.4026101593173
a,50,88.69189043198942,2,15.644667184842065
g,16,98.60623439236753,69,7.335116594333901
g,73,75.08230420111447,0,59.446286937813106
s,98,12.689040834457622,50,85.14370527395559
k,0,47.634824509818785,34,85.00414424256661
c,93,88.73348825130088,39,35.14381639824728
z,82,74.34134047081666,92,85.77007292669997
p,18,73.27659893468757,2,56.66303040257872
r,56,73.49930377642585,44,6.119628163635871
b,41,12.238222218233796,59,1.445088786186144
m,16,7.91311764474798,58,80.66033092533287
r,3,44.04311729897642,59,68.51187846968215
c,26,59.71802940812283,24,94.85320879002222
s,88,3.6043482685784167,100,6.9829472724098345
q,4,58.78306598168969,57,47.98877556746827
a,19,23.990401221659006,13,8.386119489132815
h,52,25.235414544927913,84,51.8440365070775
g,88,29.904815789858198,29,99.90268034649198
i,6,56.58809141736598,37,52.226927475746734
x,74,91.8650354596966,26,47.524700720267965
d,95,43.58523765166087,99,42.47927862547047
u,37,79.6264351860354,25,12.335194551314487
m,40,7.3374675779328875,18,40.72131685130942
j,12,10.57070054541034,15,42.06235036427566
z,3,2.998410589899969,95,33.57834184339077
p,98,73.87554041559362,77,69.1034679671003
h,27,66.81747162331767,73,37.723740088719815
j,89,94.9860888621439,69,65.68358173379868
w,29,82.91202308584289,12,36.40582631616036
k,72,96.5027422971139,63,86.35207026927486
l,60,68.1377412826387,39,92.57997135020923
n,59,63.25911505798908,34,45.257257784662606
w,28,59.455141403044976,62,37.110228074050475
c,39,71.13310858925644,99,2.491819646675464
s,26,41.52728003828682,29,34.91835671154604
r,70,50.87984420922456,71,53.63855746739693
p,86,96.48506314847911,54,21.16177813907879
d,56,63.720337335125144,89,34.352972594862216
q,3,12.67454209074681,17,47.47483051872481
b,72,13.06743011945548,10,72.13916239591143
j,14,47.53893497229787,2,26.167116763740474
i,65,85.48900890979567,32,5.272213583377261
p,22,4.482811146328514,6,54.480127890190225
u,63,85.01957597380783,47,60.70952635557988
c,15,68.96441076593294,31,74.77317056844068
a,62,53.56575687234599,37,91.33288265151603
k,48,14.249363603572363,68,49.64320768396904
r,84,76.39333635868958,7,55.333009049684144
h,56,28.43230701473941,99,82.67083486310001
n,58,76.24371507669842,80,28.67750600556842
e,15,6.290939575374255,68,11.224778746651133
a,98,80.46375379377308,44,97.26664216677639
j,91,19.975862546993362,16,22.85458519459417
q,18,15.968738727218124,52,97.71408798052613
q,32,94.53341400085007,0,22.320809321885214
o,0,36.96268896047392,74,36.988602907584124
d,16,89.4749457542453,35,71.1557148569667
c,32,96.26287625053702,5,66.44877092982159
k,53,63.48824808346131,8,58.299191790563206
p,19,73.34246690340545,58,48.47596646921699
i,0,4.549743720782907,46,51.28164945537518
a,65,61.788688325897446,23,31.086202427018815
e,25,53.24276422633183,31,48.7479770865729
s,100,40.87860302601389,13,3.4264596648077683
y,66,37.88778058127621,45,72.63908733831583
m,87,85.70617469805545,84,14.553405311271717
q,85,16.174765605811036,11,67.61628700076136
f,52,5.631759001497782,73,38.8178774675784
b,14,20.23839775571976,72,54.06036666266751
w,98,84.4223369100561,36,63.78009497635081
f,47,96.10268074657452,96,49.525143585914385
r,81,39.95763445333913,15,39.48670177027274
u,84,14.818631136976224,28,38.15544156941474
e,37,50.15720180697505,60,75.5690757090332
v,39,94.10182422085657,64,40.37811512388865
l,49,13.744019538127095,87,0.7186363850113509
k,8,18.41894884387061,67,65.36203917020867
u,59,83.04384382021918,71,90.81693088553465
s,90,45.07278381295876,55,5.533582195822417
u,36,55.41137494995484,48,65.89907907027423
r,24,96.86227349283332,45,16.89500255805698
v,56,57.27589407648716,34,59.22031376023688
w,84,62.22252594043154,60,84.44106103960624
p,63,64.12746141217997,18,78.01304572972322
j,30,87.23176790392552,1,18.868972673089935
x,39,10.148610760430287,72,54.88513649354096
u,31,47.88749235300188,0,5.85542016586772
u,36,42.21724512915973,75,22.99695216984925
l,40,90.85908512671678,49,34.9244574742855
g,58,24.601448881134623,9,29.310593866068857
g,79,0.27282961648842363,2,96.2952456880541
v,67,80.90114590460598,65,65.30200496842703
k,8,99.33721816620977,68,98.12120188171406
m,66,45.571219744388294,50,83.9967592788824
f,29,15.128864143212795,89,9.808706319647055
j,6,0.9617794992845652,51,84.62551947936183
i,89,71.47388960355838,12,59.408696096171965
w,34,13.05091940062657,90,18.10175650950604
q,38,79.52471395156427,94,5.2312587898920455
h,63,74.64385398441361,45,66.56368821958837
p,67,87.97823890027504,86,53.91955426700679
h,54,18.318406088797968,60,8.63989084102137
b,7,80.55957225745364,80,34.800016377103105
i,94,75.42845595512784,8,32.02448653425871
b,25,54.071072999316925,14,94.58766272453632
o,34,49.68929885792629,22,57.134574171632465
b,42,25.962043958094117,37,47.64789733002588
f,92,16.73238473878983,50,71.58335350483294
q,39,27.537861995282796,11,56.39514435630394
m,99,94.06720420141758,80,23.83201490901691
r,93,70.05933924203053,96,45.64276274677659
b,30,53.445450967587284,17,52.86467707876938
o,10,3.66355650428013,41,33.74289167204064
a,9,23.847772738750606,36,83.70781486496622
g,67,25.382129494286666,67,48.02391511431109
p,5,23.731502028785766,42,40.44655247002219
r,78,22.868823424952932,62,11.848291258750798
u,90,92.30033088410055,3,75.01600509535183
z,74,23.849655151559368,55,30.64429490906424
w,24,41.74076204239028,89,60.89966478319909
j,50,79.01710600965383,47,4.534246722959001
k,77,20.790548378110497,52,30.905788690751123
p,80,72.98001101224865,67,71.70177723473812
