P,L,Q,X,O
k,3,75.45140960048312,46,85.19181242724963
r,37,66.12744150401271,24,54.48127267592262
j,24,0.7547481548799362,95,89.49709361047717
a,11,83.75553379357021,39,95.16941611626723
q,76,47.27316819401557,4,12.965659481168256
l,52,10.35733046513705,44,93.02788506937354
x,53,87.62031956577641,15,52.164126419956915
c,38,86.78556468648642,16,8.420342576702378
s,66,90.1295560673495,3,67.52215265888528
k,79,46.46968654696927,28,66.93063368480271
u,48,12.888697373993397,74,95.00668789253926
n,80,88.76290856514976,64,4.54539166537693
g,39,76.58682631421706,51,71.8944838517551
k,22,66.6850082822062,82,79.23668006853273
m,7,90.43992077734347,12,82.37404803053148
o,26,91.62512236107617,74,13.184647983603949
o,97,99.11454814292271,29,42.74547971903547
e,65,22.44112479004543,88,77.12924631818943
d,87,67.6693592508802,90,39.70194533762871
e,31,8.0978663384337,10,93.68822579395597
p,37,93.42422049232432,97,70.9912852948838
j,73,94.63259189829425,72,69.43250374896013
n,100,17.56159207065836,17,41.32073362482007
k,89,58.438904251679325,49,14.986845514694524
k,100,40.86953432413768,62,5.039198247489518
x,42,9.461031282373057,3,52.218202750601165
x,76,91.23354007257079,38,15.839556737453975
w,10,3.756605100940935,29,30.530365864937593
f,47,29.09859234560228,23,44.677921191254335
d,79,96.82133046547598,32,60.27826582673435
d,48,73.25990903784113,94,79.91725098298917
y,30,46.05930985414711,36,24.495867035108688
w,88,89.5246846708253,94,16.795689824938297
f,11,21.653206151176896,69,51.58787419888575
j,10,85.02419062219505,18,4.861644068633764
h,93,69.73752737382344,81,48.897674652845765
q,20,50.616381188828626,66,81.02233209322318
z,73,57.57435310973699,9,80.18497616150563
h,54,98.78877862613565,27,75.65176324375469
d,93,59.88480861269113,0,31.35205787443217
g,9,0.8121893568344585,77,8.154401656436205
y,100,57.56077054621499,36,49.894607142242776
w,54,71.40778131799873,52,83.83148772958464
s,63,3.9600322406063815,11,34.488266128127584
x,57,37.28140007416552,27,56.70970437385186
q,95,38.08007684010947,59,7.897612802987764
f,63,59.56037936615828,30,6.093414639715499
c,13,36.35687442178741,77,93.58696651432587
p,21,97.18299968794334,52,63.69802632052315
s,28,59.0938698143757,69,39.90207126918431
u,72,40.43671746707006,3,18.987743543756853
p,71,56.83232888961306,69,36.27657062714188
k,14,74.980534998657,83,42.8644728291143
h,22,60.761777944874176,86,44.05017521976697
n,52,18.182781290686822,52,60.378950244112254
a,40,32.93626681741794,60,81.3656477905952
r,51,22.14449804572415,29,8.83010850013174
m,54,11.230884447225842,76,14.141582234965833
m,20,80.7680852318658,75,28.624358831104026
l,100,93.16161944028173,2,99.84567690886814
b,69,4.7587205258437955,71,15.350343533452904
z,27,15.806586029233937,21,45.60374539938199
a,96,78.21323852381397,33,34.28846365563744
a,80,3.6376182066061635,35,32.84965857970932
i,74,68.56258645219303,16,9.92148558549718
d,22,5.85034636752968,63,46.873060898428754
m,0,37.43281143648789,98,79.31220762757746
q,4,88.07976627391186,12,40.84883026139732
b,29,44.159760821586545,83,55.50565661543237
l,98,93.02195715190398,16,30.048873427679943
a,39,9.645456903204053,79,45.81086209033957
b,68,42.140632409597934,63,12.755214359380595
t,38,56.344511840268815,62,8.96830618781016
f,29,9.714329287284396,71,98.55107221034388
r,46,59.62683532296964,45,37.7273425900717
f,93,93.3888529688157,60,8.144618900946343
m,16,11.047749954109609,73,19.610348647691865
r,21,75.05193305704246,41,9.98931729498106
u,42,9.648059404550935,60,55.43861879459479
o,81,30.995561057500087,97,66.08850846590715
t,66,91.91478693105421,55,36.678241692900414
d,51,47.251075769620265,12,61.3142707083305
h,15,30.92833983597332,24,29.460419215737844
q,82,37.43575163347842,14,77.7558490481828
t,45,52.28830251266935,87,59.30499445532031
z,81,61.60063521607741,84,19.72020132247032
r,29,41.14793237532588,57,59.13978727474003
d,15,39.066355936123124,95,84.06258345014808
h,20,63.98465494584171,57,97.94898994196416
w,13,64.96430702189893,34,70.03417480024537
u,87,48.22061005123165,54,75.5954181171037
r,25,46.9845914271422,75,26.208226512238753
y,87,96.013490456812,18,76.36917784093296
y,77,90.14517443355611,25,95.71827657983431
u,37,23.5944007588495,54,46.475426733432315
u,98,92.99984658640074,52,96.52093118455899
y,87,7.337607101370502,58,72.02734501904065
z,16,60.74436106212414,18,79.9388559169546
n,22,96.65078340021485,11,86.91389584388725
a,87,48.76595285346881,49,74.28312125978199
o,33,31.034493710871136,36,27.880881663087298
h,89,31.65830464349296,95,62.85612816279739
y,15,54.68761340201825,18,44.5071810276425
v,5,9.041239709233961,8,27.835857398217733
n,63,38.44894548930803,72,67.38874674956364
r,55,31.448263207356597,9,64.6038239833133
v,43,64.24425254188279,63,39.0236738932518
z,7,87.88139787494356,38,76.57922623553672
m,22,70.9393596101477,2,65.6277386209736
d,92,82.30970018046095,74,24.169001897868668
u,68,25.84432576752014,30,38.174857504772206
l,20,69.81154269206039,0,8.077912064984094
d,71,14.982187601945274,57,14.530673355948466
u,71,32.31642876856574,39,84.87416865715686
v,17,7.405379488938147,81,8.887411405504864
s,83,99.90580573165929,55,88.24145083560065
f,67,74.53562542759974,74,29.0583072430307
t,22,23.11054784735983,15,71.61352526266882
w,10,56.96552063874441,79,31.024564810878054
q,74,85.46258109533287,44,12.367256865934383
b,4,89.64036374155864,68,75.14083586899723
z,17,49.65180760132395,39,79.98606629527654
r,50,29.423407196486963,83,43.15958013125423
k,55,32.31130774119612,35,1.5036675230854502
p,64,76.94480197499317,54,61.745906672379114
j,17,50.94639947753809,18,73.25196401354356
d,92,7.354030104387121,41,89.63060359452199
v,11,73.95944741170052,49,37.46493060890847
d,44,84.42199080303237,74,90.582439531939
n,11,46.58449711004792,38,28.607756024942756
c,8,29.39777780112537,73,1.932292843182959
p,8,68.81271859698319,42,79.56180363232197
o,93,85.69459613128268,67,22.77945506776996
r,89,23.821141917262555,83,89.8032044632459
n,95,1.681608046754346,98,96.76239080190543
v,97,30.644853334045486,42,39.71933247499324
r,18,38.547070093393764,59,31.89947470224954
n,32,11.645340576557361,83,7.6506540321019
z,53,62.237131699617485,52,88.87905389075878
e,64,97.53784719626077,68,95.78867315369736
u,63,93.27032719914989,36,71.2989235846286
r,25,68.6554625658879,67,85.09575233522139
r,47,90.5766144126478,12,41.76069222205986
t,50,29.091449159787707,99,20.431151211262677
z,68,16.59871725877904,53,82.95483706978872
w,22,26.81127932243559,83,10.195882090967622
b,70,6.045448836493195,89,48.137635430888594
d,15,28.06599653905335,92,47.490713074028044
q,38,57.75680372450923,42,65.54695857623443
c,22,61.477297871200335,10,67.33519859122804
o,82,24.828133400054174,84,39.82902829980184
y,56,22.98392927420615,42,71.95620280626429
k,1,80.90276648269972,38,88.99597217552184
t,24,7.275451090469376,96,43.43958286132546
c,40,45.28622052386473,9,3.500780003467463
c,90,7.333834704884056,40,86.02079482684644
h,25,13.656551189625043,85,38.37051771042478
w,96,40.51873661294587,93,27.91520231073823
g,0,46.58350917196443,29,77.92719108314661
z,68,49.58211987691045,69,57.7744681787688
z,33,83.92232433699466,5,26.699983058286858
q,83,33.19260174707361,25,96.63737823314473
p,92,5.390038404512665,66,31.602813492266634
h,97,39.80596901142901,17,73.4608437870469
j,57,70.30509419477006,22,28.66559045418714
v,11,89.41280492317739,25,96.27412579952191
v,50,16.157446053004698,96,17.985107311300684
o,80,96.0600864598378,13,40.55828303618224
c,66,80.11516367015143,90,37.98583079610985
c,47,95.69647352951358,21,71.96667191457136
f,16,58.36007126520766,57,26.416052476750806
g,1,85.60785697033728,81,47.77213034097293
c,13,66.8237453844394,69,20.67433221235403
i,26,63.952267139174445,10,40.1966760981619
h,93,49.75468391823941,41,18.687975566981564
j,18,17.037993696376596,12,18.811334340182352
j,96,60.55995242832167,66,81.50521610081825
e,33,23.91807091412036,100,77.86865248229753
u,66,81.57642718107347,30,26.796782406658625
s,54,60.6529142398375,97,23.631836675224505
a,7,3.836320839931562,21,54.84260910247022
i,10,9.55087085504369,35,80.83020556533133
c,21,0.8968240230883828,98,44.96840324702909
l,17,34.937645626700274,61,15.86039021025023
h,49,54.576314712959906,96,87.33753614212311
r,77,78.45528329166136,16,40.43286245107103
z,19,75.34988729345777,40,12.207541887453887
e,96,64.79624353847129,21,83.5804608292544
y,4,95.6627749051801,37,44.87846244192406
b,16,94.38421721135622,9,58.71717630700882
x,33,28.635777400628402,100,21.509490414706235
j,0,47.83421484070902,46,32.25508581878815
l,9,34.07936317090379,33,86.49403338941362
n,48,23.810520914949407,33,53.46499003655285
f,16,81.17452892791647,90,65.61503155098521
v,96,9.685978154668252,18,74.54163756788529
o,94,25.243685313978236,52,90.40266862965875
z,59,50.838822602017906,54,93.46259546335314
g,35,56.10440488202594,97,58.66110170128649
o,73,22.796117679809957,35,67.9290926297392
a,23,2.872873148601729,46,28.16488971912685
l,10,56.96456168349005,45,85.46927979088737
z,54,20.236603086869074,89,44.204790841781325
m,68,29.405251364871788,13,69.16572138242162
i,11,35.71376584405872,10,88.79295546726614
d,57,61.59507818754854,41,44.402003379019604
h,34,33.367740361773976,62,84.04636319783312
y,20,84.30931426805034,24,8.822708114197908
f,94,98.27413138432263,4,57.23129746275251
c,67,82.78621080647434,39,91.47323255924164
z,45,79.22810984177656,31,48.16839046736708
e,80,22.523484801496963,84,48.130737651900915
j,91,69.65656904868843,45,47.32170716348782
s,43,10.345662637670905,73,78.4887940066675
n,42,20.133158274196116,81,67.89164993874815
p,3,13.335801286779535,64,5.879212463570338
n,78,4.115537709213502,99,72.39170284742492
x,77,0.5499974167471944,19,94.02110179411007
d,6,78.87251395946664,78,20.3405284973716
e,79,34.42313677031085,77,41.23373276192902
p,3,86.61353940236415,73,3.622846248070344
l,74,59.121337823282296,48,48.969645355454205
p,18,91.81537629580802,100,67.52872045761711
z,4,94.59737764404964,31,77.92708928507847
g,73,59.35098703063226,41,94.14252867083462
s,28,18.296412119163396,15,70.82303704030998
x,4,8.018862951936367,22,62.82551349078551
h,54,51.075517783556236,34,71.92307685824537
b,72,64.74587026520842,20,41.004455101472516
v,7,80.76243316148184,76,86.15470703436193
a,56,61.25420024215086,5,90.99435093937534
g,66,38.83945614898327,89,93.74574953954205
b,4,1.684210579340606,21,1.9553355769300729
v,52,90.32819048199502,98,95.99252774007972
a,30,59.93523142939126,13,30.692112139462534
q,39,82.20250477645735,41,61.179112292856765
e,84,88.57774844569177,8,34.10831736654478
u,61,13.142834331294983,79,76.28584797074988
f,32,54.60443596316091,83,34.12874623932881
j,99,83.30763062226826,65,52.936543493748935
a,36,73.4825243086682,82,54.391845192643274
u,60,22.209292658212032,71,81.72461709795964
c,36,53.66544121715927,19,65.57448465244342
u,50,2.9768889144322186,7,84.49671198163068
b,94,83.17894929086242,76,55.66851857302096
k,10,91.7054939510174,81,11.692176405780364
s,11,43.29605532044408,79,26.5561072408813
w,26,25.376787726110038,69,62.60382888516506
j,85,23.99910981124641,88,30.234427028710474
a,20,7.8611985285876536,55,61.87402615402674
p,65,67.49759733081014,71,65.35833658084826
w,89,38.75024685285234,58,55.04507025974637
x,95,38.060035623820475,92,56.9133569242866
w,64,54.00577052559478,52,62.24196871117202
c,5,56.150167321868835,12,11.827291275363027
n,94,90.59156069907284,15,79.36138670573636
o,13,41.60334940497377,20,4.9501977477963806
k,84,51.470995633649686,57,18.084811856421112
s,44,43.13540265564364,42,63.78894170196758
k,55,42.70318146974304,65,38.58382364515502
r,67,82.50140570950492,71,5.380249711158658
i,22,50.66574257912089,76,61.21621897043356
d,70,49.479092073933884,34,64.43322893125467
m,44,95.85629318205663,98,8.996686304122392
s,73,70.26420217134662,48,18.6890208073217
k,23,8.5843334021386,18,84.63465576564413
i,39,77.67764023724331,32,34.47872240562212
y,3,53.88056776449039,67,39.9291064029757
r,19,89.96187249322118,4,72.15517336723852
d,62,41.59159306579803,67,57.87665604274756
c,29,76.04387814046467,88,77.90224422194754
o,17,30.70847277254606,68,6.930547052340808
c,4,90.21150780681799,59,79.24174053013486
r,86,16.81453177004759,5,62.66353962490605
f,80,3.6753121575807457,92,6.925723914386117
p,34,75.29198942401864,37,95.34157930008809
a,1,56.239896278461096,15,86.2102938878141
a,58,3.7391360558255093,7,2.7396985014224273
s,91,89.79853498481143,82,63.62603615055343
v,66,64.94519999606494,92,87.57490005330231
h,21,1.8413540454126909,91,58.545765558639985
d,22,64.58701942738084,40,34.981287164670974
p,5,80.67755569415867,62,77.27131536672438
y,84,43.92472526884548,42,33.124180665359205
v,90,63.093903514115745,7,39.2328640177493
y,58,57.41957734908256,47,93.36970783895502
h,94,53.530173120731085,99,76.09365669410415
z,91,65.60110301927766,73,8.38260536811809
w,37,97.23085903955928,71,43.24743873326086
o,16,10.72800560614896,97,85.92642155140997
f,88,91.58249962213043,51,86.16003770946416
r,21,74.88605479086353,66,26.546278300087277
n,62,53.55867910759565,71,82.940208684609
u,88,69.06332054352241,7,9.002676609470306
g,40,54.29689314004056,78,15.716886837869716
q,60,42.59426290738326,46,37.833706383848565
w,83,66.66059165170776,55,59.40451950916383
j,76,72.25087664055043,23,84.74631987711328
m,82,48.79893605164539,81,14.512696018910887
h,70,20.741021153951,13,19.271576463948403
w,76,62.27651800950008,63,1.879523319062859
k,94,64.41219490039988,22,66.91897030715174
z,99,3.7375595341309853,32,28.70443508871372
t,69,72.36251489934438,72,58.15266050707658
o,3,48.00995691741588,6,73.50581363004439
t,39,31.696479398970457,71,55.73428003436881
i,35,64.67957310951643,63,17.405286854504354
g,44,46.012468795244,35,10.959900045809178
t,50,76.84575350293646,76,29.054096073897227
c,88,58.50096390577117,45,99.19736131438195
t,97,62.8822850946405,70,71.33916082275911
w,35,57.435220856681646,68,13.479650270894993
q,75,58.47321183502444,16,84.79446667746285
s,58,87.31136958062869,82,5.501749347713581
z,6,22.710984342654562,13,7.980690033901217
n,5,93.40271418899982,64,72.5112427035343
y,15,1.1824545485496607,50,86.69927938115046
q,33,11.999885630998463,72,94.92957440154613
g,98,44.38001975853456,94,47.39738356278406
l,30,79.72079896593675,6,68.22340481124026
i,20,89.19632279013538,58,17.74111843257613
e,78,45.31951295493324,99,73.94103442880528
y,19,9.19062874938168,16,23.60121844272364
k,28,72.37739421815925,53,48.607259698687244
k,64,7.169859715591453,100,81.61062149796864
h,44,11.015880314202475,60,20.16467822840471
g,94,54.451804230517595,11,52.739137272959034
b,61,35.61640791732983,22,14.23861865610625
h,18,33.57053481485336,85,90.52762148423943
j,35,69.45199991830843,87,89.85572789599959
g,68,64.22105261368189,60,61.10536890084032
k,52,78.97866395144096,20,19.77024604064844
l,4,81.17241260450929,24,70.00277535499039
e,72,53.96018025931376,29,44.14837943683354
w,93,69.59818381312952,9,99.48564179227385
a,95,44.0953155849506,23,71.64925009259807
u,10,22.986503374953205,100,90.76220425974049
r,55,76.21207806796512,15,46.702895626023164
w,54,38.853119959611384,64,94.62834703613167
r,96,61.37435488234792,100,29.760055370252335
t,95,21.496860983112896,41,64.68547712273266
k,53,15.619632342537004,11,78.56411709817073
m,95,90.12930229356779,59,70.4757129996687
d,29,6.226840640167131,58,52.36635260615979
w,13,49.2901666185814,76,50.48344115965707
v,42,57.658821600053486,74,86.60203186377187
m,7,32.93177445882564,20,8.734170734726066
k,98,98.97909670686367,8,96.88202104312798
v,11,18.37173365915332,61,4.307109932794462
x,50,65.35312064782511,64,4.393211501774374
k,87,40.494601865625704,16,77.73637049451922
q,35,75.27856235188483,59,45.61862257035767
a,86,37.32069057258782,64,18.076755498624188
y,13,67.88733041030606,64,20.93563068417622
c,90,55.13853261351019,74,37.58159741265759
c,97,35.678301981776514,10,85.432941563303
k,2,20.820163321263262,68,85.54951062295811
h,28,66.30823777195893,4,75.29323619745013
s,67,89.33056551044044,77,78.95567152517076
k,16,51.5942419572921,10,0.08309654054208249
l,30,48.813248910297105,61,25.504580373828478
d,77,95.5313747968929,96,65.81275236537822
t,77,10.334225160697653,0,99.33504310705366
o,72,28.975497299980223,22,98.58084462255411
z,54,22.461001589023088,69,83.01406326486314
n,68,74.53902761797815,89,93.23155763425602
q,30,52.34904405818942,88,28.821089549566747
h,89,38.54673415876791,71,72.32501803067808
h,18,73.66917792012062,18,51.78482512886408
n,97,55.37741154690955,97,25.60783989502732
z,5,52.63981760007711,12,5.276648962262609
u,1,4.402796127442111,7,27.913494635285353
o,82,8.490642790572544,70,76.24479521116575
u,81,79.75470235484721,15,51.523505331827934
m,44,6.601692973968731,99,25.72640981665648
p,29,29.635478778261604,83,88.23703168758344
g,81,59.30072288287478,24,46.207480414961275
n,6,11.574515111448147,77,93.24029267587356
p,60,96.65470603261353,77,94.39177156466151
r,94,74.11558071402494,63,13.296898539454038
m,33,80.81240529755755,51,98.79878711152438
z,67,20.510719977712142,83,53.466960273151166
n,47,71.14336706808825,7,13.744834668404238
h,96,75.1964603555349,93,70.38674713753409
q,93,57.80920202029425,93,83.01787495780584
y,19,15.141202461022573,34,99.1664833756165
o,88,58.774727979186615,60,83.18747197837446
e,55,50.68623690578416,56,2.5516440845881228
w,29,32.16726593786904,27,36.51905957283723
f,54,34.312556469271186,23,69.72245572543852
t,44,72.78373683827142,93,34.35544622997303
w,45,24.825743414988377,69,68.52870298917878
c,45,13.463771158550852,44,15.485108226622568
c,54,69.83112709484762,39,10.64554350513519
g,72,77.1016591665876,14,61.252043700834335
r,2,75.69230861573308,94,87.22602253836322
i,42,30.010421759023654,60,95.53438382452045
w,70,13.04853151601515,84,51.05407297334943
c,38,95.05465020778053,78,7.020074017918143
r,8,43.55362567939333,4,1.7011977877003481
k,9,1.6656556711545645,18,60.298838874453644
j,10,0.05011288867068364,96,39.46117627857456
e,51,1.2400023829201356,87,3.0392321780197573
b,100,6.772005935001291,12,28.959612843711568
x,3,13.860646356997163,9,81.25848553336323
y,36,62.181420507984505,16,9.591086882942045
b,67,51.45596456760288,24,49.72798938685106
o,9,5.404478666221612,40,89.32197588282162
v,43,87.12254625324988,32,83.68900599045264
s,48,66.87275084520303,0,7.313653064902848
f,30,89.60382585580008,94,82.27938827711529
i,80,63.95388741921476,32,70.72820100209368
l,72,58.00629586864356,70,32.806221624261234
z,34,46.90488648323821,31,17.744000445930862
v,15,50.126631042459316,88,58.48877055192998
u,66,37.081452666829954,27,82.90799534062899
c,50,13.945569590147722,80,82.15164301321703
p,14,26.021893023525056,2,60.53791905515118
d,16,92.34030773055642,76,83.62605184325915
y,8,54.180698256269764,79,34.335980564522764
r,1,35.55525499597248,7,75.97409891166562
r,72,12.350717051962423,92,57.00915496513797
o,85,72.28458765987172,99,47.699208065612645
x,40,60.123310669332696,85,18.9914580916969
b,22,43.810365013648465,67,67.26954122887011
p,84,94.45862364350148,64,32.21214089486851
t,77,90.96140399342364,22,29.867322109608363
y,45,81.91740823043591,8,92.13349241569514
r,66,66.57405921581989,45,8.03421040347665
f,8,26.67660568141159,15,60.14049507488068
n,31,83.52825225690616,40,14.687263706139031
j,82,7.143049523646605,53,84.90841907075705
j,87,93.76784282369313,8,65.95840092068877
o,75,22.060241950029514,23,32.62055517043658
y,28,73.96516406344858,89,93.54379007779062
j,24,30.54209671471273,29,47.76369375464067
q,91,17.53742950885456,15,29.5441223798944
w,19,94.46379674169356,24,91.01338574476584
a,15,74.62667410876222,57,10.849033348141868
e,49,18.44090948851139,81,70.6785998161202
u,16,96.90873991666639,91,20.417622408812107
j,26,67.14366808056052,97,99.96266311069907
b,68,64.48226187438159,71,59.97889133495518
v,89,31.011838486324837,22,42.0643209029067
h,25,43.18468102244345,31,26.04931264955095
l,88,5.7979402855430795,35,82.31715549279993
v,85,91.1613989673619,23,67.12389611851304
u,63,61.42289332932231,39,16.64080948176355
z,98,71.70947416181261,17,20.7775202111956
m,84,43.25498959362086,86,10.368662532807349
i,14,50.35041384294969,37,27.39948167746845
j,41,30.80578268836239,55,68.51351143756543
s,79,48.36474139616905,99,0.5514449899765905
y,83,7.335334269421246,41,5.227188155615147
x,97,8.686811216923484,42,73.50753022021719
c,2,60.03338740952714,32,90.29784641178658
m,80,49.04966468255393,36,20.40865790405365
n,5,51.19339765422515,54,56.10089583030038
p,13,61.19675405538604,55,51.690883485380624
t,93,47.81435356866235,58,74.35414248050945
u,32,73.82729897196859,14,99.27937035374391
f,29,7.569658789278999,13,72.3797896572229
u,91,19.221227312989708,10,25.79935082710999
w,60,70.18249067240264,23,96.59596257741063
e,55,66.8822487131801,28,93.52003341972649
