D,T,O,G,C
b,94,58.38644589150404,3,23.22689861486229
x,62,67.15241014876034,7,29.53269524122579
k,31,4.097455321813515,76,78.26745089531691
j,19,1.4048357823424062,16,40.4608195056973
y,77,1.973243138845604,99,88.84460018629548
v,79,26.537667141226827,62,25.634590960081937
p,16,45.272933664618776,8,60.56003832468432
w,21,78.60011923729752,3,37.56643244924548
f,55,84.82838476272462,13,89.4003680861577
g,33,17.991379831058584,82,14.923400720346224
s,12,8.589956679530763,55,11.936208143177618
j,46,71.90221437785554,31,6.769767366671009
q,47,70.81756733415659,78,97.57320731683112
s,49,95.05539348627346,54,37.82706436600846
p,67,75.77605187026325,57,19.991028274300582
n,88,49.211239581377576,75,1.3869570582418222
e,31,94.80900985359638,30,66.9410722790806
o,67,54.12441912958167,27,87.97519536978523
y,92,7.626118287461614,84,72.62064761862591
y,65,51.55223617762103,26,72.05707142077263
v,36,49.905722209303846,41,99.82232944869105
c,68,24.61355093109342,29,97.27900768327532
c,69,76.03190301563697,26,29.72190396559563
e,8,35.07650150469627,87,43.39057658119966
e,20,25.866509099994005,14,20.66587316691687
w,31,80.43129572121016,27,50.57591138791979
r,66,64.80752635618717,12,45.819191328522976
e,41,80.64626160853443,65,20.435168230615584
t,75,21.024135916962017,61,91.89455641952273
a,95,57.86060879422988,86,96.75281944772932
d,46,80.3765805591014,46,50.437768302622366
k,77,65.64099553965276,11,82.33785457719819
x,87,76.24373482081613,80,14.880958722086557
p,7,28.445634637149908,62,17.20854244166572
y,95,41.65950540913536,98,24.30944269963652
g,64,19.766555644400096,59,85.17626912273785
s,95,93.9813801975769,67,8.86334839957671
y,34,25.764403732917962,21,73.15939862151957
x,44,20.93673117202044,19,49.92266281196962
o,60,45.142932660861455,36,62.33263354961092
w,32,25.342934199931243,2,25.852267077272096
w,86,62.436423037997926,9,44.06218971271956
j,75,22.72524035009561,10,99.61978634921286
o,8,23.000457658236694,50,13.501019876939734
b,6,4.331099198679045,20,68.34643952380824
i,35,69.59592860648694,54,64.20838788006365
o,52,82.14805025784273,66,18.7747284655998
t,52,74.69014385673601,27,42.048200911029646
m,68,4.3771044124386815,89,28.711677384676126
x,70,51.26856722813214,34,2.990188855437781
d,22,18.63411557374072,95,1.481164369204102
h,82,82.13539702698056,13,47.828831798673974
k,50,29.346369898397917,63,49.52226562002787
u,72,3.934556119313204,49,34.6532927518014
s,71,81.55780858095554,22,40.55569201881135
n,37,14.573963908401543,15,44.85507289767248
r,16,17.158264673106814,34,49.972745026377865
t,100,43.44074895801163,13,64.30751044489502
g,45,99.50320454432836,73,12.652030637942902
j,30,91.29108130996492,10,40.511410758175195
d,52,94.56419468829279,28,56.88689643110034
j,66,56.78680622717708,81,33.17805293171613
q,65,49.102169610448954,12,0.9963120846174234
u,7,13.761499865012016,74,45.04675950602576
i,72,27.889247083919045,72,25.886796088025974
i,1,18.870825488868427,87,54.69990221504375
t,49,65.48036868379172,8,36.25092286398663
g,68,78.4333974440378,82,63.99218995748126
m,10,65.6585246769641,71,73.7951093615684
u,20,42.98172615785265,6,87.16098590159817
f,41,71.94593023107647,69,50.28161457464569
w,43,21.415579908271,61,36.53233955168034
v,88,31.22528242375737,77,28.43082521438369
u,98,39.2635860736259,7,23.273536865009802
e,32,55.7721059513558,41,97.25880357651803
i,24,64.56852157475213,77,38.156286617731425
a,82,65.29042204951338,23,18.394520855456676
u,29,41.00591988964625,29,98.43089883579282
a,74,57.885383912926244,85,28.243653610423237
u,94,32.76626677270229,49,58.73229572279859
k,18,26.319725141473892,42,73.07098009674986
l,43,0.46860174021705614,61,82.63452852001335
n,60,74.4827452956703,19,66.44440714115916
p,24,58.29184461076603,75,85.058775554432
o,99,74.87710025535893,85,85.47456917567196
n,43,51.264154788101926,62,12.874853378401774
q,5,66.52613768646461,12,55.521426386033276
r,35,40.48660853466083,27,14.171983473975269
x,66,82.62492373151457,10,85.10297962666668
i,84,69.68379589688976,17,51.93781882640732
x,14,37.645390659827484,0,52.946774067768146
k,99,33.997219803983704,90,7.09537805231395
n,100,31.55525651336928,95,5.526167798687299
m,65,8.84715041896511,6,28.452736698607893
k,13,32.340677165708186,34,77.37925699149
x,31,91.69199373530597,59,18.630124573504236
b,77,17.038499502142677,1,48.645334345014476
y,12,67.78176855227059,93,99.5346948369044
b,36,83.81931273073535,53,68.73207697085951
y,100,33.77414626808524,54,32.92548686021799
c,91,80.38103214771365,36,68.78636034839684
c,81,54.48692470177977,17,48.07768261462147
z,41,33.470862247868126,9,67.81444189464561
k,62,91.40173102290444,94,69.07154597566084
q,41,27.00326706655406,76,1.921036711766999
f,46,66.82363104120131,50,58.92980388506077
a,26,20.210033785864734,26,88.91021075439669
l,42,23.279366258518696,17,15.55555504623446
p,36,28.67802911719517,70,43.360375026437914
c,35,55.20043607378797,62,29.99083841858955
d,59,69.91782127347828,24,6.953774763015508
e,27,37.149606862506204,56,23.277931418441856
u,80,75.77090239347356,45,70.26180436961623
v,79,26.981917644875708,47,36.210778331260286
t,40,81.08696904211003,47,6.394675441403363
f,79,47.15280167106185,25,80.42436346032227
z,45,75.17566015766457,40,63.89467149620106
s,36,82.74417978324158,5,77.45083371473238
b,34,71.19761480083804,41,47.73576361820923
f,99,97.81413294612807,13,87.93114378332331
l,56,89.55061403374563,84,52.86103943883249
v,21,57.00581953720389,77,35.90554381772304
a,28,95.4556866581327,92,82.52120052789881
y,85,69.46069579127034,62,21.806793233781995
r,18,17.089465800613002,71,99.04437157415859
m,29,7.789859145664968,38,29.19987726433363
m,64,38.582054573366605,88,52.63498330298931
c,72,51.15180928260693,22,12.694047419641151
n,56,73.22475123014081,75,38.56706472911414
o,17,92.2067399621745,56,82.32795530315194
a,51,57.538982099894845,62,78.17949973344436
r,95,17.962778780783996,45,18.45020292946217
y,63,46.58390354090901,67,23.34458403853269
m,78,40.72481125515808,74,36.83810267123692
z,18,91.38241089277886,11,9.039653631425537
z,24,95.3079486109271,9,19.922218670134097
d,30,83.11768817323858,34,42.63620536094931
s,48,96.03057117545198,28,77.98074900597912
p,87,29.496386907639472,29,99.05986101935427
r,88,73.78301641820649,36,55.47681708548109
g,99,77.57624936202683,87,40.73491949198016
a,93,73.82014966428797,38,93.97088844581431
o,64,56.91472642986408,25,92.94403516963175
s,49,32.0373339989835,98,3.1333345839485216
w,65,6.513930757323938,28,31.46492187088532
p,3,63.11442717783918,0,9.285204099322176
q,42,99.62346403418508,32,88.9457277073467
h,57,40.68220993260787,26,23.556803297879082
s,70,30.333150661607345,21,67.22273794562707
w,85,16.325333340277858,75,31.71600757669484
b,35,83.22332172621975,25,66.41214747012224
g,48,47.33018916718913,33,49.86761717943651
a,32,28.540959444091396,65,45.148521441721535
b,41,77.32815177986937,86,22.65387912158746
a,8,71.69747131988325,27,56.04169857384884
p,30,72.55617419310306,99,54.39469142652074
b,36,74.5049129168399,28,83.50055563196103
m,58,85.85490397903519,99,63.49165382890487
h,81,91.24561854869178,52,2.151835797509516
w,46,37.60171540040067,0,8.345320295345193
q,37,76.80031305534524,65,21.40978012947642
n,11,74.60214925021803,17,78.69360698740225
k,45,47.187918205983046,61,23.17196349059959
p,52,64.42694693811283,18,48.78261209283684
i,85,3.702665773962477,28,73.54541259466674
d,52,48.49011527438067,48,8.827761856353222
h,37,78.90696991277551,22,34.1450080416693
m,19,75.34655079424073,73,65.55798566456919
l,89,50.88260728802312,17,88.41643080869795
j,45,51.24846729561878,35,3.4511405708769205
m,6,89.67298029155424,73,0.584931201961747
q,96,13.969293252819604,14,63.751960952459875
v,43,43.956934197658946,59,36.23843365246705
v,4,56.957119506559884,90,49.81975388379314
k,62,36.979526117913395,64,86.30241902442356
l,82,11.635311400902083,33,58.76169563861096
j,55,81.97131469265956,15,11.031600465736224
d,97,63.27308930078539,27,83.75743448957671
i,17,61.20640654206315,27,73.97379491539655
g,39,81.26932892030929,0,80.26495817872927
o,72,96.80613913978807,36,62.79007113809681
r,96,43.463544711239955,88,67.8854629679901
c,92,80.32275032044028,42,87.57927654588151
h,74,72.71996853015519,48,66.0237132639291
y,7,69.11307996703209,28,86.63048742525483
h,20,87.87224043885912,80,36.14175244269895
h,73,77.73809545077484,30,5.033829115594656
p,27,22.030741339182313,66,26.270047254004492
h,63,27.79542049938819,14,72.6143912267491
d,30,1.8783743118269913,48,40.79959440618411
w,100,11.358447922948823,81,65.95750502455759
v,25,27.02768893019607,96,62.085800898803434
i,94,80.60249471535359,50,88.68931700679768
j,17,27.32180539792357,44,48.034506661843736
s,28,14.235173884012953,11,88.71257815663873
r,85,52.88267321608231,8,52.6334986212212
y,39,39.225061836628406,73,29.74856317416289
w,58,82.64618528483682,50,51.95315702436039
p,19,30.384777746028636,18,37.83359018275784
y,51,78.33088439614893,26,13.409063198428628
u,10,80.90502092835226,96,81.4242990721497
z,16,9.616837856273863,46,32.68415712858652
d,72,60.14002110225174,27,64.49826087291363
y,0,81.92688049153263,81,40.62940382961507
k,8,88.67899374005047,94,84.8898528055186
q,62,30.75599009507969,41,87.28444810222456
v,18,38.16358891417065,40,96.42322400680247
t,40,63.20544975384349,5,11.900087860692354
o,15,46.92239359674525,37,30.644734772520522
t,47,64.28517835304521,85,94.69912415389453
e,24,16.10307459105924,67,12.48329137251385
m,18,72.63778648530284,62,25.488566364425967
l,34,49.451302156865395,41,26.72733221331707
m,43,12.558927845946977,91,62.00649372854414
w,11,11.325844875244517,43,4.273147994066317
n,95,91.06072017800112,14,25.316300953654313
t,81,56.5137654962965,41,33.78926167998292
h,64,81.88861238243715,0,18.88222839529866
c,41,37.18053279805284,33,81.73611753145194
b,45,76.93049268527984,74,20.600800707905275
k,75,65.384534398752,88,55.248009447611615
u,53,12.353990794398872,44,85.61559511191994
k,62,35.852332889355566,49,72.69769090795845
t,58,22.976686457306183,25,3.20377734566224
q,60,79.07840597117824,72,2.446737255734932
i,75,21.347523063877038,12,68.40181345773404
i,1,67.41394246052393,67,78.32841591330592
r,94,33.198733513102205,19,1.3669677136525338
v,6,44.687446071855575,96,42.365491637767846
g,53,6.377312517076151,89,38.5152713202087
p,62,56.488145325851804,81,48.829189886163206
q,11,97.96055558935693,50,61.948615045403756
a,4,34.935266363457586,19,55.71831185300214
h,58,52.07718620703812,9,48.537021684032354
u,61,21.71720483401849,39,53.59849581664105
z,32,59.90513563864213,78,79.59085487878961
c,8,55.74392995457711,27,67.17658771689322
d,56,16.919933956157863,52,47.32337242799108
y,78,0.7526551819300398,89,98.86560714100968
k,5,96.47310597740612,52,27.074748267586212
s,64,7.7441094380650615,100,30.50982450253158
t,41,97.84985160865118,48,35.77954770082847
f,64,27.759819753871497,23,68.05345426077616
t,69,36.8378419092714,86,31.006621875697604
w,78,95.60141147726787,44,19.283605917246362
o,63,14.550879075482959,29,15.400215345333956
y,30,36.882584185555224,20,71.72818643581999
d,59,80.6573883748028,1,87.02734420960313
t,71,72.02023643718661,98,84.00128341007495
h,0,21.535272622452716,13,30.081941788003252
r,94,81.67522279817312,19,83.7018624960109
q,17,32.943879501212855,63,70.49090188353183
u,66,95.78253881766433,75,61.63832538236914
x,15,9.025452678092105,84,46.261186424690635
e,3,67.79435987603689,79,41.47568122793247
g,66,22.39811972526934,66,59.26792458277059
v,2,87.79367615423659,74,79.33281269714695
r,49,27.603858564208217,65,53.17839275529279
k,1,53.267802444131476,84,92.18920162820815
a,4,43.49528432799321,71,9.258213026684103
d,18,43.26011769595945,20,8.596801738950788
p,71,89.5424998110784,40,0.30222177930920857
v,36,66.51520741164275,24,6.461200926588728
a,17,50.38900573766999,13,70.55970292232313
o,39,34.29166645511052,34,38.89369541772081
u,6,63.980060981956946,37,58.39009021163554
n,55,29.84365989641542,31,58.51306526615823
s,83,62.99687206250139,5,37.59293480645043
e,41,70.98259021330115,71,25.97533964798758
f,12,43.077972010823714,65,79.5464111288792
p,67,56.59368707353957,62,93.22549445716245
u,58,66.34873566624192,7,17.30621296771009
v,41,97.51351017382918,35,82.27826383284999
g,31,86.86492143991691,64,95.97536416869265
f,82,40.70314257637905,63,45.32858038757341
y,100,12.192933601102219,72,91.80450596807614
d,1,76.39190469107355,48,74.74185995921704
m,36,87.82635528166716,51,22.55029519265188
a,75,97.93189812908571,99,72.68179300773173
e,53,6.480254380086392,13,98.47995877188619
f,50,66.5377077739719,42,58.46628704430687
e,2,67.26031113194382,53,10.314297423460072
o,38,2.322940592231648,93,90.99459285336296
k,53,92.46584732478176,0,59.714582995753176
q,38,60.483647782675156,96,2.0600784750963608
j,0,70.57156161530297,52,21.829582555182125
d,18,56.68131579969861,88,11.581287047230315
b,25,92.16226050045287,57,78.21738566512724
n,39,6.137476566506428,92,5.5569477187286225
t,71,26.40769142205095,68,99.94890608139482
y,4,80.89405256653906,64,30.209783362323005
u,79,40.5859495474311,37,16.0649042141072
w,83,71.26838262341676,30,58.520187992400764
h,96,94.86847316962466,55,10.377935427819851
f,84,61.2547690563074,30,55.647747580428074
m,51,5.590986325682589,22,93.16453617716215
z,59,42.073023917002196,59,84.37455653739102
h,53,13.76581286094244,88,2.697603060172171
r,33,21.576949158744142,97,39.23779222962461
o,69,52.92867782430392,79,44.42588730175271
r,60,85.22095418861221,82,17.87695172299213
f,10,7.6852489345769825,78,14.145265272780271
i,98,72.69397212621207,48,80.44451712294175
l,23,4.7699056168290515,78,22.595063754431177
b,20,84.5392723960288,44,24.58427462681094
s,43,26.632673373868165,53,25.12679655834724
p,54,82.47812425645118,81,14.859082416911084
o,86,47.26103184286905,7,48.04085775209867
m,64,20.73363005776987,79,26.26929170586442
w,17,43.2016897897787,93,95.37155444686461
c,24,12.171224642567047,81,47.58767913950723
t,36,32.039960241536335,24,20.153314781793153
c,63,36.83741989331666,3,24.04137591354073
p,60,95.29404718540188,8,21.94301783812167
b,59,49.067860565845436,1,72.88042318452705
e,22,85.10499123161453,9,99.48808367036318
t,20,39.38979988352352,1,29.081783881230216
g,27,34.84685028273516,26,25.350572410292994
j,70,48.787633389238394,61,50.45309074943074
v,16,95.81694612065475,55,47.57066853023231
x,8,25.55334088485075,49,88.4639926332896
l,10,34.67480060678481,13,24.33589464259268
x,53,75.77114955945007,81,64.62309907802583
j,29,58.171302893899,59,81.71530956644881
e,31,47.83963909627791,0,31.034491738396632
g,28,6.7146858876337205,81,93.88050968991804
l,44,25.247870622477286,95,25.21394288150961
x,16,64.20007738516563,41,56.152585406889585
e,39,49.774411066278134,20,18.898012543988585
j,95,52.98487730998157,18,37.710970695003255
h,87,25.02659417534403,44,4.3743926300712666
l,74,37.072677054696136,9,90.19663696434095
q,92,39.15704070063415,72,53.08972565335004
j,23,12.453523520152343,95,55.21555348057746
d,0,48.63930186366242,45,0.17799374183850025
k,98,40.636192017599335,79,57.44079998044979
w,87,23.98197197978984,49,88.21818477069095
i,75,20.88533172978523,25,27.065645693772332
l,31,79.48477723562621,38,17.380303682172414
u,94,84.74712365335583,1,5.151701085752891
x,0,41.14787975314351,73,17.512639296109256
n,88,0.671261694858516,59,63.842954304554155
k,41,67.81974707874562,74,33.61485168842941
r,45,84.73918639932447,91,55.15692489902753
a,57,11.916553306702882,66,61.752519537841934
y,19,6.504967915530136,80,45.07018700717277
d,44,22.763246088964184,77,79.29192860053384
d,46,17.261058443610278,81,11.831949466197155
i,15,63.99812273053816,48,76.25195246973132
e,80,35.704205677915226,75,34.02391896758478
x,64,72.89517779173337,86,59.38249532022283
z,86,46.887816399257986,67,54.0758391854815
z,76,26.73087553268885,64,32.42022378240449
h,54,17.891171345922896,93,99.61172044567937
z,69,29.55982639251873,24,21.14112027178624
r,88,30.675951237841037,11,30.023721862267205
w,25,97.60345666341118,31,62.68452635969084
n,33,83.86589261124993,38,45.53943503649519
j,49,45.045228502352174,16,23.842906853196546
f,45,50.04976803292996,94,73.97728200877303
z,15,2.8844918718950563,97,39.60006581500504
k,86,16.29679656193521,98,56.315875828278394
k,32,98.71702015473464,87,73.53790217707662
y,57,27.173127451275736,18,41.21133591956879
t,17,71.7535539653245,54,40.94695526678736
s,76,38.96779850867663,59,53.14236096442908
g,14,25.359105376693115,30,97.14446057266515
j,13,14.595990524843804,47,16.777617863655603
y,67,87.4505021129453,77,49.20553635488238
n,83,30.75510400143967,1,38.881611164285765
g,70,55.49470900721677,49,4.163679667461784
h,13,41.10454587237168,7,70.47447453434044
p,44,50.33623229066797,3,64.4270479304492
l,97,46.00301166936862,91,99.03638028444313
g,84,49.40792717207846,76,49.96151628661223
m,99,67.27901362340586,39,46.788703642007
r,10,14.03644780128559,92,72.31992252795078
g,30,42.434526705557,95,82.75379840849786
p,90,64.80878216080089,10,54.31409728357719
t,99,20.537448894641862,88,36.04788801649676
d,60,86.97664748605737,45,26.230128334728796
j,43,18.885978560493477,52,60.510736558525515
r,22,42.56431583419488,16,94.14504294489151
j,20,62.646805891819035,55,61.656274524023836
t,53,85.56301014403515,5,7.200101010584003
