T,F,V,B,H
n,38,40.74210480818189,65,9.587643493445308
h,63,27.38913768661262,42,31.230309714414194
q,67,78.15300249721489,23,43.027353446435335
w,16,49.374419940020296,4,47.60418455674491
v,32,51.44953551012939,49,68.46704968420958
n,65,70.34144971402914,25,39.208751511535475
z,19,69.6400303859132,36,21.188201475535084
u,57,33.98641454172654,98,5.187767278545263
s,96,44.708824109117714,20,14.015444582054126
y,10,5.0803155668214695,90,44.54855172746516
a,47,63.08763269183172,73,87.21027393997652
e,26,27.87913893106071,42,58.34062657805562
n,54,23.654371875673608,7,65.38412380582345
w,54,71.32201002969948,28,85.65909511872174
i,37,63.40422647696919,82,76.98808491880135
b,28,18.921236767672966,1,81.24318276618727
g,27,86.2416208807796,16,70.46399551147267
k,94,95.67246565909691,87,35.07522783874425
j,99,35.436418011128055,79,22.360298952425282
c,14,44.66099408590768,83,36.15110317858225
k,66,99.3101766943715,67,66.63183461666046
w,35,51.84408960068355,73,27.537288179817377
o,6,30.72760487510182,99,87.04635177566664
t,28,80.43949781890778,57,13.446340675834211
w,92,59.85963613983558,48,80.24407834728495
a,90,19.25391645923463,53,16.208190590658145
a,59,64.96859657324316,41,16.39441623986302
o,21,94.44846785795613,73,55.04045753337159
r,42,74.6671832040994,84,11.885511299275365
e,74,30.749166516326643,95,80.68355390578314
m,44,17.621087170279605,50,84.33045802212182
a,42,61.81037631537094,26,47.74240425072397
u,36,40.092091514349946,14,74.2240289702789
i,73,58.22126291629986,31,83.2443680784694
b,56,6.205235523564944,27,49.66801360615365
k,23,20.124857051493684,27,93.15677309673606
u,89,14.454125401046724,81,39.906008226849835
d,34,93.08934541066064,57,31.72006117612013
p,52,34.20746411357696,74,6.548022613974458
f,6,86.91475592987601,65,53.48069986241445
k,9,76.10170941744904,20,98.32387441299171
p,59,49.95484892272262,16,28.120819477229663
j,84,55.03484685107548,77,51.59207779886632
s,6,12.546588728778008,26,56.662100176236116
c,48,4.55426270918008,60,9.700511588801808
g,86,51.22555947743156,17,42.559777754103564
e,10,44.670266840605386,24,97.01133884205734
o,53,12.665067202384883,30,41.51234297138618
r,75,66.76527194958378,1,18.437458601175493
q,79,33.86911763361273,82,39.681074520459326
j,76,58.364271559378366,20,86.75548164990666
e,84,62.62435206873368,38,27.717779028466015
r,81,44.529480194245416,64,85.1094879536323
q,81,88.88714722043798,39,83.48204679120438
s,96,53.53524432816751,19,46.10357743419304
z,88,88.80626772096124,91,93.19591314287972
h,56,40.31733904331131,77,93.91220774999358
y,84,19.18860504375851,47,11.53260125332407
l,31,29.41152244558832,98,7.617943957100792
c,55,6.3600184521558685,56,31.77424354774062
v,32,75.59049534121802,67,62.37855948288704
s,59,4.4370447227525815,15,13.322755872950264
k,78,10.846675511188709,48,93.72110400957293
p,18,68.64956016854606,25,66.49211473775487
v,77,40.15097594113889,3,5.62805345506977
v,40,71.77913374539919,77,95.50297164013077
e,3,79.30155540681935,21,2.4320063581936613
v,18,29.19747792127474,56,51.21853454016332
p,57,67.12527349388809,20,70.60634316670203
y,56,16.549611944666708,62,81.18349579707657
g,36,4.724879057843201,74,33.865557490394096
h,41,22.49114686392294,40,79.77338101729727
s,98,89.5576595076954,59,27.413518287990215
m,30,70.69530418670034,70,61.62860907293457
x,67,69.8736936691604,44,36.92665703355539
o,0,62.64969017899718,24,5.078311922448675
v,32,96.32750196243714,82,46.69004274944854
x,32,13.212333995913317,94,23.026936479859618
m,99,55.33144381244459,15,5.774905670495545
y,28,20.134836959473024,7,78.25752861605466
t,42,32.56678233879469,97,99.75572695921898
p,93,20.182738681094246,16,96.45493339107091
a,11,7.006003028684937,100,27.930720214286254
g,68,91.17916732063863,94,45.33935144410104
t,86,0.47155420279739735,89,72.35998956930932
x,77,68.6491869372715,27,50.644513654895576
r,64,93.12533622890545,59,78.1524163315109
r,41,75.27620934209575,54,48.82694364979396
r,5,69.50877382553365,36,19.59944735709055
o,34,91.4512619373399,95,90.16493079111842
c,91,75.30149431566329,53,73.45864600599012
o,34,43.38306462471016,6,95.48111784870369
b,90,18.47729107910493,56,95.24102245737932
g,67,36.61440701357355,14,29.95368188845631
j,54,24.099292463553667,31,32.529727544887464
h,81,46.45885138402771,52,87.64178835749989
j,95,88.93872464914973,58,75.99644898976162
k,24,97.49325761861091,32,75.32729308532926
j,65,17.03396155516136,4,69.4707713868077
q,57,66.82700247782412,66,53.61655003558135
t,54,29.922518157432798,58,14.494221601237633
c,43,72.25015818085384,97,9.987533766597533
v,2,67.88507963016156,85,9.508730768129425
j,41,51.0969869549261,22,18.811275433811392
t,23,21.322137349518112,8,32.01099204676257
j,36,91.11216653627883,92,42.88318726606561
y,69,8.123167432096135,18,85.98624593287522
y,57,37.81257996301025,55,87.00532523531054
h,8,91.92107957162261,38,95.95870158739683
o,11,25.56802847033053,26,32.02331045989797
n,17,42.56999773266207,55,65.19449134580279
j,17,27.212114385866748,73,60.9760692115823
k,7,34.052341923180286,20,97.8027035454026
z,29,41.74191857481351,11,93.48897481572448
j,44,52.69022858136135,3,70.06122445340768
v,30,78.47715423031583,16,70.34022561412239
a,70,51.34970615863389,65,72.90642781873682
y,92,29.711698614521286,92,68.60609275218943
o,61,0.7680693234228264,55,23.10397904515763
w,33,70.66780577764304,79,79.03468573475469
w,31,53.30727046506018,33,91.94972492073352
s,54,72.46430498776265,2,39.167838910988294
k,50,80.58375514774218,60,85.99690939046472
c,83,71.41348813211025,40,62.85634684359367
g,67,68.03589289603312,19,84.86881658684702
s,66,50.348909050213805,86,41.609281372505116
j,81,16.337667822913225,8,71.60415767208272
r,57,96.34141908311797,8,35.38530772563927
t,64,78.119975896875,43,36.5942686728151
n,63,5.642040765611068,35,95.04443623441185
l,73,49.482280198322336,1,59.30971809172767
l,45,26.389697070691597,4,62.910667608067214
q,88,2.2903195328517922,29,27.772746560890795
n,2,21.247680265318348,82,57.358157646474396
a,6,5.3931069801941955,77,72.5173188027522
i,15,29.878966022237176,68,89.32493127481371
t,16,81.72200142769319,30,48.93050079623155
n,65,88.98485471501122,1,0.5937654560679406
c,61,0.1071328425688356,24,22.537700558042484
y,35,89.32130417111304,59,47.33089246439821
o,79,74.96929532366893,99,90.66889566121232
j,98,58.34788730651883,27,78.2346761683615
d,99,20.51371371640033,54,64.67779148766768
r,27,37.71449048886992,5,88.93801733419204
r,47,64.03277043092123,44,86.32304877598497
o,59,79.67350942589803,11,19.42084059366914
p,65,73.53465504784613,24,40.247549649266965
a,94,37.063168992493836,23,59.10845084615961
o,7,64.72538599548241,3,62.29423687752169
z,16,31.675212980680868,53,72.81370752140892
g,38,83.12325339356374,7,59.94166351890874
z,6,80.85268363189533,50,60.79777971746157
s,23,22.917528037438593,50,3.358539967974794
s,32,50.66658970340298,49,6.97921645886328
i,67,73.93507060869331,60,57.07775689312384
v,44,93.70807293090044,73,17.18771131136848
o,50,65.45279350933029,68,56.85091563627761
m,25,44.51557340341578,51,17.150727926809306
p,74,99.42865292708352,13,63.0026426835683
j,34,92.67967164298092,63,62.73709594471367
p,73,38.05801088119618,11,58.732399802945245
n,86,77.91167702072904,54,55.066462432104316
k,77,30.684688324971333,62,27.39755308242212
p,9,94.48173202501425,68,49.31648291081174
e,35,0.6002295565989302,75,89.34822859173352
i,19,66.25857762332679,43,92.23843027220533
i,54,44.838485574972154,17,23.875627491619433
y,80,25.057837965916875,13,75.24068884056673
y,70,24.72577363723808,94,99.78921589285412
h,8,26.83943144325539,43,50.767322686204544
i,48,36.95912316048163,77,74.12570722205926
o,12,28.385906037322595,21,46.98311199904859
q,3,2.066531461648291,89,14.073503619799022
o,1,67.70106930196151,66,45.94934341989029
f,60,92.2044192219852,67,24.471326366987935
l,71,7.153853690924638,5,66.24059039616188
l,92,71.11178590587474,80,74.83864524808921
g,52,40.24524274315555,73,92.60368716955784
v,31,43.219837583664656,56,33.99015805990393
d,77,48.6914915799301,86,97.01243254061791
y,18,89.42848758797312,66,32.17449784342048
w,50,17.78152490814392,84,60.88727406697615
z,35,80.38835806317296,7,13.474298299151267
o,3,0.6437528049371921,20,6.502283586123159
a,77,78.45675616524312,3,24.44944841112161
y,13,28.080765698124356,76,63.40999692581206
a,78,54.014383074230174,45,26.811418018906863
r,26,84.44365307016419,68,43.9294616229524
o,15,91.00956278848749,67,21.22087758265103
i,1,17.840060315745852,86,99.17666474142098
z,36,51.24973088588353,53,48.882437921764954
g,56,98.76366866600928,89,56.953297864327446
x,30,31.786834025039244,71,32.910587764919875
a,37,73.62898683383052,59,96.75067214850371
c,72,34.68224626426494,5,44.074210037675535
v,20,71.80086725674786,2,25.140024369045754
h,98,18.018002975151582,58,41.289166421866106
e,62,5.6202790570668455,1,76.86206632276779
q,70,44.49436904410571,77,85.83503181073637
s,94,10.988678476116842,38,62.32816490899117
g,44,82.64621827912028,33,24.210438087294584
o,13,92.55967773021683,34,63.93520824256004
o,93,77.39807813590632,28,68.0558685346164
p,56,18.29233255065472,40,72.6067082974249
j,86,3.6672113210911017,28,57.74183459431911
p,27,94.63600383196331,28,66.67441479569285
n,65,90.53322069618187,67,57.718761279595896
g,35,19.610358173859808,19,0.08493064535265438
x,10,86.42413079262779,7,97.15926906887177
y,54,23.583356408054012,38,66.65304398933336
m,54,22.62245465677486,46,12.584091007877307
o,17,27.941358870977673,1,66.13429407513817
q,10,87.58482797981556,28,68.74227931147978
t,55,13.273789029530159,74,84.85731498289414
b,5,12.520581885028392,31,16.095369112066436
x,51,67.24570695461752,7,35.21675051675002
k,84,71.99185681850983,3,57.04257380424467
a,53,97.79975696561743,7,8.5651135735469
v,65,27.189721352999197,100,47.95827494752445
o,31,95.5349184399044,50,77.0208460027066
d,3,51.74893718396658,91,44.556701754215965
q,24,27.351484729357157,14,25.466762660016194
r,45,58.97446062132544,43,78.25942113839417
v,33,95.82401911762491,42,92.61503730719623
m,43,55.724025431933946,60,85.2602556534758
t,88,74.54344033411256,75,48.81120914461857
q,15,24.95927605019026,50,35.29080924565455
p,22,79.03697411968008,8,41.248090955512964
e,10,71.1316973833347,87,68.25756599764419
u,8,10.216460440953545,2,92.7021103364742
r,2,35.177561991003515,87,1.3316875927100402
n,22,75.66728112888691,16,89.56768468355737
m,18,66.5719112728002,84,6.706220760000048
q,49,77.87793427636862,81,49.84118749935321
c,19,87.64152669609746,92,50.31287627188684
l,86,4.981985356643259,42,61.53708130015993
w,15,48.454428137837304,93,84.57751677518624
l,47,77.83474037994095,86,44.86946835915513
e,29,60.87870935472986,54,14.403431471437989
e,38,39.231955823613575,51,60.10783498222344
j,64,31.310490297923387,76,77.94611764528615
z,28,1.7540426507580031,86,94.21552723685147
a,31,27.33109173606325,53,63.32875924435075
r,74,34.23164150048258,70,21.54302966472127
n,52,90.20066461087656,32,8.18887536996038
j,56,62.62244009411725,36,16.90628304439885
t,5,59.85132664040652,94,19.925272923464444
c,34,49.63847289249013,74,26.178026707927636
g,41,45.93001808923399,14,71.2558954164184
d,40,61.62538715124636,68,9.254101360626688
x,48,23.99043551734058,54,59.14806557134863
b,72,59.89009545385001,75,92.76554617993419
r,83,62.2481433267379,95,4.219500290396583
n,3,38.88625156223468,74,39.91643380898907
r,97,84.96423990872542,40,43.495370846720895
f,23,90.93904410876198,47,96.23094049836615
s,9,85.87273856813724,10,80.45649383199873
t,32,66.37776127185366,57,87.52121576614964
y,79,24.28669093426584,28,48.41359008661381
v,26,58.30780245772752,58,66.89364620089724
u,65,42.47210844099777,74,38.15959051929559
p,91,65.8975735776047,55,20.772169779378736
f,15,33.08026379467908,36,6.062577467167185
d,69,2.4767613552885037,93,76.85231524146636
a,26,19.409312675485037,75,66.88451366534464
s,67,41.93983096124031,43,19.644067332545458
w,100,70.28906697735661,14,12.227135137864009
h,69,59.920530341437896,89,49.52693948155718
f,67,64.74852344311012,84,94.86381133239615
b,96,13.086860789435361,92,3.1028626478713184
h,100,45.19656160953315,19,39.10134944954174
v,31,95.43702211512239,62,85.18182109483172
n,64,87.51235036685567,22,59.356184595957565
d,47,61.998211518480296,93,75.03897214579871
n,51,44.85868975316809,70,31.05673642479776
z,44,58.16111397016098,81,58.5088685127453
o,92,12.058441442890121,29,87.52518695607819
s,58,21.120280364512244,7,77.10197056678942
n,38,3.2452473120138325,90,1.0590607845020528
n,86,47.54632246637127,77,83.43927508409327
o,68,18.270328730441143,24,19.47854311278112
t,30,97.20389958140018,72,78.76736157080099
d,12,27.284211585433294,44,7.774926324000308
h,2,98.61255877571317,53,74.92467984598433
h,74,3.7811702554892634,74,73.66390405270003
k,69,11.121531998664446,71,50.60925301215866
t,49,46.97374962314037,47,22.10685814951886
c,51,22.543450102914708,2,16.579752681520265
p,52,70.13001346107937,9,24.703617387520683
h,8,23.776877767081494,85,80.62919374030868
n,98,70.97605463687518,52,4.960062647370133
z,75,6.1458769296180655,63,68.39128386406207
w,69,69.63426956599699,90,37.12854573959545
e,75,8.091656145803372,32,53.93351963950822
z,51,78.12616443420521,73,41.466992963804614
r,71,55.90575417462581,82,47.35114962012719
s,62,21.263185631884163,18,10.253665940809686
e,83,76.05633629301319,69,31.40236233072923
d,70,98.81161239652434,95,47.477789659223525
k,86,48.93942758935324,6,2.5412358036828397
d,25,35.84076590476462,94,83.44790535654934
j,81,21.7043073893899,34,5.722880574726874
y,22,8.118999685137208,6,49.75058728919678
u,93,69.8628430197665,69,9.895867632960176
z,62,22.75955709548021,72,50.300383238048255
w,29,59.98336153581816,13,60.55004537751499
e,4,16.13965939690729,16,22.98553605155108
t,19,29.090024469094278,39,59.98486375836979
s,46,13.23718731059811,12,88.60813623745975
k,57,78.20766371658672,30,3.314498643877639
v,29,56.49438922999377,28,98.22349167424221
o,26,14.649424626205377,51,45.90358313180681
e,100,96.04993383938563,90,80.8798765429228
x,8,93.97807407692409,52,16.93717577851549
m,2,22.69116661740932,48,70.8121919088488
b,87,19.962351400539514,8,27.292901417021966
i,8,75.23103373803806,87,32.1537379341271
h,4,35.372386654678365,2,71.48278729718236
m,34,76.74815937945813,65,43.41631914656331
s,90,47.32173712954793,86,92.7114187844873
j,98,66.34476906051322,76,51.488465433179556
q,72,68.76632512597229,26,0.27965667832384744
t,54,26.224298484828033,42,47.8460878736829
i,4,76.7126695796229,45,91.76135112550821
g,2,87.77403585865451,98,74.46364003098243
e,88,20.502388729870635,97,7.358086517498341
z,19,77.96151649849016,54,13.699401677131506
e,16,2.1815290786552533,96,53.080919890792
x,13,97.15253955587772,87,27.453538602228132
c,37,78.92220359130661,52,3.663451609580859
b,9,39.06325734396001,61,8.325896551835921
n,37,15.047987467940294,59,53.82106764763195
x,10,99.37642476969084,98,89.15294626118587
o,10,53.75843681169814,32,41.87358724765542
w,9,85.0100827171344,25,34.30940140660167
n,56,93.94594824286669,20,93.87569193964251
e,5,78.12202387765664,64,1.2712827953688444
p,44,51.42928500598545,1,32.44335849392137
y,13,18.11172992055663,60,78.99653839248687
g,63,33.97116593451859,9,91.84259533626306
u,19,18.16322617260111,22,63.21659583012019
w,68,88.2773125250285,7,78.80046344487486
y,63,97.21834088816415,99,98.16748271075649
x,49,31.56492422094509,25,73.15930351463606
n,27,26.398355530928143,10,78.41768778705098
w,63,24.683181339456517,13,4.285100698529998
d,91,53.35997588707729,32,81.3658139676657
v,82,77.69366520032001,38,38.45361601545972
l,34,1.921034030976032,34,92.0969290807333
b,59,47.60457242813909,100,4.486556700384526
q,16,47.574173671225864,22,51.11359760297922
f,21,20.3718854386566,7,39.230899954640286
w,81,74.87343358831482,13,48.31827193789911
x,29,76.387008640926,77,71.30772624222158
v,18,53.492081715851036,28,13.619409990058395
h,97,13.451317406774699,71,78.27074456885944
l,56,14.032425315315301,7,22.71006992861544
l,69,37.29904959141247,43,63.484167962189176
d,43,47.88070729407915,6,16.271301063466026
h,2,5.2553752234940525,86,81.58034071013553
y,88,2.3199873136918403,91,46.26850220583817
p,86,6.544001849735359,57,80.36220230983184
o,62,11.151790291467412,1,74.72057093345529
x,15,57.06538759879599,2,14.0674511968918
w,58,17.07891976981405,7,68.70485386987197
t,22,56.83599831946893,97,36.569373946285296
w,72,41.24743038629061,97,22.068750357113398
m,30,12.03978772067259,55,37.703476757195766
h,56,14.724744965127655,81,78.58488539343945
m,65,20.789307471028884,96,90.79514681506834
n,72,22.924306376902017,73,14.19997467554477
q,47,44.81676891447551,13,25.76404482071798
i,6,25.982522076826598,43,94.4218277244765
v,69,91.03665908030322,51,67.22240579651462
d,18,68.06608019093217,73,70.97783749354734
r,51,48.740309553115736,46,1.1461921534571373
f,53,86.31141179656369,14,87.64967575677886
x,41,19.79065036767088,14,77.65899313482959
n,43,35.52747088129833,75,14.849890588223346
m,73,70.39566866840873,96,63.596726707769704
j,82,41.426392553319126,80,3.346241735955968
p,18,47.21746458979632,93,3.3360592138891976
o,67,39.60735998126433,21,56.05941429502187
e,80,9.277106974136085,87,10.11399030333412
u,60,53.75035703053857,0,50.914255981987175
y,59,23.67409981650472,95,6.756943629394674
