P,O,A,S,C
l,81,13.327711718209157,22,7.805407057151559
k,6,79.6204039250387,35,51.02394880871217
x,85,71.65922864286081,31,48.51964949808571
n,29,42.10945762618741,31,94.94061654190547
n,93,24.947574647431946,46,69.48651944210673
k,18,81.43628118763907,94,23.852234240313276
w,41,38.48659734373564,85,66.70518255427822
d,16,96.27638281939217,25,25.48194630848061
i,44,38.520599893312635,95,68.06020387979818
l,31,32.448419901915024,25,96.64633197342096
s,21,91.69287781778553,12,58.89754608084946
u,37,33.05887850255803,58,30.30615060387779
s,47,79.64879855120074,13,65.35682088414923
i,14,37.73106465298272,83,42.21990191062231
u,95,39.39851111361372,100,37.64892369231069
p,6,16.770820897574456,47,80.36027727324996
g,7,55.035301786443426,21,39.96536719030049
x,41,97.02932267453389,66,10.516753823383807
r,37,81.16745679069581,21,53.11305374552355
q,37,85.25588064362886,63,86.13970395156989
b,45,42.40470396770297,100,22.40003740138571
v,32,50.69644325046061,61,42.48472997405316
f,83,32.47390477351912,38,62.41823745220749
w,79,54.746889320242964,59,33.01277098151776
h,92,6.0930086067444105,1,53.330365222357926
b,93,91.45793020674544,55,79.4842836427604
d,98,81.17607668060982,9,51.119909937665064
f,37,65.98153924819833,92,20.090538802031933
x,19,57.6178038051231,26,73.54017015359759
i,27,98.45608149237852,65,84.50942910496553
o,7,13.207889019219243,4,29.433968615005213
x,51,27.35183426662571,86,76.27238071148808
e,34,23.371445406158397,61,19.99180556238195
l,56,69.35077557424579,7,38.1081769712603
p,89,45.273415857193456,24,37.35718226781991
n,42,7.3160944876413,0,80.67658567782325
l,68,35.32249519830807,76,77.30723431943986
k,78,67.46266831266966,100,87.90216851003215
q,78,49.161438262246804,6,81.11267495011711
x,13,98.81308198112826,80,80.00999067172678
g,73,87.97131422938409,80,50.19927275256918
g,91,8.293654191987365,42,72.63221015606001
a,25,25.77542729391985,23,46.717949000431446
k,73,27.114838503902728,92,98.87134607254644
u,45,46.96985849668992,75,31.498629179413427
j,17,23.756262952244366,50,86.74493404028516
c,4,85.32357367546831,19,68.44456225115326
e,27,4.380101318038932,18,52.041325223057214
z,55,99.1931608618197,22,72.95767114969381
h,27,86.59347647193498,28,47.79209275269319
r,68,82.51177952880649,19,64.12121022708048
z,92,40.547203299435175,60,87.26118301739764
s,26,39.923150450272004,6,89.81191651081247
j,99,5.582101261458094,34,41.53971400841597
m,83,42.80056262368619,72,20.316165347971282
x,21,67.92527886388437,87,13.467655563467563
o,91,43.6500706819656,90,79.54241385606745
m,79,51.05843328186268,3,42.8487230762145
y,68,58.19385576275402,16,58.71103352817859
u,45,29.953005836483616,20,66.86581545954546
e,26,23.419800187067285,34,80.49333270334873
w,42,9.069641685980123,54,30.744000010676885
l,6,92.25585632307664,80,82.95031378790577
z,14,66.56048916313944,88,30.746282545808825
a,66,73.52854994576512,11,83.53064743230769
h,17,30.596875146571612,18,23.244165534221285
n,26,92.48946176690043,99,23.187583170597826
x,43,77.00918606986279,32,22.554506811227736
i,82,14.18266902434433,28,11.445013241026448
r,87,41.7923798322964,39,84.40466138805341
o,32,11.357535066309964,12,13.69271781024013
g,3,46.47814929611271,35,65.83817862499781
f,65,9.021121877470083,89,5.212341384918284
t,54,84.23103331533267,77,16.97411142460199
a,45,28.203174065135027,83,5.373589568260906
j,50,44.257193609219,65,87.34485597924507
a,97,49.750392504605514,49,53.31241272031525
v,71,80.53531846371672,74,18.195487662598953
v,18,0.7579771450618056,3,80.1991324233153
v,31,33.81810676004672,43,76.19089976382934
l,79,10.715414516304078,75,65.75684731684994
e,24,5.534615041532143,97,64.29393378241616
a,78,82.31763029948449,89,9.540004934638525
e,67,47.81054657996652,54,14.873306592932112
w,36,34.28006585658827,78,80.60230818420435
x,89,64.00793832577048,70,4.039787919216842
e,19,22.383459771743674,32,81.489271158453
b,36,69.6368178955985,11,44.026870948502385
g,81,34.52191518994675,83,81.15876723546185
i,55,60.99826196168922,52,1.8674634607637186
w,76,0.13492551416274257,67,79.35488268604023
g,14,85.17084466633239,27,62.81297865621589
q,98,43.58313932536725,42,87.69649822970281
d,6,56.357705751001795,57,77.00365073107322
i,93,73.78956157342681,81,58.77569639481454
g,11,15.105986752861455,18,3.213544980137839
x,14,52.6978433095179,57,78.29500345625817
w,57,5.67579770555886,96,76.31824814048788
r,55,54.633094877887245,22,89.94175116181924
m,0,14.237649399549879,34,75.35196201105211
d,46,37.1681313929625,63,52.78343385760199
i,32,50.8656572859285,82,50.375157517891246
m,51,45.96118017945887,11,98.87479097458012
z,7,84.73441515953631,35,54.75976474714582
q,84,67.98226599101504,57,96.54155077579067
c,39,47.40276804592354,35,91.92664720147216
x,54,25.504501653836876,90,22.652961786536853
j,68,26.903690731707286,67,81.73105898831415
q,45,24.48611802200329,11,32.82999050591419
s,100,12.67287543792397,2,11.219764880568261
g,19,1.038778028024101,56,94.35915398988311
j,59,84.35269345093488,37,24.09578422071551
x,77,27.66018318069168,15,7.815244976126213
s,17,8.061465621984421,0,64.32652552522187
o,15,33.18780083431038,84,57.478208519072126
q,58,34.04802542631479,85,75.45928499180494
o,57,99.52711137609974,16,79.05396607957236
l,55,16.35242896264205,17,14.39721908721696
i,15,17.535154421963128,72,37.16927326046454
d,18,43.60458965429302,25,70.24681859982125
x,53,25.114760132444946,77,54.57524783017651
m,37,25.803562188129302,90,45.91751508590919
m,34,40.819022496222765,4,10.7850445950867
g,17,28.800286331525893,85,12.375778164185625
l,22,57.044750035383,87,78.05430438831522
b,11,49.96953183785921,87,28.114428217569788
h,18,54.662153374839775,43,41.4287223566136
z,85,21.642144714436384,92,18.865487503773405
s,74,93.01539790190498,13,8.652790379131803
d,12,0.7564822915094638,40,74.96629841305949
b,53,2.099062368949023,70,8.836225101081997
o,30,73.91220810968746,47,56.28152647156697
d,98,87.01665353944645,1,18.43099954671127
n,91,48.669590396628905,45,67.29069351857785
q,29,1.4543518985111303,13,86.84181080456626
s,23,18.07439541702063,16,52.24546450672166
q,65,52.65035517156286,71,27.22718721496108
p,41,80.89136484421151,99,57.272140877645484
z,70,96.42096029793277,64,57.7292770112498
d,62,45.31666420722562,40,76.96022087737299
r,67,63.90688148219529,84,17.830399622315664
z,99,90.28396026854779,31,46.189166170376204
m,65,1.0836777908483697,43,38.459703132010645
f,84,61.88946827814385,90,78.33802815613457
c,86,99.93994409126542,64,70.01510132479633
g,13,22.209193889013402,37,58.418165089209396
g,20,48.62940435238341,14,36.7694615705306
l,61,73.5890136573126,3,9.006165110831732
n,20,45.63435526039383,14,68.45791691362481
x,39,5.493631208308525,59,78.28248175742432
u,62,75.49737980857924,43,11.21964811906806
n,84,58.392322212163435,55,81.83284618328918
c,55,82.23500930934456,68,3.118074917967062
a,77,66.40795351211119,69,52.31045875043071
p,25,70.35067741390057,70,70.35215148174079
j,27,86.3784823972758,80,47.60726988013118
s,92,58.86559340832653,68,86.7539776147197
b,95,50.53242807474548,28,81.25714971293404
a,75,52.27713323246711,28,51.706204443872025
j,8,23.576879303826416,26,56.534311009233896
p,73,64.71312268993252,83,95.65374242418224
j,33,67.06506972029591,8,3.374807681330949
l,48,70.74538108281757,17,83.55472627761807
j,48,91.84828592271643,42,98.79300528490116
s,1,40.61563621817316,19,22.077420371048262
b,49,38.391201879844985,44,95.26234597552349
e,75,32.97314482062201,80,48.81585819135653
s,81,23.559383979338712,53,62.47797236616641
x,24,69.64986886569004,97,72.60225020084154
l,90,74.92820074974783,71,98.0729265278513
p,81,48.80595613937364,88,56.048572531039895
p,33,32.45873887431186,25,85.11966315766834
f,32,90.6559894441979,23,34.16694477027802
i,52,84.02456225524261,18,47.36407607767503
z,64,35.91850195939767,16,2.6579634851287004
g,99,87.44833596689273,93,68.04644443133103
a,38,13.953642894821073,30,83.68210897356394
b,34,36.05900705579842,86,81.17748686971638
i,74,84.3499920584093,15,29.12424170769823
p,100,64.95340655618942,2,17.45837077217337
i,59,71.19732189130058,37,61.58483645714743
x,71,75.74861376768598,29,98.57569752825671
p,97,71.25973548513694,16,69.01683959145703
p,55,70.60187732564876,47,13.909219137475826
a,20,51.87559124263784,59,23.00442542411035
d,72,43.893786160662614,1,54.47035014323127
e,75,10.203185530122582,58,27.245069170535807
i,59,62.8508019672706,95,56.55819274342323
v,55,20.566978731788677,90,45.72177911692682
l,63,50.80689048517949,32,91.77214617060952
x,43,64.12578790256075,5,11.435679159656488
k,89,82.26202059755397,88,37.50314036309243
s,34,11.796826503217982,1,23.896259469978286
y,77,51.510838087798284,6,43.34077744809147
l,53,11.218279055529667,6,22.81146116274423
f,68,62.765795224717365,5,50.86587868263827
w,20,36.5983317370062,47,88.72310600629754
f,98,95.84480331600584,15,27.41013327019103
m,59,81.60515563755901,70,38.09018968490453
f,43,16.028836487235953,61,2.4535284523586
u,99,1.3599871508661487,16,16.954770023051314
u,3,87.27604779526382,84,94.78254987468432
t,33,12.36682881740121,26,41.4737494582864
n,35,10.21934898911373,92,63.043118492873816
o,87,64.36206461332843,84,15.034749329616604
k,12,20.417829876061923,62,48.75413362826719
z,72,12.35994515170341,47,92.93860776922823
w,12,43.534706254220914,0,76.39484165752015
g,90,83.07824893155379,65,42.51053386430777
q,66,11.89213231943993,98,84.617167409507
n,33,44.799373327372024,5,48.87732135656165
o,3,9.631923381030527,25,77.77184616340247
k,98,59.624444422486945,36,75.44983053756896
b,11,23.318859835892425,91,52.62312930546239
v,8,9.12982000731648,81,68.29401408877885
g,13,24.450158539585697,25,19.849010231653864
k,41,56.22664758790699,55,33.56060626684686
t,20,58.132970552804565,36,2.751793690477533
z,95,32.2145696771408,38,38.96604879074997
e,99,3.6881361330045492,15,87.0259581467431
d,4,83.17027224886664,15,12.194715029197567
z,82,40.95057217598256,91,58.57078196240276
h,58,11.672021742460458,10,26.236218630586492
c,8,48.51017431218676,58,22.249537677475374
f,3,13.215187157857589,46,12.704121609017294
f,21,23.523827368978477,56,52.553528397197404
i,48,56.72473302831439,40,76.99878995634123
r,12,80.04514316827675,93,53.85766540155596
m,0,16.34272037053799,62,57.67510461775744
m,39,34.50958526923456,38,9.188103539867464
u,49,9.450569585563073,64,91.46270523378323
z,100,30.995791031370025,14,74.38776304167295
z,40,80.32357555306842,0,54.34099053426994
t,9,83.28475237755097,42,50.19642751431665
m,32,77.25409497742794,10,12.326464132259506
f,1,63.52193093839485,7,16.011938265734305
z,17,85.82992831538812,89,91.14477284912655
e,15,54.33330437306879,5,52.82526453814318
y,38,50.57823798647962,35,46.777771802844235
u,79,62.59969680099972,98,46.635756280307014
d,10,24.036023333601044,20,46.07115839178748
h,80,67.30046911000163,11,69.50722759968569
p,40,95.68019281589675,69,85.53540319081834
i,2,83.27938817119971,9,87.48823848045312
x,22,7.0868712188237755,29,77.05786139351645
m,46,39.604030702397964,15,34.04890006703476
z,52,44.74143181310307,64,44.608198202402825
d,76,36.46527262461324,19,57.27960690512942
e,70,38.77660002935086,75,84.70322882861193
c,38,63.56112233677099,9,97.38973715853851
f,62,18.81680527536713,53,63.09792180637612
g,82,92.5084558310668,8,57.34966754676532
i,46,39.08901811328792,92,34.57781235933709
t,19,15.55279366462161,40,4.606106102312168
r,40,40.338908566230955,64,7.220474724207159
l,20,57.25851355085897,69,14.622050307057332
q,35,89.57637047364764,68,15.834786615614881
d,89,86.38387801353207,61,67.3448575474793
u,24,98.13169013886112,69,14.081580974242069
f,27,58.60655850513319,54,36.11616842335257
m,67,97.5342702294575,69,13.901596319974253
j,11,62.815476019285164,90,15.114072039720138
d,13,66.05381563568528,49,43.26180769115224
h,76,38.234859184295566,74,51.74627844443951
a,48,31.205212880374255,69,23.99983264313622
f,41,61.12651811649208,36,18.865622530464577
w,92,69.83260886020366,4,38.26794082943776
u,61,47.21476824446903,97,4.062596404259811
v,54,45.86948425240719,61,45.42634240929375
w,36,10.735119708349671,62,53.8305311918435
x,87,74.12851950590557,85,29.387072438367255
b,75,5.441957393179797,94,7.413904004842631
c,39,17.19816600456391,96,10.051738528268928
u,25,52.47754904489834,60,78.62765332130812
r,90,39.333267445010314,60,1.585617827679986
u,13,77.11124282579046,73,84.7907485808573
z,8,13.937057316597645,52,47.120186803167094
f,66,15.345761420366621,82,96.73671292462917
z,30,46.26443438021654,79,24.56061150296984
n,67,24.809979899896085,87,1.5963557840731446
l,81,96.82418162677115,78,45.81276733425519
j,93,28.13570935873293,6,39.981632962713874
v,71,81.26199923296036,54,76.66101315970862
s,37,61.535342100041504,54,15.530677282066863
x,0,91.65270299616151,87,79.55203139171702
w,62,29.55786503931499,57,0.6646915312494839
y,78,71.04722283716515,8,80.62908384612541
a,53,89.87420396736124,44,45.32770736614914
v,23,46.52110440263122,75,62.31586983614154
k,50,98.2964116677832,26,19.616166526912913
h,61,98.91605716424829,90,6.201657088575329
q,90,38.51062762765219,28,57.63154202152414
x,34,68.93812606147844,11,64.98799269651859
d,24,75.40836011344626,10,33.0484709396204
e,83,22.991432956791012,38,52.84737470514925
w,52,82.09910868973415,56,81.04289458887841
q,67,90.32512670506372,8,96.13873512648543
h,66,90.43346056918836,2,99.5219648197315
d,16,3.7663733055792403,51,32.05188855424292
x,25,96.8834375920818,86,95.76176084164368
t,95,25.714980787938067,34,59.64780042929962
z,15,30.470588493830775,65,73.8684817743579
w,11,32.399546815275514,6,36.37285421622865
b,71,84.7871002737021,34,64.62191286050727
o,69,38.24707402428117,37,39.37365609388477
c,4,90.63684117083582,3,46.01002464765557
b,69,91.50184960438054,12,46.46771364258537
v,61,20.383459282888715,25,34.86717194338718
h,81,91.91650056603811,19,96.17351789937507
l,65,34.69110675866387,70,65.73130727860647
g,13,31.855867177771113,45,58.918635719147396
p,93,1.6153088390096437,63,47.190392669247636
p,2,52.97971113384694,84,25.639932853628235
u,11,15.487311883694133,33,30.983922103901417
e,65,35.93756439260369,84,22.767776186965214
c,80,49.67786610634346,99,82.0568100236427
j,46,97.34159688658245,30,16.52196676341132
k,5,37.49230939784041,47,45.322152872306596
j,58,70.8714448227675,65,7.650991546931818
o,64,40.52574578725891,27,69.90052508152608
a,13,90.02115752340583,27,79.87126218055887
m,8,44.92722249103651,85,60.923472136295985
g,82,70.00975732454305,6,10.827405366056386
v,42,93.14407228511463,79,28.89566269532343
h,24,99.7533132035305,25,9.777815188418671
c,68,90.04766755047096,94,64.22160290976451
w,79,67.92832380467009,56,8.798802423206343
a,74,9.52755545582048,80,36.668770594116715
k,72,85.94013549740443,80,98.06727167055833
p,7,75.2638483020139,31,13.264920740155839
s,30,80.31398333486804,66,82.25074923411343
p,83,88.58394747537075,6,83.24267084579134
v,82,90.87478346033805,96,81.37002509301048
f,3,97.87426541304042,92,33.54833784757203
n,37,14.269925918771575,49,68.06583336255729
j,44,5.376081762359075,80,21.33827630278169
z,1,35.42498342603195,62,21.17177723428393
s,55,63.66256063515803,39,58.958806546271994
w,23,38.965275405712106,67,79.46724069167807
d,49,29.6573548427283,9,35.18180674518945
l,59,74.6934631318076,8,31.811067416532634
d,79,24.6089794898436,49,32.19612761588164
a,34,79.50298793028242,0,19.63230985364244
y,92,96.1186489838944,64,75.32321583047356
s,2,14.856111477479638,90,19.268808357769586
p,90,69.84808029718977,12,55.9612180307949
h,82,27.013354497683938,90,17.871096575265742
c,55,22.921629391690303,51,65.1694644611867
b,81,55.039004706146955,75,4.817183289808147
h,78,74.09352083983836,52,0.9243222877355017
y,17,54.78980387298821,40,20.003957533411832
e,12,83.10686286127948,56,57.35751965562793
y,79,13.903175189330529,57,83.52690122068603
g,99,19.784844859271146,76,27.153350001770182
p,64,53.92695900437226,95,53.697011588856356
x,51,40.19043548720704,72,49.640843104511475
j,89,28.189559831053813,71,11.280744540634913
s,32,11.068520781623048,95,28.351725273215767
v,7,59.04232011031903,4,33.250421280089135
l,56,71.54802057333785,88,57.42776522851614
e,50,88.08816573924643,25,24.112444981919555
i,54,79.77309572152986,23,27.738168474511006
j,6,63.75229613743259,50,5.58602418702665
n,17,47.51138971710509,72,27.696875255974895
j,74,32.95401271364059,78,50.52742836396356
m,45,72.35859089917534,44,77.49734748526022
g,69,36.65918782928359,87,65.51419899497084
g,83,39.7723962133629,6,58.74493587621746
l,19,92.64131871521505,17,7.158065377097788
f,33,41.247286252473046,40,51.71789287463498
a,57,65.17656932771867,44,73.53900679101
x,7,33.8317633652074,20,7.216289198766379
m,62,94.97961170723532,52,81.59862193099053
s,47,38.60517361762752,80,36.13439389040253
i,12,92.53334597218065,8,86.35636558780867
x,28,60.14808145495607,11,8.995594038468358
g,9,39.14051363724433,32,11.594882394586325
q,43,69.03781367802921,82,68.75919193644218
i,30,95.14287277575133,77,88.84999518926323
f,58,71.15797546101264,12,73.2886420722224
p,76,68.75991172613516,33,3.745651403276007
a,76,76.72011195166466,8,67.66728310013774
w,30,81.46907986789493,62,34.43790395109127
j,55,12.150861949616809,35,99.16447765901974
w,40,91.60161422037301,6,64.30997490764545
p,100,23.93050548108121,83,65.94786940771749
