I,U,Y,C,J
y,6,76.53434914193946,8,65.59862420638555
k,96,16.120896961267018,32,67.67222614576752
b,18,4.156824760440525,49,66.00477665093433
o,65,6.933802472349148,77,49.260674168824806
f,80,26.65518368905664,51,51.659675447657335
h,7,46.777480236239356,81,49.011197305006284
i,26,89.35225855336185,32,79.56132235625026
m,21,17.10210041324489,96,43.94918048979364
h,41,2.586494591326627,54,52.309157351352454
j,23,70.79079475687124,20,73.66752130350247
n,21,39.44555834146729,59,36.37536685884623
g,34,99.81289367623563,80,55.98362276536435
q,76,79.0981329843757,44,65.87574334920544
u,63,25.780422650426416,60,39.39646391736946
u,43,9.44983422259985,85,33.951333249062955
g,60,13.012998871577718,75,83.6478467127673
v,23,65.87719587797207,77,74.5410970793473
j,7,65.81384921349034,92,10.997923206659854
b,63,20.197980775164737,5,10.958043475053557
t,74,1.9899656908480057,97,33.69263186723857
a,91,77.75189847530524,18,45.75450338053633
c,13,58.00785853102928,15,55.884882441980025
c,42,87.35435758971416,62,84.27665099018745
n,63,23.22154295077984,15,72.85499009789864
r,93,7.589497232787313,40,20.411666720515754
i,62,49.81934065590677,11,17.533223727079882
p,79,26.346926878290887,47,5.326004762975423
t,81,2.6868174729805627,71,1.0540731729291708
u,10,75.4332054942249,17,85.25336478183736
b,69,23.693640394733794,41,64.9952634346853
d,21,35.59746472387199,60,5.548105069738418
w,51,85.968517626919,15,85.04219272839423
b,64,38.92185480005451,90,6.862798344366006
z,56,87.79860906595741,31,88.1855729934048
v,84,88.03694528715337,66,78.65369078042585
f,64,72.89964101902096,66,0.5520094743875825
d,42,63.653446556231316,31,17.178605040761298
r,73,3.060879826238716,1,49.17467270906422
k,98,28.67219648304876,46,84.91848324529336
g,15,94.64115235835379,70,84.77783761382193
h,82,15.845359543990966,91,99.96733463272959
s,33,2.832969891868342,56,74.2115166066067
r,66,97.83791937629188,97,10.288246776352604
d,86,11.232657187881657,54,1.8681377217984574
d,25,72.17303320986638,91,2.796528101697826
r,24,8.312943329850132,29,86.42442397145732
a,34,72.05312328355615,96,31.204762521698605
p,71,91.50263237873246,35,28.04196838511376
e,18,92.37190470259783,47,20.22812450428293
d,2,58.337311179098315,97,55.02635710108545
o,57,19.465451712498314,47,53.171909550267614
j,64,77.34397483820949,92,72.60246214972759
n,25,63.62860194587594,11,41.08202235475778
i,74,2.578223703042082,28,75.98235121171972
y,81,78.69382442828599,57,97.49890956905564
a,23,96.86526741084305,2,7.2437747306845495
l,94,25.63359430119423,58,59.22075554917027
n,87,54.332857107425035,34,99.64954102339416
k,6,95.5476509700745,84,35.20281275090819
g,23,80.0914362197807,73,67.48959598906977
h,3,0.7831489641565215,4,52.33099468457374
g,61,63.49655859384878,29,42.42237318324346
o,80,37.61295196131533,54,5.531433467735636
h,2,54.17335144816657,36,72.53619640074241
y,20,20.465266304105334,95,65.78811228030122
k,18,38.17705152105524,31,47.759984425838674
j,87,77.11897652127298,49,86.063811339918
d,19,47.47572790722352,66,11.430249640201307
v,93,41.131049555923546,72,27.220686783120517
s,58,25.909799955487745,73,80.55790710782938
r,80,11.33116068986595,58,1.119487244426609
b,54,89.2125312910579,54,72.37367645894221
w,62,63.276111179202566,38,60.16389946554979
d,67,28.53280288248923,72,14.030208215958396
w,92,66.25852592220032,87,52.41513357040522
o,52,59.86353459321065,10,56.24909559229394
g,5,36.767025925667106,22,35.771545881089736
s,4,86.51908893002097,99,2.613062118000775
i,77,3.4556645926800744,34,5.2722251661817765
q,93,91.9344900268238,14,47.099828603212366
i,88,13.882248711046952,93,52.93836129402305
t,42,55.13113550007258,13,27.125181439754066
e,78,60.6240869125515,45,95.17646035315411
p,21,2.490358354307387,25,81.73476155136153
f,83,93.96052356139447,50,19.999913909788493
m,65,81.82763384819258,80,75.2188953645581
b,27,53.18750163133777,80,99.30120120352461
x,76,73.26185466568944,28,27.44722307219758
k,50,81.35417147978487,60,74.22624450404827
r,85,93.9374502612492,18,56.87931313435266
q,83,59.08551195625763,52,82.52496796226822
w,25,86.60708995183583,99,2.2406806668832213
z,63,12.011264025458512,81,46.726004702904845
f,67,13.608460883770945,52,91.29279547796223
g,87,37.192427692441456,29,53.78891147146654
f,10,84.01982218350513,51,79.11813973025346
a,51,42.87850055270949,68,31.829775009524162
s,58,78.07145990825015,72,78.0732559998478
n,36,93.47655695579304,32,94.43367814808147
o,3,70.70443093982469,57,67.4896972017598
w,68,77.53022697462262,22,1.6327969969099465
x,49,93.05731291666102,78,72.09499215911956
f,57,92.6127324473461,87,3.1314475659899754
a,59,30.26597091159241,38,89.50579297106609
d,15,52.26295014238374,62,82.2871102735078
j,18,30.516684533023366,63,59.07297424774244
y,93,91.33168725856558,65,31.348225845463595
j,84,80.47075629980992,55,99.97541177036693
c,79,40.72252196947065,87,93.93695453215341
u,2,93.62823969262028,87,91.16797380098035
d,54,85.05606081704607,61,49.51859433659857
t,69,36.28047240518405,27,38.52457860260524
o,95,25.7892657579575,58,47.36937156601879
y,85,10.869795034935715,23,47.396173244762885
w,63,60.151581237110854,25,35.01392122504953
a,11,74.85397947776671,47,70.16430301917215
a,57,31.363620705722994,23,18.786625736674534
b,72,79.59514659259767,70,45.628642038886404
j,32,96.00374758367599,22,70.05649721809328
n,62,70.17989238046835,37,78.67199865367436
h,18,54.722634947687986,16,47.705525063096076
s,16,4.811009458717564,41,4.672855257067932
w,57,58.4053824171501,100,12.902025016537433
v,44,19.916837577474823,75,81.63847868105411
q,26,55.187478001730284,100,51.01295101315547
j,26,5.497912549646433,36,57.39003268359165
h,80,14.595386217679973,57,38.54690116728069
l,76,60.39088915641818,77,57.972912952633074
k,36,2.9863450403663117,14,56.49384816658688
k,32,26.84238897862,60,38.09651323774532
z,72,44.207345612320424,26,98.47705514246321
l,65,56.30063538158527,33,85.42677136590834
u,71,17.28120575672203,72,56.493511889958235
c,23,75.14746159691926,36,25.303853153965573
x,67,35.83485516827499,3,3.8629025780226534
s,68,36.72175079037044,93,81.81996496250086
g,56,76.56119971562558,49,63.705485335595945
j,39,28.22387011521107,19,18.876774736861833
a,92,92.55059261652379,66,90.80288145511672
r,13,68.84140764233744,1,15.767455529371354
d,85,67.81141401873128,68,84.92551965382579
j,27,19.863603159546084,47,47.6347994537411
o,51,60.35195014879727,4,87.90402977827658
v,18,93.69105715382565,11,1.1097969226286475
o,55,40.50649552185395,38,13.420857668446406
r,80,61.77983178579719,67,23.261381417139006
j,39,76.35930645243295,45,36.60663037135947
q,2,41.42801995884234,83,86.10286330518262
d,75,54.84464718383395,4,57.341364786244206
p,97,7.511512577307289,52,18.805002566431927
m,83,46.312433455903616,32,34.498087899473795
b,71,50.5878723765271,40,86.1491648973688
f,50,25.519760371485635,65,18.89680611518425
i,49,42.39903449401734,100,59.998155790954044
w,100,95.79632136327952,6,50.539443540916196
q,22,50.327084756285814,40,14.183538383242656
t,21,67.56719136000243,39,37.50391869729825
k,89,51.32588161491536,25,78.72054933973205
u,44,67.27154729126103,100,23.600330423271643
n,46,81.47972316614414,56,4.629363740706694
o,52,51.82403176351382,74,80.85397377078716
c,81,9.658675785306492,86,40.35106992183105
j,10,59.90454989111994,11,98.37458336302917
h,82,59.259693153711915,65,15.864949443178332
w,95,0.5189788309741039,19,82.75553881958442
u,95,52.145630659970365,32,16.326468727164045
t,15,13.807999767469282,57,62.85159338530223
o,90,36.300561956018825,53,57.87265173843327
m,42,43.98155892780278,79,11.198915472145876
s,52,82.99684732284265,90,61.3928070581479
s,69,73.79737326235536,25,45.46674115476208
z,14,27.766984359838787,53,67.66524447088605
c,94,66.95791737995144,35,52.17171155362475
x,71,4.2825643741527974,37,58.5575648589562
y,43,1.8101325816847647,15,60.85561432408154
x,35,80.71335383022898,23,31.83787962015411
h,84,5.6542348529696085,76,30.8563078658614
x,66,60.99559331730388,98,40.753231784310614
y,11,74.72862292926872,24,73.41341112002314
h,88,31.812927907339915,65,86.0242062402433
j,26,97.64297398578427,23,54.09705340492058
t,12,21.073772962641247,4,13.669016246961618
r,3,13.486473035208657,59,73.67843121974389
n,28,35.791561285812655,12,20.186781451808113
z,13,3.3178472974721873,43,45.308017865435325
q,83,39.24252839802026,61,93.06431859783991
m,44,63.17209993269148,0,88.11756583731508
y,10,74.31779070700293,78,18.774933455367414
n,57,68.23499804214627,99,30.797716036766488
r,58,26.592790186940263,88,30.281466008120617
h,66,39.11671834515049,70,68.6904347835247
h,73,23.783257637283416,45,98.76858982886402
q,72,19.37826847312064,95,13.564963653219507
v,32,42.74467342418112,62,8.793889401406929
i,46,43.643424487490975,77,65.52730406659815
i,65,39.54688975713323,91,21.273941778533544
x,26,8.047586897018544,62,54.724167486766476
j,8,14.015217620093335,81,25.667270177874222
f,94,72.71127485530968,98,1.555692088033278
c,39,99.42806766404448,25,20.12104559373037
g,94,52.668234480355025,89,56.31433213231325
d,35,14.353530167074135,37,95.63352919964203
u,66,59.61615750877633,21,35.6122313316967
a,93,75.8716646925512,95,96.99805787810728
b,77,86.92506603411246,9,71.3583407815677
b,14,84.25956513511626,50,56.50999441446935
r,60,91.3287442127077,6,84.41708529631549
c,29,30.054781650509042,70,80.88305174657387
w,9,66.99191046065535,22,64.86983381989792
c,6,84.06915482113666,85,48.96357910046214
m,100,98.19353934987228,74,79.15042419451723
v,71,39.97990184007209,49,51.28142757964652
d,42,75.854549912013,85,16.441975041867586
y,45,49.10812954841786,2,3.2703717731699222
i,36,13.968402932943679,94,71.00424060624952
n,47,61.018150422156836,22,58.31685763045322
b,98,33.28754662420004,21,6.482350448782004
v,85,45.01774505026561,67,20.462006955378563
a,64,22.41501329693316,99,96.93130699025934
u,69,84.38013627951244,37,60.944836270331116
y,47,38.122224552792815,99,72.29985289357657
a,48,91.6523219670785,3,78.90397927595873
d,90,50.82386434426319,8,5.871202305539535
p,81,61.86907398844244,72,9.153343990087027
q,71,36.18748318470332,42,71.46988112362148
k,76,65.13517845808701,86,94.91527926114564
k,96,34.11828549444883,31,79.67872363444141
v,63,43.251081267650484,67,65.82953084716053
h,65,47.716656005563166,79,7.068506960509968
u,13,88.89452541918172,94,75.33436922891448
x,99,63.37374491981173,54,8.536733099560422
c,74,26.939017503645957,19,96.23053244082926
f,17,68.4519506015845,94,36.52871493131693
u,76,62.42237623325636,23,39.27656567752468
e,44,5.632212842385731,27,62.01828038328343
e,45,11.093856856495933,10,57.87513111286542
b,39,91.91146941393704,53,29.40998932029302
t,93,81.04696380241442,39,53.061156226622785
r,90,99.47848690445402,69,22.304503854022396
h,22,17.236894746535537,96,21.600540751536347
h,75,63.736144668042506,36,78.76727784206537
f,17,62.660030132230574,24,50.411230519944596
v,29,72.65088042472,73,17.030870506125428
x,18,51.6382510553671,43,29.210213360005632
c,12,22.7917754366059,59,46.358805770580645
b,32,22.636598707914047,54,54.384486737576445
x,24,83.92764455490389,85,97.03053179284959
e,14,40.18184375119721,47,53.896962812119774
e,6,55.668301255761385,38,41.83935728611888
y,24,33.66406668803553,49,28.663847769908724
w,4,2.6565433033987063,64,99.65398678742521
k,89,47.33760773291862,99,80.23953982186931
h,53,72.66373171262946,1,45.49033098833682
o,11,30.88584829658041,76,58.515057927528616
u,40,72.95539990842828,15,45.41417440570894
i,76,31.57569704018225,96,54.58238332772889
f,85,94.83448222585945,50,25.275281950522967
o,0,32.48341232493566,6,96.0721304012437
j,74,6.848182338097919,74,2.4801428901897293
g,33,96.02011534401076,15,62.92523452571456
b,59,97.42644320943111,70,73.47489611880734
v,32,59.262931968783775,15,94.7596254383438
o,66,65.046445159579,63,67.75925304233064
y,34,44.235587531687834,67,28.487214347070868
t,100,37.818172018827234,52,89.31525340823494
c,16,27.256841441693346,42,57.56296509339847
s,28,48.74919961794658,99,91.76425847825743
h,69,6.534379063916351,83,63.67917080075747
v,60,96.43905277017161,1,31.656349103861526
s,99,72.13925626885175,79,49.22811389522749
s,80,86.21377865226341,54,73.1922226611656
f,27,99.0718366844714,35,31.75868677157736
s,34,91.17325357158882,55,71.60836865284796
g,55,64.44457825133665,56,38.84430672205153
m,72,60.35654490284036,74,25.570964059738266
t,76,76.66798608013532,65,57.09002853571852
m,17,11.503724925214765,7,30.42179541526977
c,11,93.67268594239988,91,72.3849611523408
y,92,34.714163120718524,24,50.338668481959395
m,46,58.64365935532714,24,43.04451105298841
z,59,5.450390890696955,13,1.1587506242849988
j,57,53.184465074308186,13,47.437812140537105
b,4,4.911519762617189,94,94.55724621154305
r,93,48.1144839447666,92,91.74489020082227
f,23,25.343257850509605,63,71.34389549595906
o,15,48.52211185373324,11,99.04964417152237
y,36,48.24850839578381,47,86.74551644700101
h,75,99.67643904550944,18,2.2736123669397923
v,20,70.1461695124943,50,8.373321627031395
m,46,14.587675449004989,32,0.7016012427504159
n,90,33.01697670312663,32,50.73309045599
o,57,2.0472827016495443,1,45.21124283235051
i,4,7.752360532461444,90,99.65556797728816
p,13,11.657825312195824,82,60.65788438194608
o,61,56.27802299458008,72,23.34725799837599
r,84,8.93638519966753,91,21.639791619947534
j,98,57.237897986251355,36,89.37469665563957
a,53,90.91706934134949,14,88.48492740210257
x,64,49.47674337325577,96,71.6781020942966
g,44,55.68112327050352,44,59.6416661181218
y,7,96.77445342507443,39,82.75777938203395
v,44,86.62950885069759,85,24.77313966892404
i,28,29.88859067347378,43,31.89392228425695
n,20,38.56119529949363,31,58.940710340406454
k,46,46.494546734540734,98,57.38688836271527
x,79,23.327498135537915,4,89.9505280856398
q,55,47.04804594113953,49,38.283975820761675
n,6,69.4196113528229,16,80.76372765887623
d,68,71.84855333316801,48,39.90053183408475
s,49,41.67469369934018,37,27.131447266735677
u,92,51.30856815396873,47,55.03531110828881
x,33,82.25861193175066,67,99.29389073664208
v,72,50.73335519640586,89,9.849780171280287
c,53,87.2110019064927,1,24.599891203480983
g,7,51.43345315891634,20,83.2026099371677
u,36,57.25424609874021,69,92.22964428945998
u,95,8.909382575356561,97,34.441450714178046
m,72,91.89397384783916,88,0.7992404214190563
x,40,16.87064319885918,38,68.0595818943698
h,54,8.65937427612834,80,2.051809052470732
u,38,35.63942584365623,51,65.41292464227874
j,32,19.464082891634714,80,45.5102377341149
t,73,75.05642962846511,60,24.09153507162466
d,2,14.686605018141918,24,40.254673003816045
d,51,18.20653693072092,9,99.05737064827993
d,91,38.76323635338599,35,39.111849009828724
c,92,20.220185033553296,84,46.3272823173505
f,86,68.26867269787462,28,4.430824786714482
l,18,54.6421335102388,88,62.43199814061482
o,89,77.70364179947197,95,67.03283123500479
y,8,56.67695167401297,54,85.75111475528145
r,15,26.5734114310769,32,58.887470301338595
y,35,33.50164893484864,86,94.21496603167711
n,34,36.48282383657124,78,12.89358355778103
k,25,28.057855231131214,58,69.509841479723
m,21,58.009494582244734,9,57.64477677078892
i,53,46.77258092794667,53,83.08925437383735
u,69,41.20368953552028,17,18.02606240302348
t,36,23.9513868981,91,89.50059126814426
o,34,17.461362224146804,88,23.810693472966427
b,1,80.96632430496791,6,88.14389124281908
p,79,87.73323342031301,53,15.061626560998754
p,36,92.75906881361965,68,88.252164913164
r,96,31.67073549748415,0,79.9903201593009
h,68,51.12585762632552,32,55.43425680813553
p,69,26.025290273739454,7,70.9834039165811
n,81,58.897845263175576,91,15.273270897498248
d,5,70.10447035164393,74,81.40868458353131
s,85,4.185682071053143,44,57.060459314292885
j,46,78.8079065653347,35,15.85893629619084
p,56,55.69976493643425,30,13.407911479120294
v,59,43.530136683341695,25,77.35723863798502
y,3,65.33642460465077,91,10.850864638808256
m,40,25.897147145158105,54,90.97930366561489
a,51,91.91530641042614,1,9.73389555646429
n,76,97.05387047347837,85,70.03039386869119
x,58,31.545844586230153,96,4.5995399390654335
h,56,64.81816888138255,57,47.39365697411405
j,46,19.172405655962944,96,13.453625189553463
s,7,3.1273027036523016,82,2.1576099647931613
x,61,50.7720074787133,15,70.4817973248834
p,93,68.56074117349297,10,53.28916187658138
p,11,68.64431790135797,100,40.51073285240015
c,71,55.411450887717194,53,36.20284358620266
c,72,91.78973021486598,5,64.54275047767669
g,52,96.39459692009306,47,53.630766657890646
m,88,36.29976658942847,91,27.38244612095976
o,29,23.213183491042656,40,19.187509946965786
x,52,67.28438439323565,39,44.11911307773361
d,1,12.956072446171218,10,2.1924518690772277
r,45,82.19100891231818,38,79.48491758939785
o,80,90.09067200108633,69,10.138922339376455
r,89,72.37699974628097,5,98.12775057611944
f,72,16.504542571086933,95,32.45367962821815
l,73,66.09434535681488,52,52.1165390601446
l,81,14.026429059032852,79,23.989062682811348
a,20,70.61637023257263,29,29.92203719426555
u,82,31.138335142610963,57,18.718233817037465
k,4,59.91216896154017,57,70.36538609846555
l,74,3.362339538349657,30,55.31417307207693
g,31,55.51450387915834,64,65.59440059674118
z,38,45.47591416912594,49,69.92813863169742
c,52,28.188613729704738,23,64.60565240279159
v,25,19.19137255086043,1,59.52599420768803
a,2,4.582053915384754,23,67.87819155912757
g,55,88.7339416392112,57,82.2489007661546
d,86,88.74059852096602,3,2.2237145494388932
p,86,69.96639655742833,4,12.492807377295357
p,67,43.34806018149474,80,3.3366142482107453
n,24,88.54124431640082,23,23.664445942095114
c,70,22.948090052625957,55,27.077684504629918
z,33,59.150753902355824,14,99.6413110882738
q,32,99.70605856764755,13,46.27717788729681
x,49,11.697680043189951,14,59.15166147176982
g,10,59.81909637454128,84,78.51321037344012
r,79,36.721857226553766,65,18.812439183131847
u,83,51.349109976107286,0,10.19038473164362
z,61,98.61281182834462,24,49.90524494301527
a,10,80.05238429412137,55,10.677881726311933
d,25,8.077066266930167,5,81.36853422004303
t,53,18.357673050238887,73,93.1736397069863
w,1,93.06363879318997,10,2.3629244266849536
x,69,62.63181268152562,67,93.79862667109579
f,30,66.78634403516972,73,36.182227003414
j,73,55.038521474172775,50,1.9208742848218385
s,16,31.341903069057498,67,89.08933884127094
l,39,99.86718809915457,8,0.709101935811296
h,49,21.39227541848746,41,41.81852712549671
d,77,92.50074072112908,37,76.8836739729067
l,23,1.69477571708192,73,25.95365153613698
x,23,38.0830287650925,52,67.7042605172386
r,41,59.24467114960492,28,46.27603771146225
v,28,92.1835642399132,80,60.83014482695064
d,59,11.63694355963677,13,14.727320099853603
y,88,69.20975967737661,22,59.36626220502384
n,30,43.55352167468208,47,49.288024755356076
e,9,93.14838744200118,4,80.41654925113274
n,12,85.0879000918764,76,34.16594416938599
c,24,49.69877079691215,91,3.3750434276494934
a,33,91.41284594300983,18,64.25900403567957
z,98,92.41767258615684,97,42.54241001223682
o,48,76.53917130061174,48,95.13201874790198
u,9,42.55070145261299,99,54.76771405718138
y,69,85.93737539002062,76,18.097246931204946
y,71,40.4704109031326,93,97.21462250528737
o,95,51.49817772511128,37,45.942183696340756
s,27,89.88715182355024,37,3.0030860718768038
g,50,70.6612305206595,45,71.60263422235028
j,89,44.47893160169467,75,90.03806136116867
y,55,80.89365270430048,1,57.274511666684546
q,61,88.76612921023597,15,78.33444387122172
g,80,72.54539062770327,18,33.926827230167554
s,18,28.944932631665242,95,98.91039174547223
q,37,97.63681601151345,10,96.0542471729477
l,12,6.18202978070469,70,9.496581778749091
f,70,64.06573771462291,1,73.28187128576424
z,43,51.69560425020043,56,76.55101963609951
p,94,44.245164694928874,95,51.231220900262045
h,13,38.220323593747175,7,64.32206809957852
d,57,81.6855371269499,100,62.14838928491923
j,75,82.2559927629555,54,3.7651696347400287
m,39,37.19533927646954,71,66.08246930004515
u,87,81.1803783815407,68,61.29166079050601
f,91,78.04522012926606,57,67.36612510530406
p,18,63.19679058165678,63,34.111940660135986
j,40,32.91363921205742,22,17.507511732369785
p,33,71.65963418682998,40,77.66483808144794
a,29,55.22925011488189,17,56.88346677641542
r,78,66.37249658081721,56,58.5637464016942
g,42,44.828371114251254,27,67.53706642255845
e,46,55.4169813009801,84,1.9828139662099065
f,37,13.332879990124702,4,90.14913809238907
r,82,96.45364292403416,96,25.613750720087868
p,22,21.765630648213584,60,15.701468478619486
y,70,12.061901930178909,9,32.4955772277836
j,91,48.434812904447156,66,42.66741016792963
r,14,55.25831209220464,73,19.683034722361015
t,69,69.73155148649829,37,60.30802287523578
z,13,66.37507175708315,74,82.89510106499792
p,18,42.13201526969396,78,59.608224513418904
d,92,81.85684928991014,47,26.450695994261665
j,50,52.7726404206068,76,56.86928133905099
v,39,68.71025705044133,33,37.703559291557944
w,99,26.604248405728057,1,81.2279196190519
g,64,5.3752439410526325,9,67.54910549787773
f,25,28.795578844637426,84,61.766282480172116
d,78,95.0715730619986,14,59.70970688485071
l,23,96.304553895734,51,85.99193699537628
n,30,87.18047253860313,58,2.3545526873845035
c,10,65.12777856967456,12,79.7712982896259
z,64,91.66547208239734,78,33.99166837783508
e,19,99.34369384462315,8,57.88067924100471
k,13,24.283367053634798,39,39.00259048177565
m,43,40.896077614449744,31,53.15731312640849
q,55,73.34882281785954,88,28.139857015888936
z,78,96.84571040866192,62,59.845945185317106
g,39,91.17754995634604,65,87.44453095252389
h,46,5.68527671530632,45,23.96310734587339
x,64,77.80744815815238,12,31.63922093855225
p,12,73.28440910714639,39,5.637154929354537
p,48,94.12091072747431,50,70.07145873383303
k,50,49.21166074409848,84,50.4426352010664
f,97,97.57674776058704,38,7.764357998001392
u,35,80.64779356241448,47,92.55157215027758
l,60,63.038878266147655,23,38.129471674441525
h,69,19.495975854866,26,55.364664874479054
y,59,53.74026597729955,20,71.86220331112622
f,58,5.600523117465328,24,12.49548933734389
i,71,8.382685222309071,97,64.70767992821054
f,39,81.92560264152323,72,98.28065221807728
q,33,86.14922748876893,15,20.417832162739725
y,35,0.5216049034900028,27,81.79101754702832
u,28,92.19889127394961,17,40.87135237782018
z,97,60.38786673436596,23,59.533251619333235
g,98,7.0323555852556785,18,45.16459167653421
d,43,87.67638883683719,92,80.62486624853322
o,74,13.904125417541902,96,22.25113437635923
e,16,32.199957367007784,37,85.47156762850285
r,32,52.44486484170824,34,1.7840294895258513
k,75,16.180016118191087,62,12.257028814167082
f,28,68.68688046927281,57,62.99666336352118
w,32,95.51181130864845,34,80.21468377580952
l,84,99.58022877644727,43,87.28401366454474
w,13,98.81414053535275,6,76.48393335270016
b,97,14.513167419019634,24,74.19739090167401
e,18,5.10729507798533,24,3.562689097891769
x,56,39.39843353631676,29,52.674332266911485
w,28,25.78134893991788,68,87.57098539786598
f,66,86.13086401807473,66,83.76767334955862
s,63,8.061957459289237,35,60.08188327976461
m,44,56.24977120801925,59,1.6106386686662866
w,83,20.842246941211517,96,21.59918456626414
i,38,73.01106652812017,17,71.81636385336293
t,8,33.255999550112215,37,93.35402400301103
h,75,20.132561304716557,81,94.02056795427079
x,91,44.58039531641283,55,29.742665370323508
r,94,86.58302239792398,97,83.19685809510223
s,82,21.706607336913464,44,19.478395937285377
s,48,46.89736245846172,3,86.72593966244911
o,64,84.62564452506689,91,40.286710440177195
a,6,8.13581129650779,58,59.94062785641169
l,74,28.552935731351457,20,0.7610333198365127
s,82,26.53445487258398,17,89.52192531350767
t,7,99.80063597827555,59,39.16654258776805
n,32,25.930134435163943,50,92.18308340188126
b,35,60.28547643906757,90,45.699878474239576
q,50,43.147933242345914,4,41.48541373008593
g,2,79.93707341227635,63,61.955708025150514
x,4,37.97681065382312,0,95.59434155726184
c,6,18.310559486598,40,95.04977501609534
a,70,17.515409967681496,23,88.66778734392055
r,58,18.848144613005257,4,93.01130859202893
k,98,3.5790011597532145,28,51.55089269439036
d,50,54.03123839213565,81,2.585533892827585
n,39,38.12681873055165,84,66.50458242961457
o,71,63.12573459792805,29,84.39657469445551
s,84,97.1046350996566,76,71.91456209999106
r,51,96.94803741993131,76,9.889137858581654
p,40,49.72213138145535,17,78.08147402261211
y,71,59.7948366053466,93,79.9918512710945
b,31,56.72796839794616,83,99.3560866150261
x,87,15.913456091035528,74,18.96762727720349
j,1,54.46133244028515,40,5.158579587417167
s,56,60.2348403580053,2,23.748130823076973
b,74,56.12139243480214,61,99.25669401293553
u,54,28.66551794793468,41,27.356042178275608
w,89,20.41948275149632,52,79.10312014999775
k,41,89.51372616834054,60,55.95032792815324
w,75,98.66657399134752,13,40.349130214797455
t,97,34.177520457184606,91,2.9019622584781524
p,24,54.92137226900988,10,98.30389171526039
h,48,88.3488029130102,32,58.76576093726008
s,47,9.241603370574424,63,62.97126724349441
z,29,20.08593183058547,77,19.54517750374989
l,39,89.17779665476961,16,52.040717453462506
m,50,52.581774450141275,15,49.166194017263685
w,93,27.50263494984413,27,30.933086218756078
h,84,74.47848824092513,58,33.81606904206205
v,62,93.31289538994126,37,25.899730800829545
j,45,66.22125509276198,49,60.87969064412305
y,36,78.73272523726406,30,86.69261394356653
j,18,89.32986272086629,54,92.76109542817352
t,82,61.67086679076251,76,13.544309128735133
e,57,94.15290579044228,5,15.582377336352893
q,37,88.93124575215765,5,23.53352900428528
l,100,28.243515580424116,51,28.82329315199871
p,3,3.0282403150120762,21,47.97637500894618
s,89,1.4782906606822799,30,12.3014566002545
g,72,82.40498557534869,99,80.0355575108054
n,61,70.00261161952935,8,92.0673226683445
k,92,2.8496965877884195,86,54.220956002938735
u,8,87.89647737092025,71,70.40140364328687
t,89,40.11701698367464,91,35.80366147347792
f,24,60.65775456335039,15,73.0796372899721
d,93,28.84466984869478,60,31.590812178950088
r,68,3.7871582372889345,16,16.268000809789374
e,85,16.519062875503433,56,12.90708210988022
k,48,99.2331504831378,14,87.99695026684351
z,92,90.15757736647055,61,27.817395604125473
p,71,60.72763335624855,84,59.566647549487016
x,74,63.60060976204508,35,81.08270623589277
r,76,82.53456443143224,84,26.485604248865748
d,63,9.981221142403774,95,74.7727949048289
r,55,26.194510395022906,61,46.61278326146616
y,43,38.29760082067158,4,42.879830540684516
h,64,2.928420485954053,13,70.79179070825029
u,32,23.79243710721778,90,58.55630899555747
n,7,91.46396749671484,85,81.1344684147438
i,85,60.98804001703879,88,17.301687197923034
r,17,82.42186651948353,67,88.15469377805891
m,95,39.63651470144309,59,94.81840510921843
j,25,98.7183776250623,59,60.69034487167764
m,45,16.94538984957744,39,7.053422873663228
k,5,76.378233384178,1,45.6870595216184
e,13,52.82319460672653,61,49.21225852838455
p,96,26.602595546169482,29,9.4531941297058
p,14,97.38566998534887,40,41.89023926274614
w,49,6.244644122959175,28,19.69848326002621
a,3,58.759481989524744,88,39.01516635457219
i,41,44.6999491590258,56,86.59405809255072
o,94,6.023699736714727,3,15.713140855933972
m,68,94.22001362081573,99,83.60739236566424
p,42,56.78043255405647,95,91.6328066257897
z,89,40.032606386399436,41,48.52962168809094
u,38,2.4658689380870236,27,25.2357590096604
t,48,98.62068788311278,7,44.153411502611426
d,6,38.79604128981416,68,97.94919796714325
a,75,96.93287586228327,52,71.86266917320543
h,5,90.96038620547876,81,38.10717527623589
o,43,37.99649212091195,30,80.49722193746568
k,92,97.54166821068746,25,17.562952804450184
v,20,76.07650122283495,38,8.614094404518779
w,18,29.002540168559698,55,47.738160187265755
w,53,30.368819611049357,60,32.283495874393466
q,41,30.717871577220592,31,94.68881593995474
n,7,99.27127420501193,1,88.33288712579463
r,11,81.76041676936691,95,78.18829433332617
w,19,98.7165430396042,44,70.34472771844588
u,96,29.89831769047776,81,20.419663819647738
c,65,55.81690494108974,61,68.75623847118645
t,39,11.563702722407754,62,30.474381420872064
v,78,78.13205103152885,64,52.60046459861194
w,70,59.482178368232454,71,7.8970627682019785
z,4,18.88547925363351,13,53.1439371261019
n,86,41.741418043549984,15,46.470802621348014
y,57,43.424472742728696,65,56.857900561812
j,42,35.426119705251224,20,50.76262778683917
y,65,34.689106179757914,25,21.61606973184449
p,1,26.345780484138835,9,1.6777280415929186
m,46,39.77175266369649,39,29.62127018611549
x,63,82.21605048865896,49,93.54044390743286
b,57,26.38053711590941,2,53.7438556774945
l,12,40.31045698384696,31,91.0355776999657
j,74,19.050834651321857,43,48.79972675007668
