A,Z,W,J,K
h,4,39.98918265725979,31,99.466224003207
s,30,61.94298557982311,46,71.40806818652321
a,10,22.748583245952993,98,0.07334000466912016
u,77,7.426348088347712,11,68.10563922624218
o,65,26.02972149268874,75,47.226403626326494
j,17,91.59012873474336,54,91.66605371272651
r,44,98.28999206777304,34,41.07655223581075
e,36,18.880298036500363,62,99.71073585877139
z,41,98.1537863775793,75,19.049967824044266
i,100,78.6544215638289,0,32.67884587024924
x,3,84.54826898713638,42,71.03899913830918
w,100,87.15898390333508,8,98.05135619172486
q,44,78.00121312723991,46,90.60927418582875
f,4,17.210097299484584,57,28.572141740710567
f,19,55.71252967368022,19,61.889952242943416
l,64,3.575911467433601,94,40.42297728902062
b,9,89.78486781443614,9,80.17909813319943
a,70,77.7685884025733,36,99.85942842816416
m,12,83.7163531158979,19,81.45887744954501
k,6,81.06556034583787,20,74.33023431816541
o,13,10.539714344356598,1,66.18627746245322
p,34,59.390408564484076,88,68.99393697421398
r,28,29.97444201690702,32,84.33815368279667
f,93,25.635898917625767,57,82.20976486647594
y,72,66.20957907004794,65,8.317043325169472
h,11,68.66439235474094,6,81.68240179467757
u,63,29.848589964501027,92,23.949287042140753
o,93,74.43541157686943,56,60.23412455133176
q,36,18.417582036632062,62,58.202633586999674
q,23,89.66096910092016,48,50.48684021504325
o,7,22.586141871968035,50,44.61067480779229
n,16,30.489910974110735,46,53.703321727681164
y,71,92.49984274760298,46,60.352485930756195
r,67,95.72162578631385,35,20.047669523468514
e,10,33.6004191078251,29,25.53534467911018
u,50,37.38730780664829,12,23.290437693050002
z,79,61.34225018098232,2,12.10778520129362
l,55,52.92147811204069,5,16.781469743207957
e,45,53.48463158191306,2,99.83928891007201
s,50,48.67435697840473,53,57.116165986902324
h,85,78.97219062951143,9,88.84227121740217
b,13,51.42225997912294,16,56.35080422809779
r,94,87.05370281899135,88,87.49894687167694
s,51,4.298901045309577,38,57.28960643724732
m,50,35.11741160505615,99,11.909342709565351
m,73,6.380525855685882,37,22.894567977638825
u,68,6.0381576833496435,23,86.07665724415284
t,60,96.68441259285493,76,11.692171351503156
j,46,38.02780828994305,64,1.946272797990034
w,32,28.187875260976803,26,10.999933140964968
y,64,37.55063301481817,60,20.719379763191228
v,56,90.45585911901658,4,50.17627275164551
w,77,86.689376716467,38,89.07293607606687
t,41,96.03183949304487,51,17.85371047645131
p,93,9.897902024509886,99,23.596270551057774
t,84,25.979958964534443,80,21.22506761687365
m,25,81.31479697267164,66,98.87744321963294
m,90,39.44469361476428,69,94.47013291576853
l,85,97.47768820940288,12,6.831618711244136
e,91,36.948217759537435,67,66.5520706955138
y,63,85.3893521506817,90,42.035903799820886
l,85,19.817756474335212,46,29.858752093269757
f,31,11.673111627175036,75,18.910244656090057
h,26,87.01726231548447,77,9.41358997124766
i,76,61.135007126448315,48,21.284359031203813
q,79,64.22813507387576,46,67.06012294604218
z,53,13.949344122751327,61,42.04529620094829
j,48,97.4541876314413,42,47.72528530511866
q,26,64.80608908406367,66,47.152387049224586
y,12,37.514503113033996,32,42.06541123788299
x,94,55.617586281566055,62,81.09751769587263
b,53,39.62954830558775,58,50.928356933475115
x,99,48.158416761895026,33,14.09795216948071
y,46,38.849007275624125,39,30.128199841058954
f,24,92.30216376584528,99,45.78256506219181
k,66,0.6007961200821588,65,26.908556699436325
s,96,26.655495894834537,23,62.978983702381754
m,18,22.72445225147259,23,83.17849222206065
b,27,30.707642675045633,51,2.684830715027553
k,68,19.58400314002773,56,0.8994339082239566
i,31,1.3630496853949126,67,59.164526363674405
l,15,41.36729833612123,30,72.53896019080301
t,48,0.7705245146256479,29,84.71475144880569
s,36,69.66700739418829,96,98.84097569468763
u,89,6.927325920094562,100,51.43477155835969
i,80,51.57256263375459,8,19.633555146202465
p,85,57.67545938842057,1,89.57019658072095
x,23,32.615325827745366,4,52.31709246136389
f,70,30.537291967670143,98,30.5507510348327
q,25,73.49722282708976,97,90.65685081460167
b,40,55.06176364086591,39,5.974318965796499
f,30,4.025333706786494,68,52.638159944704334
g,70,32.2600858434954,7,40.53694787968157
x,96,56.500877336940206,55,49.423020296106145
l,42,29.39711215825578,65,63.12224026087622
f,29,15.520133272493176,29,14.13383930906612
v,71,26.17090604017085,32,98.1986363544831
s,46,89.76306427238411,9,60.98010532158724
o,16,49.978171201268175,82,11.393978231659819
f,96,64.01908263979931,39,65.16145505745342
q,18,67.40883345763994,85,23.75231344148081
x,96,95.7496524994048,22,86.64036520125616
d,59,51.0704757633373,66,9.114499463194415
s,25,98.9515891020417,95,51.021369597391086
g,55,60.10648400190741,99,63.9523462904439
y,6,93.28830086743072,25,38.99479185934873
u,3,62.571937599212845,6,68.60642324544563
q,36,6.303263673132298,94,52.99971672581899
j,64,20.84526223531794,44,23.56830830070512
w,40,34.878263627417105,0,47.80169295766079
q,82,67.45382356213997,80,46.27184960191677
z,73,20.51268685269616,77,14.33828738341225
m,64,23.498848001060146,97,62.5183154203676
q,70,16.489041715327247,1,83.29733018585219
c,86,68.90256167462687,20,0.2531392355771933
w,32,9.858170802763766,47,54.41225454981207
g,71,86.67426140573086,85,44.812503893812384
l,26,74.1237049701892,36,39.1204031899516
p,47,47.73546784253696,45,95.25368461556832
h,14,70.01324405781003,40,85.39604901116266
l,2,2.1009819125153095,85,8.819860884744003
g,50,87.83045637230303,67,56.68385036425336
q,83,89.08017269484938,68,86.23485764579532
f,4,83.8381091731008,53,37.90815648792729
a,57,86.58439750954375,24,40.29106832804793
u,76,15.830127034421725,15,32.717560437859994
c,73,0.604559571886909,43,58.687480244471345
b,43,70.01101933105666,38,76.14747502150477
f,85,30.456290480879023,99,54.08612736650906
w,49,31.17881642518432,6,93.37269748685851
x,48,99.12842023244718,21,17.768167078753304
b,97,63.386951155178814,52,6.701958232662964
n,6,68.64339550535026,64,67.40448542571738
x,61,75.48598064669049,93,78.86566578557785
t,48,33.1078176949257,62,56.59581324198433
e,58,52.68018301236198,83,6.50284020928853
y,21,88.75350490372827,2,93.82807776188959
f,16,25.067513964789136,41,70.13481598165829
k,42,52.418597601764105,85,81.71246368684551
u,8,91.03639527320351,7,71.0310558826548
q,89,19.85000038949798,12,4.6545098002187535
n,76,11.615465000628378,74,15.721810615247268
s,8,79.25142296460777,89,14.799091861063651
e,47,8.32689414286768,90,52.6103379677663
r,45,75.60654521753138,51,30.71869055734887
u,48,38.35885855892437,83,77.88131461109002
p,81,51.91964869694456,26,93.79301348632096
w,50,25.774714362404083,31,91.27414388948198
p,92,46.42413658276671,53,34.44051345423983
m,82,50.42006014751603,8,33.26538094592182
c,46,87.39279648286208,56,92.32154739336504
u,4,53.55474313972712,57,97.67856331482531
z,11,23.463935453239692,42,32.360927901968196
u,26,89.96503701096734,68,38.61150582278985
j,48,55.91636906133994,78,92.29089520230092
u,27,37.41373015780616,9,10.908095800716723
u,93,3.4657048628087495,100,9.595164258570898
w,46,81.4752647941584,21,49.03992989678508
e,92,75.13445698263925,19,75.51359123731017
b,72,43.72133985901713,37,72.42659629052449
q,56,4.2832828460972365,23,37.228083227465156
z,83,66.22699175763842,57,65.99821672083644
c,50,64.76560361049425,99,60.64534837414648
q,41,4.433496522622948,37,97.60072809665947
b,23,40.01701081964438,1,72.79812637384245
f,53,19.84837878720427,70,19.56828695506464
p,87,65.83297303239253,97,44.7542355777624
g,0,85.24891124602166,10,51.510883942346084
f,6,90.97476829173914,53,23.913920621791874
w,39,34.8290538049609,11,71.6693871854096
p,66,43.92069043223572,43,57.223117151500446
w,70,37.93435007227354,24,64.91711300262438
n,73,26.87072149619123,84,78.62728739804
i,74,6.758243723690693,28,41.10592079640889
a,16,9.083483788385639,54,87.71790815387956
l,91,9.809888274639256,19,1.3929706023419475
g,48,43.11728593344398,5,4.247950217796593
w,99,64.07225137787971,69,67.87893632549478
x,11,85.34933815876109,13,42.83093377937658
e,92,23.895471805854164,37,53.09323465182738
j,84,71.59356755509873,66,7.325328338043546
q,43,84.60438171810955,21,80.82930973550613
t,69,7.218360079872232,83,47.12742516372319
o,87,16.933752180740548,49,6.951781337252139
p,18,60.051855483460045,30,79.6039217336338
n,69,76.56590088440413,1,93.14008014736497
l,90,77.57531685482051,96,73.42450913500343
y,44,81.09909431891245,17,7.614357880129163
z,18,16.48370877839006,6,98.53435190369186
z,67,57.58980857881512,3,0.8174918160825495
r,15,65.3198191232369,2,73.99612638248489
a,74,96.89208918992111,100,94.94982088004404
y,43,87.68383815411485,5,31.55812326074452
y,72,31.214541418768004,29,40.90100944593383
d,98,55.12473219616605,86,77.19515402582067
b,93,22.454864167769983,83,5.7064292526667
f,61,29.182979830384127,73,30.226969162624318
u,51,90.30461259899712,3,54.68416301420157
o,15,39.461182417148045,25,62.46775575362631
d,98,22.196280386259414,58,61.51587035061596
y,71,49.8726138005446,45,0.261276252880549
l,62,94.08700948549644,43,6.109782071332104
z,9,93.7614342015695,40,62.88964889707744
m,100,32.73584000489005,29,15.894539865016611
m,98,24.382257614918935,27,86.53884205491394
k,21,34.471105551053896,37,51.81813109374189
e,86,4.350417684729457,11,81.07874266089608
b,39,38.61445407745725,76,96.32827339050169
f,22,8.842940180685465,45,12.901395085716583
q,62,89.42567468367987,77,21.248309075912953
p,0,5.967870054346336,58,1.5458608904719173
p,96,3.837009452389728,93,93.72156657766747
m,61,33.63615680998409,39,74.95410497375691
p,99,69.35001395048673,49,58.726311358889525
d,15,29.944609574482463,13,23.831521024037894
a,88,62.088222210535136,73,87.29196755966488
z,45,68.32491639265173,31,77.45657043239791
r,25,23.145686438776025,62,39.54956008903778
x,77,63.735089934909894,64,31.81983466995848
w,16,66.27048406530966,73,89.39688717154883
s,24,45.2614192486571,85,68.78212464647156
e,93,3.823878702826744,48,1.5932749161438053
a,5,47.27584573222905,51,82.05127386973936
n,95,96.38407150131698,83,99.62587248745236
k,100,55.818761305727826,69,53.37397421150245
h,7,1.2669344105899039,83,57.77644239268247
j,99,19.303524296518503,99,16.870725894297344
b,18,59.58404931040929,21,33.13670456840039
w,12,24.62673102028402,18,0.8111132047141423
u,51,14.945295098473654,33,8.76895005266829
q,65,76.22893301878332,6,60.67193034538598
s,83,12.945638772030843,51,78.49944635748413
o,46,96.1058808452398,4,63.023122680492904
f,50,39.85244388339514,82,11.431911449844378
r,77,54.39664456010721,91,92.94659462536562
j,73,36.22800943296328,26,34.35277522649969
p,29,19.836243895745064,13,92.95999728471332
i,91,73.11509705461252,67,25.064417894901002
i,22,68.92290496711041,68,38.345710184551905
d,65,82.9394044654434,91,81.76862457620109
q,40,96.90460776239902,29,27.39241693974186
u,8,6.712803251661059,75,6.52135770657215
h,95,3.5161559426858946,10,11.12083199832854
v,43,30.64617469517007,98,96.18859851686976
y,26,21.147643242479518,49,62.1860013970876
e,79,67.35890659570532,85,1.6825286936692496
n,62,93.35002245851256,31,43.78956003816006
d,17,65.42294649370425,23,95.06620550120577
m,1,86.40989963993121,7,64.72023978932106
b,60,1.9073330814502243,37,90.23839255504356
m,61,18.486854742006344,33,45.79043096368952
p,14,68.05243061521574,35,66.74383842118272
p,87,38.87607668153561,44,65.66590436007324
r,58,17.358927396481306,48,65.27153927654055
n,68,19.96884601113281,79,18.60578526179484
n,78,21.94889991707427,0,80.416703935966
o,64,32.209896618329246,5,8.885121739561919
h,43,81.40467098374073,22,76.21774198857555
q,2,29.8949255907378,9,85.82061789526743
r,96,45.67027231698495,12,84.34379622277594
a,77,11.63908518723833,39,49.33764173405739
d,58,91.94713606366926,48,52.00739661229551
y,35,83.7883912423974,52,37.232321408533174
i,15,13.204075595699383,43,49.60213717956536
p,78,69.9946545292376,53,13.50495738650922
h,50,96.13759106936567,21,84.5136040772294
h,69,51.19097769032241,57,69.1370360604978
y,69,73.80147245848848,98,56.69908714302976
v,68,60.18754862774915,72,86.6999532205884
a,91,43.40976260820002,42,43.291224199357046
j,13,45.822424212002296,19,0.2807845626344396
b,89,2.167873057491787,65,64.49527188466335
c,7,77.20713558389754,91,36.572887655397466
x,2,68.19245821537618,76,95.55843745539983
t,48,5.202382518154291,95,77.35776630451718
z,75,93.8081930982749,63,96.18341949147646
g,39,62.10703501321287,22,58.62221529990745
m,13,79.19544172460475,16,43.45006705512851
i,49,70.60599916193645,24,50.01388318337193
b,70,21.360399818204723,44,12.089781898939034
j,98,21.98440818855355,62,93.82075275553461
s,68,23.699716386555703,96,49.19044009831364
r,8,11.714681047140063,52,84.66277946043694
a,26,39.83605106600103,1,6.102861190911479
e,52,92.57229384269917,2,94.256449533117
k,53,58.55583608421085,83,62.918908268402184
h,21,56.11254239531834,76,26.945762699926632
v,88,91.29665938391503,65,64.94605455411563
d,77,12.912289718718473,8,26.59179434576674
s,94,75.43389692925072,87,46.17020137511306
a,66,33.924090428119904,81,13.735577054358284
y,53,94.67405154386022,58,90.2161270360357
c,15,62.73335608160359,53,2.5068532125295695
u,77,6.4390563780496235,52,77.43159755429019
j,46,59.57401133672657,80,21.666115176240663
f,47,99.7591447388936,54,4.9888930317628315
m,57,28.724980851069414,47,30.94556199338698
i,84,85.82392103435342,26,34.80892023520418
p,0,33.68051905074996,94,97.56286623986912
g,34,4.935653613756818,78,92.58223959992327
c,50,38.71905811217533,62,15.092860241612572
o,87,82.0204516444824,96,29.815330015809195
c,49,49.93099743342877,45,76.63158562960376
f,52,15.605037256326149,23,34.725951265543564
s,22,25.21210505910404,73,90.42606785191897
c,81,56.0075690749054,28,63.87753575351306
w,74,7.062353506526053,6,81.48131617079187
u,95,59.026656591694234,87,91.60274563817134
m,56,14.138357081077269,16,57.423030394986206
s,23,4.663663966330855,12,82.25799540568033
x,89,40.55894850054984,24,1.6708485827914177
c,83,18.77922170539521,35,40.89532625482602
h,29,36.978785160080896,87,38.46852876447975
j,55,8.673942387801493,59,17.318626511700142
v,11,80.84458914098316,69,35.817532743533974
l,91,89.9559708545458,74,55.43243603285439
e,90,27.774757275650465,12,50.25475678868845
q,96,88.58809566320235,58,28.106750914076663
h,32,63.201850109267234,64,49.27962276013731
f,29,48.84615614614999,35,70.58570027194038
g,18,24.344698466035698,9,66.6228920961533
f,53,99.18735013591046,44,9.78931340200021
m,47,59.29899167387225,91,42.400792668834534
i,44,56.14828665131195,46,59.766563639038296
a,4,84.45192675839598,80,16.21368990332954
k,29,59.04160051915242,53,7.63000511021964
m,16,56.20693605461191,14,26.673042490133636
f,58,63.87834997377134,30,31.58389870278553
q,42,23.956002374873364,21,82.34669633693076
e,11,52.04897949489028,58,40.39712085737399
s,26,52.621192753481886,54,43.040137136453616
e,7,99.45807526044132,19,25.326239294812257
v,60,3.69314095564931,25,7.107840678762589
q,17,71.55361688866968,28,16.084615015760882
t,73,2.3081516286823645,10,61.65594014490456
c,61,89.74515899194881,94,32.66111713766983
x,62,3.9082567498141207,19,66.99220986849714
c,37,48.46916809979393,4,71.10623060359619
j,73,11.682605105603194,23,49.141720135848864
e,1,7.796952383646527,9,42.99467471604942
o,81,26.092495127603133,23,49.25813381161499
t,33,70.68072900007483,6,64.9504901467021
f,100,59.91437564344283,46,22.761874723692777
r,15,96.12567111537251,19,79.34555380216726
s,87,33.236873463268545,67,30.832540459786305
l,50,14.628372499563003,51,54.00934715331809
k,9,48.693720853799945,38,21.820428446004904
h,86,31.891499164527037,58,26.245568491440075
j,31,67.78306339958256,72,33.23258031097966
v,72,62.29665161610478,68,18.902691598701814
e,53,7.11600558689377,87,47.17945770529731
m,42,89.53181197592359,4,98.67703010502376
p,51,57.32196497585315,16,36.03073866500769
p,64,42.77772596009544,88,19.234514935021828
d,29,66.58769540106309,94,15.184568297553868
l,82,36.924249458307415,80,39.73313297508224
k,92,41.67728519044884,55,17.92587679012081
l,14,0.905114077558089,86,89.47130062985602
n,0,57.32189619053272,17,28.213313951646334
t,55,96.16600824242163,71,13.96486402136432
n,48,73.46717603018054,81,2.0242958791540255
z,88,74.97302746899581,38,39.6038714341728
r,37,12.507551887139257,28,89.51514479310228
q,50,91.90610956395827,9,23.730622355933694
s,57,20.032222755569297,44,48.4854541922505
m,8,97.61485605964005,35,45.06827819504644
d,49,22.848095140757163,93,80.74026256939176
t,69,17.67998365218,0,23.621250936070926
c,26,96.05486922084711,19,75.6766444616172
r,43,26.59790123576102,48,43.24467417424038
b,54,0.35886844683461483,18,77.2714541423677
n,6,61.19272606657582,22,9.456312331164686
k,49,79.88675623948053,12,24.86401145983932
w,63,39.43460368769245,35,62.02916432708866
c,50,88.8418709197799,70,24.211052224347974
i,70,40.2535606784143,39,18.693928949014772
c,35,64.91954044589646,97,54.574527142468774
p,2,62.090442127390965,7,85.70076147181275
u,85,63.851013569539404,94,58.74083663198716
s,31,11.13546612011671,9,84.88597129764547
u,14,79.86163158318278,41,70.7856284693812
k,51,39.64640169489323,9,65.4912823839757
k,13,86.16543344040727,71,51.69598081577122
y,100,2.152517625894357,42,24.981207460692843
z,13,80.11524070656898,92,85.30995481394986
