X,Y,M,T,B
f,80,19.87999292781758,20,48.63621182882005
g,16,64.88067540353468,2,72.53075601131998
r,28,64.86505204420104,86,32.12359405231319
y,16,8.322253751356978,9,19.80951924251524
k,16,34.47479425329273,6,63.08948073555567
k,96,81.70700504538836,54,99.30035442379894
p,71,99.66557055386309,9,5.9940372533413555
n,72,33.301246287480346,93,89.01706595866683
q,3,64.39225754202835,70,12.198258011214813
g,68,79.91418812230825,80,54.235770083903645
g,71,7.259701339058278,97,75.76038402544332
y,29,53.925679079773545,90,23.51078830228265
z,11,10.832295037256722,18,35.71337636473256
c,17,38.32892767585502,81,8.797082959756642
t,20,37.59302749787058,1,0.8770893530780643
o,83,37.48753207392541,25,36.37347859289075
d,8,28.44415420485874,27,4.13029122340528
d,24,99.97844051193046,90,1.0559315626534893
l,80,10.624980490498482,26,17.9182939547222
u,61,4.951748710896975,80,20.8857069403132
p,74,8.059184649253604,18,73.42014663124236
m,74,85.10589291502842,31,45.42952773814722
s,76,3.119207431646054,55,45.10729565722757
i,48,48.951846143156644,89,12.332586904666332
n,28,30.147577063729848,64,10.900319363727995
n,88,82.87114143099843,7,29.259001871714464
n,46,93.06335568478593,88,66.97709813019124
s,46,44.83429364142471,36,2.879884647892239
c,29,36.83771599206857,6,62.339153079287925
r,78,33.24012035042381,40,69.17122112696039
b,26,83.40305505680234,42,90.93481699230529
v,81,10.522897806125552,75,43.65279166133895
h,49,51.87076128992321,36,54.05924880386945
x,35,86.2581130010508,43,95.76592673522131
r,96,46.305824006452724,94,34.517447323893315
q,82,31.84063433591643,64,32.00458985609457
g,20,2.0566309035337627,76,84.08891530290363
b,81,34.17687442486541,76,75.60270494414432
b,49,1.457560259078916,14,94.54994250114171
g,49,2.1430426071391673,22,71.19090898371466
f,8,27.712586940991677,55,18.479241663522007
f,79,46.354460163216494,92,89.70122975033522
b,1,51.59496531127804,81,15.778076172338517
i,53,68.8516140619673,97,22.84723393684802
b,40,83.56017249585227,82,52.33937607944414
c,1,60.85056069864827,40,94.3645350685903
t,5,8.504354435836081,20,45.86822068564344
j,22,57.21493079977643,75,67.22073154038645
f,79,62.180999675778956,84,67.38196980151695
y,13,8.310245893455582,17,32.02860296821102
e,91,76.0497962736007,0,13.45903776231756
e,20,36.57105159476443,80,2.3051048185964484
i,19,24.16342565877151,79,45.50073661976254
p,22,74.53226843164292,73,89.96081678947763
o,84,75.59366979466085,61,25.782137479041122
h,60,58.89247303486634,61,39.671991282403376
p,32,5.075980324594564,70,8.901493451278498
o,80,34.1413077296528,85,67.7176706620797
t,56,42.99826864169361,96,31.552932049729087
t,28,68.91673027838792,0,94.28830204998306
b,51,38.79424625104919,62,67.04774485577138
n,16,59.17211068666911,14,34.83862045670163
m,70,73.37724383183586,55,88.57595257271402
h,50,85.56895423308009,62,26.854777348994652
v,37,87.96052983353148,34,90.15186661006803
d,3,78.5540371747969,93,43.58692791953656
y,75,26.30905648575078,96,42.357867720614315
e,5,90.3692044532652,88,83.54903607621176
r,58,98.91375668690421,74,61.22598314588937
a,100,59.347613360644104,76,65.26927723334943
l,11,87.14738210139792,19,83.99139407087529
q,74,89.28763449776594,72,30.993057218791588
p,29,3.9758738437363217,19,5.872454786636105
h,51,21.622198598392128,78,82.39866615028161
l,89,67.05012431203663,32,63.49821822944097
r,88,61.806746426713666,46,77.59927982727012
v,47,10.72187776279655,80,23.938442851934404
t,37,96.3020665994918,62,43.365857116800264
a,91,34.602528968145094,86,65.85440409097389
r,62,51.42784581883094,54,68.71532143868097
e,71,94.7081136856045,70,23.713942822376268
b,76,33.47702760041504,34,59.51561832632118
u,44,84.9626521947546,85,86.47009119936556
r,3,32.40387253942162,76,72.71623015936564
v,30,39.357779896022905,4,58.97551637679016
n,76,86.35874803324734,64,66.91507065554748
c,23,96.03820019461618,59,16.349359194663226
m,98,65.62858425399104,13,55.50962003256018
w,74,15.688198904178607,58,95.2646675922046
b,59,95.06318203057508,82,52.908960947113904
w,80,55.55322597693358,41,65.0016666538
n,13,78.05040128314616,44,8.779929905482653
o,9,95.05649032744574,24,79.61606293623838
q,16,87.57370567940809,33,82.86117879023928
s,37,12.788282200714363,66,22.459363369998687
p,74,13.521309536262905,12,68.9603364108777
v,31,40.613079899762695,29,39.72807812448844
b,91,23.258803186761057,82,10.614450831952539
v,22,5.630511078519184,35,46.93521037682261
u,78,47.52478916492983,84,71.72267429589046
q,22,16.878874359469663,26,71.04860923001384
b,95,13.285412144466369,83,16.27252408462837
l,57,48.46062885153783,92,36.27620792878162
d,65,56.46220235492182,99,86.69719228846931
u,56,9.29409020521904,11,47.873670402125846
o,44,54.29771983260304,48,51.683554631180506
g,69,76.39172802293629,100,93.6523153185855
e,92,7.924308457639107,36,87.4511589662608
f,80,67.44688204899113,92,2.877484571513722
f,6,93.20497001524541,46,16.179414488035093
c,48,88.95175567704219,42,31.862601385514523
o,36,56.83234094566109,87,28.991206945248592
t,30,86.74549559858558,84,13.933020059466017
r,19,24.775309662095413,37,69.02234169313472
a,9,41.67633713364196,19,29.477612838401058
i,32,71.65790050359566,13,3.918710902466127
z,44,86.92227157893939,89,20.185820443378255
b,51,61.32098812419512,45,44.09730919477399
s,89,39.640935275088985,62,11.916462805306338
p,36,84.51461787701315,29,46.01313369437153
j,49,48.20612167739788,23,99.22042327118119
p,24,66.31201109251913,58,48.83583061646004
o,91,22.169566892861546,71,89.84987205987663
a,85,86.78718494633844,65,93.30936778103252
o,35,75.94679635197052,23,71.57709713633736
g,50,98.31603979331146,44,55.712808678230274
a,71,73.47824465784718,21,80.2447868811612
p,89,42.50594469709026,15,15.695390666123277
c,85,58.349473819877616,0,88.2853550129137
t,83,10.538859221642527,44,39.42200126906208
c,67,30.968196232828383,91,8.005387437433454
c,58,95.3227527408491,39,13.782490707886296
t,69,27.480134370079057,66,22.922307508749316
s,20,1.8984778453313256,88,80.00408880397146
h,98,22.84942378547832,81,65.81205399411073
k,75,32.609906685547266,15,63.92018166053107
z,86,55.300695004693814,94,23.01357643779063
p,5,67.62580550271642,68,18.281784045294103
x,73,58.174712412980455,41,83.53171395968337
p,48,64.59204230039214,92,6.422125209105134
s,94,58.89364300784199,15,31.477642777987548
a,33,98.87470675138132,56,35.607317431420995
n,48,28.92717339821185,32,63.181074000239455
e,30,0.5495684085354169,21,64.71390335383632
t,28,3.1936171842797845,70,6.423017682019427
c,92,95.6955641840895,86,61.15146363734557
b,98,50.84851729286939,49,68.2576603548907
i,46,67.28072511764994,80,77.51248307745816
w,34,59.01443272296903,66,5.550832120180605
i,55,45.99471212467227,83,93.9284110045437
l,63,7.653602627597111,66,89.06412055373083
p,59,32.10765520411516,79,11.615711437734966
x,17,7.068796576029723,56,4.47789940711939
v,12,82.98406214481847,2,63.70685994545126
c,26,44.31515553699439,47,20.36678345345322
a,18,79.99481127846599,85,49.98271656360592
w,22,78.65463580562492,84,51.09940336615794
y,6,16.653256105521518,52,32.47470278486808
y,40,14.04388080382648,66,0.2996538007656313
r,23,61.32226933731435,50,62.789390185588346
t,100,71.22830357864832,56,39.8908897137895
a,98,88.46933295817536,41,79.55782024593525
d,37,45.42919479365952,62,57.04282495391112
j,88,84.26077160288473,99,18.198016906188286
o,14,98.57058941591195,72,17.034220458848303
l,81,42.729284533989365,81,7.4643078204015945
r,21,54.752844392924025,21,13.143464207276756
e,66,91.88742419043687,36,48.406330818431655
v,33,95.27759556425138,92,33.58558862912188
j,43,72.3759472879643,35,28.084859371422187
e,23,47.41542059249242,82,25.65763068274479
e,27,16.520236104977226,40,89.27370452896739
p,2,18.049067255764694,23,45.81923289285219
c,36,96.03483704750678,7,81.36862504389218
w,28,96.23479016701164,87,72.20577918228574
i,0,80.31899318097827,80,50.64890205839001
f,81,14.382461435747707,37,14.863818727625178
e,73,34.452690611121724,56,89.42987598541214
a,67,98.48534091281466,22,40.06396023571925
q,44,39.062990357762274,97,23.944677377526958
v,19,8.693872030405526,76,32.06866606951566
o,4,67.97407910004867,39,1.7576582829545662
e,16,39.392400708524434,18,37.149253043105624
y,23,97.50710676172532,90,44.84877297977812
j,81,52.69950244830805,4,82.25176398396742
i,31,67.85599510077984,86,58.58868822962471
f,37,30.67689182348492,12,25.16139460980632
a,86,0.7653633389343106,92,56.80267643419457
h,8,45.47522256373268,44,49.05523925069538
g,70,3.094012697928905,71,66.0883458454385
p,66,87.61242538575915,12,83.91232398935105
v,20,75.32273618197806,26,96.09614952504936
g,44,88.65320826326251,33,38.67720208101988
x,84,2.6954528500583996,9,80.40851231969759
s,28,67.73690389623478,95,5.287726822903749
e,39,22.76694992128968,37,92.23536962418892
s,43,41.344429333451686,82,43.49570305873114
k,10,44.62027054020832,15,49.12605761636036
x,88,57.67698208565443,19,63.25244847293698
l,61,45.235365054012455,85,24.389513753175972
k,31,22.63010987867996,69,96.44923352069038
v,65,42.72844149519397,75,76.06192813327559
j,2,86.79202038085859,76,11.621215765264935
o,0,75.44482852737303,79,70.57923746924757
b,76,5.491303963626148,62,74.65561484516049
d,98,17.651342506571275,17,4.77381190582552
r,65,90.20620687082945,6,16.59416337095666
c,88,70.75912345084562,86,82.82879052938233
x,69,99.09480107793294,53,59.7595530993704
q,44,58.96509198097982,45,45.01250811357909
c,96,47.17609848599969,16,59.70035437197857
x,35,35.887299722766954,30,15.838520864553585
z,87,76.03516556882776,60,20.340115356779652
a,15,75.9549966719001,67,22.79216701743252
x,85,56.58694448678022,75,40.31743003607981
o,65,84.01131841135808,11,57.29431615069647
v,42,46.89918352857782,64,12.955998002534152
d,74,90.3579774598772,73,43.23354746073892
i,47,18.951731586514033,98,43.06243649720257
a,8,97.17298135765107,37,89.48201536022746
y,61,56.67155607437346,7,48.146515286590116
y,54,33.30855074744675,70,19.545021181769574
t,21,51.90777567899971,70,33.16653463112541
a,96,54.93785702401874,43,81.04001206131704
u,55,51.450881597145916,3,46.433144012899874
v,6,24.216577226689918,70,71.7181877179381
h,100,50.08561579884726,75,61.9609124059335
a,38,67.43001787884424,87,9.170588534691216
l,25,26.01893535435309,85,35.59306962257382
u,12,12.020928609828129,66,83.81312660251832
q,7,14.338618834712891,93,66.30269236227224
u,24,65.60672119258089,87,22.83806118360654
f,65,71.88777850688128,2,79.48519186230084
s,74,23.95199586770277,40,14.065870600510122
i,92,16.556371956791715,13,65.37542933637587
h,15,24.444719185014783,73,29.757290139464466
j,36,71.53267540731835,51,45.42583664226788
p,99,93.1732175599874,91,86.86281770559208
p,41,94.50800721500966,12,22.75412654128339
h,1,4.0440767195288885,27,3.8393409843679116
l,36,77.11249313437722,93,54.10500328361449
q,35,86.32038216895037,31,28.821609222033196
v,31,4.395075983147145,69,4.089153087460939
s,68,94.90507301226894,81,28.770485182496984
k,94,59.7534448081436,95,10.432019734617048
b,43,50.685682355822514,30,73.14755333622607
d,39,28.53940156507131,4,53.55496171802901
l,42,91.05893148562947,27,89.40538922084762
e,86,78.86379387373857,29,69.33406166842892
n,64,3.1124991371302313,23,88.7824736821458
j,8,8.119502771571662,25,8.427821155980219
z,66,94.58841703274355,4,41.73403948106783
v,85,57.976933535922456,57,39.90094059412036
i,95,62.0682752620209,40,12.58444802318932
p,35,94.7912401211597,59,29.582453595617018
g,49,31.61860402929719,20,24.719447024054475
c,15,67.79480394305935,93,47.53362901863573
p,13,85.02905561702705,75,20.20809380162467
h,82,64.87759028037267,31,48.560321974211085
n,94,90.38808151688109,19,1.407387926904502
w,52,60.76282900044572,43,69.39638242485599
f,56,20.76022291133701,21,39.79800922856535
h,32,44.68300231254029,99,57.490002954750544
w,63,30.568689531451476,14,4.648738785362061
y,44,18.65054421987634,58,62.770948513907435
y,86,88.11300304012354,27,78.48600687777821
h,13,19.351028312983477,41,23.70556036927306
c,32,89.66547128836376,23,32.431939587716805
n,96,15.442258943569009,84,41.00243444130746
a,64,92.7710367520433,18,5.640430196237944
l,25,65.07075583241821,37,50.79432778763873
s,50,40.773686077229065,23,24.354188851551218
f,64,24.75667111209817,13,9.203635433874592
h,72,69.33522527516706,98,96.35674377756311
t,15,1.7504712362771069,55,94.06652224299725
i,37,10.68856669047693,73,6.067790913185977
s,28,2.010539086952434,70,71.43417289583441
x,44,6.747990722438346,49,36.21838387852928
x,71,31.117006073555732,6,4.698326359696903
t,73,50.25596770805505,8,81.82343464399095
l,27,56.28226268519975,40,33.12187116515377
g,39,6.545403467909761,66,36.00533360428805
a,42,63.2434255898468,48,78.39600818007678
v,49,91.93244632656236,22,63.837907677790184
f,97,42.85118205423858,8,79.75201182759055
w,51,29.872160562297225,38,41.870157807758545
v,32,98.44294679610951,74,45.84974103442181
m,8,20.18887110497175,42,14.456378360106426
g,5,1.7449806732069528,97,67.91074524811725
b,21,10.74789690651089,60,14.170224004037346
k,82,27.51704153628005,15,39.01695781647286
n,43,27.966757705233547,17,40.86881087283714
h,75,68.38222894209544,36,66.29528670410964
u,33,70.2639377522299,80,37.09033981881392
r,51,26.151379954109878,70,97.88137906517291
j,73,97.40778398083563,70,67.17983310667182
s,47,18.387382331073876,5,31.630383660949278
e,90,99.47930256633737,48,29.121180342832997
w,68,27.664220586433665,0,43.532868150237505
x,81,67.96677771346641,73,90.77483191414927
o,90,78.5730212270042,92,19.66333450173634
l,83,57.13761765798135,33,1.647765720841976
f,58,44.9930650931972,84,73.66678449809785
m,64,57.9578575463068,31,46.47273434475677
d,21,62.76127518037127,45,82.17961593112537
b,9,34.18373434197639,9,9.07167664524049
u,10,28.63523864344054,19,42.03544679993064
c,26,86.53878657357939,0,69.47718510114963
n,52,28.819544911835692,48,71.87607958536691
r,86,49.91694848901771,65,68.81334203114076
e,76,4.6889290507400645,56,56.358721277434185
z,88,7.363458466611372,25,52.7846638738557
o,72,5.028839099058158,52,31.043645919454754
m,64,69.88349835005737,81,58.91272745050225
h,72,60.91898917552637,26,20.04206592153529
t,14,35.305939971755095,98,99.39818913313758
g,46,48.65554268655667,90,41.08709780499018
u,66,22.32276561688674,99,65.86124440026434
p,32,75.93326976913914,43,29.92019749838992
d,48,26.762268133225163,21,59.31045716272843
e,85,10.41222314092819,55,80.63821092602893
y,35,11.410871920180476,60,78.68037259566397
v,66,38.190894614453086,71,34.08750175273476
s,32,92.88449900045322,81,1.545656558158215
q,83,17.429076847467584,70,57.27815861549771
e,16,89.25983642846174,31,4.282842657053498
j,38,85.88958567519335,95,6.515455048182373
y,81,93.29634876378869,66,0.6133406551193765
p,40,80.33565234713966,15,29.086934057396963
q,12,28.552281418243062,8,89.82133789473224
x,85,97.85834997970207,85,34.77608578120667
y,61,51.42214601272923,51,47.35696694471581
d,82,70.13625670512124,8,68.58263118768069
h,12,35.331010644409886,14,28.280153585135327
d,60,36.760436417651654,52,33.04875874801843
t,57,79.45076832495043,99,46.20986763187857
b,89,29.260569913037827,98,11.073269610359892
y,26,6.74019846545606,25,89.84096614670119
m,62,75.41670317265564,2,42.42604689132744
y,9,55.79827937314668,6,64.13495300760957
w,38,28.145646606231335,86,33.02588865707905
b,33,78.46334723513533,68,2.7246309287802584
p,1,7.279873732169218,59,3.096459543067609
o,91,68.52795590735853,1,74.78027963360468
w,3,41.360889071301564,12,56.8333192666509
q,11,64.28899371836422,89,17.132902244793357
a,25,91.05724924674003,27,83.07062875978959
d,95,90.12229030793384,98,27.385113286818974
a,15,66.42359090013807,41,88.07850407496578
p,32,14.469020511525088,64,50.3312073702143
a,73,38.59607281727019,79,40.8289678606245
h,19,72.71320640374752,15,43.80030809750559
u,25,92.50471346424969,25,14.862546688850987
v,2,90.70753108064484,7,41.137625006827705
q,63,40.699596975860516,87,90.49368118108039
f,93,81.79356613347528,90,65.82219611217468
f,50,94.30061054519514,16,15.40703421028783
h,79,73.71871389619392,4,69.052236179018
r,70,18.35034421439835,55,45.954535056039205
r,34,91.66857856741746,25,20.24464269241416
d,53,53.56485607594978,72,14.07099964495444
m,40,89.55079814348619,56,69.22671934472649
r,51,82.90907126634112,41,10.566796897657715
v,53,19.460260681071983,45,79.2447285847965
u,82,36.72619035023445,83,97.37121861815649
v,82,37.530002131617934,27,5.276223298264437
x,61,34.91430093878538,59,33.175658204858394
t,3,25.25386330940188,83,42.28951400323201
k,45,24.235932419406836,99,89.20759736127125
u,73,86.57361626099454,6,75.11228325651331
a,19,47.334898715868825,72,4.5020608594280915
g,51,15.02788809240413,42,29.657083964046027
n,54,74.93625640851837,19,97.32685962599179
a,32,38.14040669675597,6,71.89618089641388
f,71,21.814833969430936,25,5.295214453184737
f,50,58.41081747410652,15,22.345376436559917
c,20,87.85938462507744,7,64.75297961974154
w,73,7.73616144082917,42,25.830198264733184
t,99,3.9476201726844184,41,65.57016862372605
n,99,50.874954332365064,53,86.12776489572113
b,29,92.34054748590971,14,56.86412496373807
c,3,0.11660908863930786,22,57.1177171054829
b,45,61.468398995302174,98,66.98648099361142
p,19,40.56752245682331,41,91.203727797466
n,95,43.354612048032436,85,26.90022721920774
