J,Z,H,W,X
w,33,76.6525890525946,12,99.76419437045345
a,46,70.58863615049844,58,79.40046320294019
h,89,31.37914872098356,15,81.69823406127531
w,32,41.561094071904556,66,42.940171840996946
i,53,41.91292852055382,73,33.02575503391929
b,0,55.25890636348685,98,49.85657158441133
j,43,39.13926681790214,70,85.32645696773123
y,94,68.23223969793433,16,12.650324342511931
a,90,79.15101186317483,30,4.023306976069474
i,78,5.734885410241086,57,65.14798022985772
z,39,5.174398240808042,33,64.16795639551268
t,49,42.15582340778934,65,16.791830729013533
h,59,93.56129539306059,19,59.12242092928979
l,69,72.4637105733662,55,42.58638943906124
x,69,14.09913608468939,22,70.38896097394569
v,91,39.8096643924713,2,77.62407733339333
j,83,76.61342478992917,1,30.544112045920336
c,47,52.58181666223501,60,65.99103925886577
q,41,84.20984891089269,64,27.103677030227935
j,100,11.063187296715416,85,49.63312825266966
v,56,15.383874640270134,2,11.393815447260458
n,80,25.179120825002656,61,62.2861145034343
m,7,21.28219237264585,6,40.15862872015873
h,99,74.68614612688803,72,71.7408802681982
y,5,79.39290375669039,75,36.77869109634464
x,12,5.474910631148367,54,50.11820075393545
e,4,36.42140866086927,39,16.86098397759228
x,35,24.261441322267995,55,34.721893520200986
u,92,19.41961883985219,20,97.34157962822249
i,100,49.29033035903663,35,44.65491954522902
l,98,43.53829533034872,78,82.25087724551462
j,78,4.024054655792875,34,6.8059282359206215
a,40,69.60907795689377,29,68.13609461310077
w,54,68.41159540465098,35,54.22966892409147
a,54,2.4596275160767456,39,38.32039898005809
z,83,15.269947017442876,54,7.727711861046771
b,52,91.10036591857518,44,70.90652811128794
h,90,6.961341829051692,71,83.46001469884466
g,30,44.67011931392333,30,3.938163711613585
y,40,4.5842826024534045,44,11.723984338065785
c,55,10.962329729264964,46,82.33652886316803
d,97,47.26403227687492,11,83.43979447429874
c,24,89.03078311941096,51,44.70824418126447
p,60,71.81848964925962,73,42.61612009108278
o,36,17.32237290873464,51,68.68786898839042
u,25,12.83891437341672,19,27.398256372952233
r,22,26.794138927611876,37,64.58173915260849
u,33,6.523809989654339,35,6.939471589502533
o,78,79.25069897584937,51,90.9175384993181
m,26,84.97596580425092,79,97.1080208560832
a,86,33.71795937116416,80,73.46168146126163
s,8,40.388632943197265,63,86.99423499329421
e,28,94.25334867996432,74,46.89914719724345
q,62,80.38125845576712,26,41.24460913079551
x,29,28.52519161591728,92,30.35790345833459
x,73,38.903618655470936,59,23.51122282474396
d,89,36.105057200063875,70,71.49953930981822
m,9,77.27049464236777,97,10.280278123007836
i,11,93.93010614330821,56,61.385674180845484
i,25,9.778093561136425,81,95.86295887249877
l,68,71.52112739792108,55,67.87663228462237
n,47,55.94529411630474,60,76.12218399038002
u,63,79.8071431759807,84,33.052155628849725
c,86,40.217540594406685,31,20.04688878069928
k,42,41.89522932262824,51,35.35371134612439
b,62,72.6830394824829,77,3.4351683585202686
q,72,3.492650334703562,75,7.059166593896327
z,77,66.28642814922786,29,61.46851502641086
d,84,7.371086379900371,83,40.704104801860794
a,7,27.65322044684112,17,72.25560585727104
p,84,81.95071787652543,37,96.80672096317751
q,57,12.725222726574492,45,86.41270830282365
m,43,63.32603118067066,89,84.54276892389021
w,0,29.09679388300974,5,91.03330671698978
y,35,68.51624598694677,76,27.45954170207621
d,7,18.83562930363645,90,12.167456606683247
b,17,58.350963858536474,54,48.11506816403758
d,36,7.953213137800407,13,31.64068642305422
t,100,46.371625129743734,23,61.178388502196825
n,32,49.74820876102759,40,73.32911384261517
o,49,94.50493660810841,12,85.00152523752601
l,19,19.462689751665618,5,49.22743328373429
g,70,90.6971606859093,100,39.7160767432587
w,79,31.926578727189536,9,72.87170226312966
b,86,22.548051814087287,31,73.62407151808556
a,44,96.52913843431573,72,32.04536214613112
i,10,27.515630206946295,94,85.33948684502597
d,46,52.461866452655826,37,93.9086980622395
z,43,99.36528809038992,77,99.90332983122063
t,70,67.73188554237136,8,92.41245269277289
s,53,57.35290079349087,12,70.06324080435375
x,64,79.11134533807514,73,16.570888652970282
b,70,75.31257167839313,77,95.88318757369957
s,65,99.63409916799473,11,47.69809422412353
b,18,71.68934990480159,72,52.66923854514523
d,96,96.36105987688869,79,18.157288986040733
w,4,10.897279525602155,86,31.050758674406676
d,26,66.17286955981172,87,73.95348772024562
b,65,19.589446922002296,29,22.64460203969314
f,50,10.537723595904735,67,34.98170994460942
y,50,29.26269263424619,21,28.08189589711293
a,55,43.850011499809895,81,68.41331313896161
c,83,49.01733397999315,59,49.56638961641511
p,20,82.29962954222762,1,34.70383754049446
f,24,48.74369909813824,27,37.382209136753
p,52,16.59055740048626,77,90.66085062621097
m,17,74.38536468232029,23,80.3033727931509
f,88,26.739482462427745,60,61.3576131757695
v,97,36.48972494599505,60,22.222144414767143
z,49,19.005837941107195,46,32.33129929650338
z,86,5.004661769982799,20,55.977297836851314
i,3,5.378126565834307,53,48.850325013584694
d,26,5.856840899139737,1,24.6724730743752
i,10,92.26424975215453,11,61.7267952474373
c,89,59.58808811719605,37,40.41123318629574
e,92,80.19282245721261,84,61.98690314003272
k,59,19.17880962570846,4,30.84076776195087
n,47,39.42549328999139,15,19.217328810219357
x,34,5.660212314904111,45,28.561005582749132
p,8,10.563879725562487,40,45.505315688263615
g,49,23.724932711247238,73,94.38073013751114
g,40,88.61506069759251,59,81.79079241676354
j,22,70.86436979433006,77,22.892522015863836
r,97,31.8878380922907,74,96.25451076466176
b,39,58.937156230998596,95,72.2403229650918
q,92,44.03090680840437,73,62.73250075881705
i,56,36.968661637106024,83,82.45136749825178
z,74,6.1964026404546235,73,91.65638009361462
n,74,10.706874121810273,40,33.693149076446296
x,68,38.16357815290059,20,59.207410096542034
t,87,86.27241054318353,94,24.6696739430447
l,28,17.23633226599427,62,99.99499776870253
w,1,54.11376521469627,58,75.6665176704349
h,0,87.83101962130434,38,99.85188931694016
w,99,69.20462674760428,56,71.16738593644982
d,99,93.94996738007927,99,1.1218581667202243
p,75,51.02015614043012,58,60.215690954648935
s,4,94.97534980431175,30,10.887868278586055
h,32,50.05939910440469,44,60.72324940661329
f,27,44.19152281296262,71,37.85179047751722
u,68,38.87186596884881,13,24.329535500473852
a,96,66.88719772556104,28,50.625536744555234
e,29,66.41610755811583,24,26.520373681631902
k,65,99.96109073094277,44,16.593383586821588
n,91,47.282689098614114,15,73.58168153056637
g,5,45.65375987914027,40,33.26158958803308
o,40,9.358271557387155,88,33.49220569294188
r,80,29.811512813520537,10,32.37323374907989
t,34,71.93349521785127,90,74.16510941173185
e,81,28.36366721306617,89,42.38517825127165
s,77,9.771804668895456,35,84.43465257823696
s,37,29.401967695446874,32,15.425807342335684
q,60,25.118976084450416,67,38.101900900358245
i,36,72.8177880230506,20,70.88784675982157
c,0,24.533136121717646,93,35.2252509207146
e,49,79.50127437620274,99,89.85578671716762
u,99,22.284171888616044,66,59.988454728197205
x,22,54.95413126310942,13,31.054429069273894
h,93,22.973659946364588,65,62.223773440580246
s,51,33.209482522718936,69,49.03862333999696
d,66,5.647808187858283,89,58.792209026334675
j,63,90.46656720452239,71,34.402226691779994
a,1,8.690196731986022,41,79.60495304866856
h,62,49.40170650041507,40,44.43439570005777
n,55,99.32288821546095,95,89.53107153452532
w,91,69.05556015746612,97,52.502208843065326
x,90,25.405545382408345,38,51.96925321042265
k,1,66.62884718914283,100,31.698445254095052
a,33,29.53219911292542,66,26.446722939236256
x,59,82.75971609667306,63,68.1068625052701
n,69,26.885476500400095,75,20.506648583904763
i,29,2.5712500078900358,56,57.63602819690385
p,22,0.022829155233716758,95,85.71632526594736
l,74,55.082298819620455,41,89.12205871450486
b,15,41.174853921636675,44,25.785490323930528
e,93,63.55318247644679,36,77.35899130773622
l,90,39.19248916478678,20,17.424140155693113
z,19,37.90674282101813,6,46.870607113983695
r,12,18.59331173805916,88,40.23375285719776
b,68,73.13893134118162,87,51.94797439452905
z,20,61.98076841525864,47,59.98118896731216
v,48,85.02514190434567,60,81.62721801824298
k,49,19.884862431351113,34,50.46865110706036
z,74,38.421479815209146,100,92.49622710219427
i,23,68.96970370997549,42,86.68207958456068
e,20,81.96341708316857,84,65.02232138415171
o,40,42.013181264127354,0,59.54449834335275
w,54,75.8766485249014,10,37.62282220035858
u,73,37.91825395271474,19,92.37349573019796
j,71,45.49368661954895,85,52.18432074957197
o,71,9.135859013111801,32,25.30516221706598
t,72,85.43952541902577,84,64.35485020404064
o,90,41.78094001551457,38,6.00641248198206
t,19,10.060907620602466,3,20.435460188267673
l,19,29.944933986224697,49,61.029295746293734
e,34,55.10933434938118,100,89.56791030972504
z,68,33.80180158098185,35,52.5566702418016
d,41,59.50850622706321,43,9.60070373343398
s,11,71.01631037722953,83,3.9461871845781094
r,48,19.382505172073717,66,94.79161302116799
g,50,63.34631896823162,57,15.831140754450834
n,62,94.04274881121744,25,20.105369585880528
y,60,68.44094786182102,7,4.028034126181113
f,49,38.83932644824137,82,91.67543633442705
d,72,11.453601258990032,69,0.3229108091777455
h,99,53.712702852758284,82,70.91842773288896
k,75,74.33209975211673,88,50.74076474996948
u,37,46.77199834408514,73,96.35564517925626
o,99,40.483510893648486,5,3.8961606338329458
t,72,77.46369741539638,81,14.111726622900989
e,83,81.69517505217901,97,4.266668799045437
x,13,42.28046245269271,5,20.105918558204827
a,78,52.57065917163873,34,74.72751450037698
m,41,75.20592577045957,98,79.71872285803818
h,43,44.65104093297724,82,66.69173609184969
u,89,3.0642124339493537,97,44.02842749276273
i,14,31.19762352451265,34,50.930477845621766
z,45,21.679813802707713,86,0.6193183470198593
a,65,4.8094930663272635,51,50.18786116327597
z,59,38.02650738842159,49,0.8427468943531968
m,15,15.37327501687531,92,18.413284881339067
t,24,72.23369886410985,69,90.69252384871466
y,80,7.723608585179198,93,20.148904520575194
b,47,16.088478880129507,67,53.007355622443505
x,53,5.038680068616152,10,17.543090298364028
g,0,79.78170583939448,26,13.998735358187675
k,75,31.632516330405725,79,32.95090052239631
p,16,16.48156213300309,30,1.2085771191788885
m,55,13.93645883769704,70,20.245055442561267
a,80,57.55291778799021,26,70.78836872594904
b,40,75.31726683982018,91,0.5996763480628275
s,32,70.17607051107365,34,97.99960125812714
r,71,24.76472512272109,19,37.66196996062231
q,29,88.05710867850402,16,47.070519863002936
z,43,80.97644794952565,87,16.486803935803618
k,22,79.23715073712874,31,31.309343741880003
a,31,33.43665469136726,50,36.02752852790903
k,64,84.77128673086283,77,48.12238046415288
f,26,83.03628131298747,53,69.44132813198968
z,32,41.06943204797948,6,77.13850072781673
m,97,26.12908567103055,40,2.495406206522921
p,61,89.1549018019809,60,14.252838842005778
n,44,97.26043193185104,85,47.397859279627056
x,72,26.19441896546616,47,68.02666216525465
m,2,40.87811123417402,22,31.661300115255443
v,62,47.12721972649675,0,84.21440952268058
v,13,78.33002215864565,82,48.39112305544986
r,68,26.532441701499575,57,55.76954978540248
u,31,16.481778595837028,23,62.38177321947889
w,95,44.64459647562036,99,3.105153977384545
t,15,53.53995717559621,55,69.02632828085132
x,81,93.43606316126667,58,12.99763147599875
v,31,46.37056685942047,84,98.52930286584369
f,30,78.06096120842814,50,79.85038566169293
h,97,84.24404927656961,91,6.654481241232968
j,88,96.62242180488569,27,7.579546025140105
k,13,27.913239043468284,84,95.12700775654285
c,53,80.3021885058904,40,24.278797680569564
b,73,22.710856682215542,32,4.2259682514203645
s,45,37.93718827250234,82,76.6437854796804
m,46,38.900085723089774,17,64.32065797867457
c,48,50.569553596123974,9,42.80287156241125
g,39,52.62796222655408,62,60.650721553903274
u,77,69.8540471528207,39,0.16129506625418566
n,65,33.163109333734816,55,81.57810551158875
s,61,44.728833068563475,32,37.49776746664476
m,37,90.75439585419801,96,88.78199056150011
x,17,63.42492570346274,26,99.03563424436864
q,30,90.76253047638717,42,93.94264331802665
e,92,54.08193080183602,36,19.943731427187828
p,16,10.867027950739628,20,22.320087571453094
v,81,80.6965527740187,19,90.81563341003796
h,0,70.91727203474623,2,32.996151341950664
h,8,38.15015269619172,81,55.98250497059072
t,18,65.72215582822925,85,63.45245000957901
y,79,87.99236959632398,43,57.507781505797574
g,72,62.5707310030879,99,42.08823435492853
r,45,83.60672628823438,84,59.50738034933208
h,46,9.817083719032526,0,8.689075284925574
i,70,26.14145317005243,25,97.79676757724293
f,61,19.61341361709691,95,87.98530936422831
d,6,75.82712816347875,64,25.644764757830284
k,16,47.804017847563486,58,37.18006250989851
b,48,87.42468041850957,74,56.83590234063915
s,30,26.285968356763934,78,31.506527691817976
y,81,87.59853175468362,28,8.377132595035475
y,97,29.689502847095262,36,9.970691396787768
y,81,68.90177691802852,1,80.80789062901795
x,45,10.41883810640214,77,48.085517634806216
g,53,15.013217090695186,31,45.9069604862101
c,48,63.16607619182773,40,15.894405458969363
v,46,16.828421137493542,57,88.55702638296827
f,76,67.83547454999388,11,39.622400943271096
g,77,72.64771749054209,92,84.37468681342654
n,36,38.9610551966749,28,3.2529493845321666
x,55,75.03469402856933,97,91.7867135692131
f,33,24.791773396896478,43,91.15445811027138
z,85,98.35317082445249,46,70.13906783789633
e,1,3.249726533742203,60,64.45650749858007
u,24,62.06238963000625,73,79.89764251519323
q,8,83.15615250076036,51,76.3294765018465
a,73,50.16429945144727,58,85.49646515794223
y,44,42.82677422032792,11,3.7376104093372886
d,56,49.61457070103214,31,28.86609311954227
t,92,79.48011234536146,28,39.20231032226818
s,85,60.5661974488045,65,13.769910795228757
s,87,62.03577288145947,73,24.738945119261512
g,66,6.13505971936168,93,73.39868271999849
c,76,77.48683985234082,92,91.0816802659497
e,4,16.60416835084003,88,8.202039696775554
z,4,96.69686867393274,46,78.80372740848671
b,81,91.16641646643596,26,18.989340824985867
d,79,96.78769935724206,55,41.780000319331045
y,53,67.32249331521636,20,24.587812809792364
u,24,59.46158400525998,68,2.5906051380289563
o,90,62.18988205007868,20,78.9018023835489
p,37,59.88870752070837,83,71.3780184482292
c,74,88.33713914087201,56,50.44477325846437
s,21,90.70395420965585,90,88.60050913367907
o,94,51.13237080222754,92,50.44843032446828
t,81,51.51882783785133,64,50.25092288129468
u,34,86.45146282252475,0,85.07654223349597
x,13,54.66737659457364,5,71.88822075918318
v,24,59.94792703333952,1,15.892638520601754
w,78,8.939938708451955,7,13.527608267497671
k,20,14.249495272767732,88,16.263285390219806
u,48,54.847040913088605,55,92.99042021952106
u,15,51.57453088403015,66,68.93276256939068
m,51,49.83075801815201,45,56.27251739144153
t,2,59.331556049933845,54,53.174766631158974
b,10,78.16766314981274,87,85.28623257411444
t,46,33.54473920517573,64,16.47515963138457
s,45,64.89097690911612,92,77.82205396148767
r,1,72.28127385244282,92,19.60296211021726
v,97,1.8623974504800578,82,12.253922161681796
x,13,39.92520123786649,62,89.93727469292118
l,4,21.938327393581147,4,59.81122038996071
s,100,31.95912710053698,7,84.43506010245684
g,11,94.2818394724305,67,79.6643538904608
x,95,6.236287220072012,12,35.33712213260471
k,54,90.97790000882874,1,87.80354872390804
l,11,67.7263292118502,60,24.666923354867343
j,71,64.75140119604254,21,14.702249091208298
z,41,31.452909741245726,58,91.10931951977356
z,28,93.96155915761668,84,27.668280998254367
n,71,73.21814475301821,36,1.269412067061615
g,21,54.86607951790096,91,59.438458366459756
w,43,41.635313141127526,51,52.580801338498986
x,86,91.54145785394586,75,16.79768382561062
z,30,9.271610572975032,86,27.681836897975863
h,34,32.267166641831665,97,98.60072345017966
b,99,19.001649822969046,49,29.766033530496884
f,33,90.15497910771614,36,10.576579605445001
v,0,50.052752642304085,50,72.24782709277855
v,18,69.46465410747832,65,79.26165643297169
u,37,74.14899371846974,92,46.91472213043086
b,32,0.18960450647856897,78,70.89710127422478
r,6,35.677156874232615,20,35.1017825039264
r,45,83.37057620216075,60,82.24890521523842
b,15,31.038310405107495,79,58.636200469762166
v,19,1.8461434028699597,69,73.91793321817731
g,63,5.975900062882422,54,13.53940771851373
y,95,74.38469941796265,73,23.755485377628904
c,24,40.38259479977967,38,90.85436992188973
m,29,51.485787759947335,65,86.4358092882146
a,28,1.6977477095497462,73,17.776431148134677
c,61,64.79586016379585,11,75.39456922770235
h,36,72.35293385278952,51,73.33926492474762
t,27,33.20002053548309,22,72.43653698882912
g,76,90.36136407960481,3,9.629465370713064
v,49,14.833626423798819,93,9.461064718037338
n,15,59.23204421736731,70,52.398185652755636
j,18,78.08450138672013,28,53.10408839330053
c,59,88.65668242152584,55,23.281234977027545
z,97,92.23983377241379,13,73.78802205667479
z,61,87.2329812518765,0,48.98341826123958
o,29,88.94067521224028,4,85.28354244218907
t,71,84.07792838959426,98,72.192519498535
v,44,80.0307552182461,67,27.008193780012647
q,69,58.00446915461954,45,28.64670047680258
h,94,92.5886868477784,71,99.8287860096981
c,40,69.70448722032292,80,5.896996808421262
v,47,74.81314395023769,28,71.48983799858495
v,85,83.10888236279291,93,73.93585940124876
